"gene_id" "number_uORF"
"1704" "ENSG00000139438" 1
"1705" "ENSG00000139496" 1
"1706" "ENSG00000139505" 1
"1707" "ENSG00000139508" 1
"1708" "ENSG00000139514" 1
"1709" "ENSG00000139549" 2
"1710" "ENSG00000139626" 1
"1711" "ENSG00000139629" 1
"1712" "ENSG00000139644" 1
"1713" "ENSG00000139651" 2
"1714" "ENSG00000139675" 1
"1715" "ENSG00000139679" 2
"1716" "ENSG00000139697" 1
"1717" "ENSG00000139725" 3
"1718" "ENSG00000139726" 1
"1719" "ENSG00000139793" 2
"1720" "ENSG00000139899" 1
"1721" "ENSG00000139926" 2
"1722" "ENSG00000139971" 3
"1723" "ENSG00000139990" 1
"1724" "ENSG00000140006" 1
"1725" "ENSG00000140022" 1
"1726" "ENSG00000140044" 1
"1727" "ENSG00000140157" 4
"1728" "ENSG00000140199" 2
"1729" "ENSG00000140262" 1
"1730" "ENSG00000140264" 1
"1731" "ENSG00000140280" 1
"1732" "ENSG00000140285" 1
"1733" "ENSG00000140332" 2
"1734" "ENSG00000140386" 1
"1735" "ENSG00000140395" 1
"1736" "ENSG00000140396" 2
"1737" "ENSG00000140406" 1
"1738" "ENSG00000140416" 1
"1739" "ENSG00000140443" 2
"1740" "ENSG00000140521" 1
"1741" "ENSG00000140525" 1
"1742" "ENSG00000140526" 2
"1743" "ENSG00000140538" 1
"1744" "ENSG00000140543" 1
"1745" "ENSG00000140564" 1
"1746" "ENSG00000140612" 1
"1747" "ENSG00000140743" 2
"1748" "ENSG00000140795" 2
"1749" "ENSG00000140829" 2
"1750" "ENSG00000140836" 1
"1751" "ENSG00000140848" 1
"1752" "ENSG00000140853" 3
"1753" "ENSG00000140854" 1
"1754" "ENSG00000140859" 1
"1755" "ENSG00000140931" 1
"1756" "ENSG00000140937" 2
"1757" "ENSG00000140939" 1
"1758" "ENSG00000140943" 3
"1759" "ENSG00000140948" 1
"1760" "ENSG00000140955" 1
"1761" "ENSG00000140987" 1
"1762" "ENSG00000140993" 5
"1763" "ENSG00000140995" 1
"1764" "ENSG00000141027" 1
"1765" "ENSG00000141040" 2
"1766" "ENSG00000141127" 1
"1767" "ENSG00000141219" 1
"1768" "ENSG00000141258" 1
"1769" "ENSG00000141295" 1
"1770" "ENSG00000141338" 2
"1771" "ENSG00000141367" 2
"1772" "ENSG00000141378" 2
"1773" "ENSG00000141425" 1
"1774" "ENSG00000141447" 1
"1775" "ENSG00000141448" 1
"1776" "ENSG00000141499" 1
"1777" "ENSG00000141510" 1
"1778" "ENSG00000141524" 1
"1779" "ENSG00000141526" 1
"1780" "ENSG00000141551" 1
"1781" "ENSG00000141552" 1
"1782" "ENSG00000141564" 3
"1783" "ENSG00000141574" 1
"1784" "ENSG00000141639" 1
"1785" "ENSG00000141642" 1
"1786" "ENSG00000141644" 1
"1787" "ENSG00000141736" 1
"1788" "ENSG00000141867" 1
"1789" "ENSG00000141873" 1
"1790" "ENSG00000141965" 1
"1791" "ENSG00000141979" 1
"1792" "ENSG00000142002" 1
"1793" "ENSG00000142046" 3
"1794" "ENSG00000142156" 1
"1795" "ENSG00000142166" 1
"1796" "ENSG00000142279" 1
"1797" "ENSG00000142303" 1
"1798" "ENSG00000142409" 1
"1799" "ENSG00000142459" 1
"1800" "ENSG00000142534" 1
"1801" "ENSG00000142599" 1
"1802" "ENSG00000142686" 1
"1803" "ENSG00000142687" 1
"1804" "ENSG00000142731" 1
"1805" "ENSG00000142784" 3
"1806" "ENSG00000142856" 1
"1807" "ENSG00000142949" 1
"1808" "ENSG00000143013" 1
"1809" "ENSG00000143033" 1
"1810" "ENSG00000143061" 3
"1811" "ENSG00000143079" 1
"1812" "ENSG00000143110" 2
"1813" "ENSG00000143153" 1
"1814" "ENSG00000143156" 1
"1815" "ENSG00000143157" 1
"1816" "ENSG00000143164" 2
"1817" "ENSG00000143198" 1
"1818" "ENSG00000143222" 3
"1819" "ENSG00000143228" 1
"1820" "ENSG00000143248" 2
"1821" "ENSG00000143258" 1
"1822" "ENSG00000143303" 1
"1823" "ENSG00000143319" 1
"1824" "ENSG00000143322" 1
"1825" "ENSG00000143324" 1
"1826" "ENSG00000143337" 2
"1827" "ENSG00000143341" 1
"1828" "ENSG00000143344" 1
"1829" "ENSG00000143373" 1
"1830" "ENSG00000143376" 1
"1831" "ENSG00000143387" 1
"1832" "ENSG00000143393" 3
"1833" "ENSG00000143398" 1
"1834" "ENSG00000143409" 2
"1835" "ENSG00000143434" 2
"1836" "ENSG00000143457" 2
"1837" "ENSG00000143458" 1
"1838" "ENSG00000143493" 1
"1839" "ENSG00000143494" 2
"1840" "ENSG00000143543" 2
"1841" "ENSG00000143569" 1
"1842" "ENSG00000143570" 1
"1843" "ENSG00000143612" 1
"1844" "ENSG00000143624" 1
"1845" "ENSG00000143669" 2
"1846" "ENSG00000143702" 2
"1847" "ENSG00000143740" 2
"1848" "ENSG00000143774" 1
"1849" "ENSG00000143776" 3
"1850" "ENSG00000143786" 1
"1851" "ENSG00000143799" 1
"1852" "ENSG00000143801" 1
"1853" "ENSG00000143811" 1
"1854" "ENSG00000143847" 1
"1855" "ENSG00000143878" 2
"1856" "ENSG00000143924" 1
"1857" "ENSG00000143951" 2
"1858" "ENSG00000143970" 1
"1859" "ENSG00000143971" 1
"1860" "ENSG00000143995" 3
"1861" "ENSG00000144021" 1
"1862" "ENSG00000144026" 1
"1863" "ENSG00000144034" 1
"1864" "ENSG00000144063" 1
"1865" "ENSG00000144118" 1
"1866" "ENSG00000144120" 1
"1867" "ENSG00000144136" 2
"1868" "ENSG00000144283" 2
"1869" "ENSG00000144306" 1
"1870" "ENSG00000144331" 1
"1871" "ENSG00000144366" 2
"1872" "ENSG00000144381" 1
"1873" "ENSG00000144426" 2
"1874" "ENSG00000144445" 1
"1875" "ENSG00000144468" 3
"1876" "ENSG00000144524" 1
"1877" "ENSG00000144560" 2
"1878" "ENSG00000144566" 1
"1879" "ENSG00000144579" 1
"1880" "ENSG00000144583" 1
"1881" "ENSG00000144591" 1
"1882" "ENSG00000144642" 2
"1883" "ENSG00000144645" 1
"1884" "ENSG00000144649" 1
"1885" "ENSG00000144674" 1
"1886" "ENSG00000144681" 1
"1887" "ENSG00000144711" 2
"1888" "ENSG00000144724" 2
"1889" "ENSG00000144741" 1
"1890" "ENSG00000144746" 1
"1891" "ENSG00000144747" 1
"1892" "ENSG00000144749" 1
"1893" "ENSG00000144791" 2
"1894" "ENSG00000144792" 1
"1895" "ENSG00000144810" 3
"1896" "ENSG00000144815" 1
"1897" "ENSG00000144824" 1
"1898" "ENSG00000144834" 1
"1899" "ENSG00000144843" 1
"1900" "ENSG00000144909" 2
"1901" "ENSG00000145016" 3
"1902" "ENSG00000145022" 1
"1903" "ENSG00000145147" 2
"1904" "ENSG00000145241" 1
"1905" "ENSG00000145244" 1
"1906" "ENSG00000145246" 2
"1907" "ENSG00000145247" 1
"1908" "ENSG00000145283" 1
"1909" "ENSG00000145348" 1
"1910" "ENSG00000145362" 1
"1911" "ENSG00000145388" 1
"1912" "ENSG00000145390" 3
"1913" "ENSG00000145391" 1
"1914" "ENSG00000145431" 1
"1915" "ENSG00000145494" 1
"1916" "ENSG00000145555" 2
"1917" "ENSG00000145604" 1
"1918" "ENSG00000145675" 1
"1919" "ENSG00000145685" 1
"1920" "ENSG00000145715" 2
"1921" "ENSG00000145725" 2
"1922" "ENSG00000145730" 1
"1923" "ENSG00000145734" 1
"1924" "ENSG00000145780" 1
"1925" "ENSG00000145782" 1
"1926" "ENSG00000145808" 1
"1927" "ENSG00000145833" 1
"1928" "ENSG00000145860" 2
"1929" "ENSG00000145912" 1
"1930" "ENSG00000145936" 1
"1931" "ENSG00000145990" 2
"1932" "ENSG00000145996" 1
"1933" "ENSG00000146021" 1
"1934" "ENSG00000146063" 1
"1935" "ENSG00000146072" 1
"1936" "ENSG00000146083" 1
"1937" "ENSG00000146085" 1
"1938" "ENSG00000146112" 1
"1939" "ENSG00000146192" 1
"1940" "ENSG00000146278" 1
"1941" "ENSG00000146409" 1
"1942" "ENSG00000146410" 1
"1943" "ENSG00000146414" 1
"1944" "ENSG00000146426" 1
"1945" "ENSG00000146457" 1
"1946" "ENSG00000146592" 2
"1947" "ENSG00000146733" 2
"1948" "ENSG00000146802" 2
"1949" "ENSG00000146809" 2
"1950" "ENSG00000146834" 3
"1951" "ENSG00000146856" 1
"1952" "ENSG00000146938" 2
"1953" "ENSG00000146950" 1
"1954" "ENSG00000147010" 1
"1955" "ENSG00000147041" 2
"1956" "ENSG00000147044" 1
"1957" "ENSG00000147059" 1
"1958" "ENSG00000147100" 1
"1959" "ENSG00000147118" 1
"1960" "ENSG00000147124" 1
"1961" "ENSG00000147145" 2
"1962" "ENSG00000147383" 1
"1963" "ENSG00000147403" 2
"1964" "ENSG00000147408" 2
"1965" "ENSG00000147421" 1
"1966" "ENSG00000147459" 1
"1967" "ENSG00000147475" 1
"1968" "ENSG00000147526" 3
"1969" "ENSG00000147533" 1
"1970" "ENSG00000147535" 1
"1971" "ENSG00000147573" 1
"1972" "ENSG00000147654" 1
"1973" "ENSG00000147679" 1
"1974" "ENSG00000147853" 2
"1975" "ENSG00000147854" 2
"1976" "ENSG00000147862" 1
"1977" "ENSG00000148082" 3
"1978" "ENSG00000148143" 4
"1979" "ENSG00000148180" 2
"1980" "ENSG00000148187" 2
"1981" "ENSG00000148218" 1
"1982" "ENSG00000148219" 1
"1983" "ENSG00000148225" 1
"1984" "ENSG00000148343" 1
"1985" "ENSG00000148384" 1
"1986" "ENSG00000148396" 1
"1987" "ENSG00000148411" 1
"1988" "ENSG00000148426" 1
"1989" "ENSG00000148429" 1
"1990" "ENSG00000148516" 1
"1991" "ENSG00000148606" 1
"1992" "ENSG00000148677" 1
"1993" "ENSG00000148700" 1
"1994" "ENSG00000148942" 1
"1995" "ENSG00000148950" 2
"1996" "ENSG00000149050" 1
"1997" "ENSG00000149090" 2
"1998" "ENSG00000149091" 1
"1999" "ENSG00000149100" 1
"2000" "ENSG00000149212" 1
"2001" "ENSG00000149256" 1
"2002" "ENSG00000149294" 1
"2003" "ENSG00000149311" 1
"2004" "ENSG00000149476" 4
"2005" "ENSG00000149480" 1
"2006" "ENSG00000149483" 1
"2007" "ENSG00000149489" 1
"2008" "ENSG00000149547" 2
"2009" "ENSG00000149554" 1
"2010" "ENSG00000149557" 1
"2011" "ENSG00000149571" 1
"2012" "ENSG00000149573" 1
"2013" "ENSG00000149591" 3
"2014" "ENSG00000149596" 2
"2015" "ENSG00000149600" 1
"2016" "ENSG00000149761" 2
"2017" "ENSG00000149806" 1
"2018" "ENSG00000149809" 1
"2019" "ENSG00000149925" 1
"2020" "ENSG00000149929" 2
"2021" "ENSG00000149932" 2
"2022" "ENSG00000149948" 2
"2023" "ENSG00000150054" 1
"2024" "ENSG00000150093" 2
"2025" "ENSG00000150316" 1
"2026" "ENSG00000150347" 1
"2027" "ENSG00000150394" 1
"2028" "ENSG00000150401" 2
"2029" "ENSG00000150403" 1
"2030" "ENSG00000150433" 1
"2031" "ENSG00000150457" 1
"2032" "ENSG00000150551" 1
"2033" "ENSG00000150594" 1
"2034" "ENSG00000150636" 1
"2035" "ENSG00000150672" 2
"2036" "ENSG00000150722" 1
"2037" "ENSG00000150776" 1
"2038" "ENSG00000150867" 1
"2039" "ENSG00000150967" 2
"2040" "ENSG00000151025" 1
"2041" "ENSG00000151090" 1
"2042" "ENSG00000151148" 2
"2043" "ENSG00000151150" 2
"2044" "ENSG00000151239" 1
"2045" "ENSG00000151247" 1
"2046" "ENSG00000151276" 1
"2047" "ENSG00000151292" 2
"2048" "ENSG00000151320" 4
"2049" "ENSG00000151327" 1
"2050" "ENSG00000151338" 1
"2051" "ENSG00000151388" 1
"2052" "ENSG00000151414" 1
"2053" "ENSG00000151445" 2
"2054" "ENSG00000151458" 3
"2055" "ENSG00000151466" 1
"2056" "ENSG00000151474" 1
"2057" "ENSG00000151503" 1
"2058" "ENSG00000151576" 1
"2059" "ENSG00000151665" 1
"2060" "ENSG00000151689" 1
"2061" "ENSG00000151718" 1
"2062" "ENSG00000151726" 2
"2063" "ENSG00000151748" 1
"2064" "ENSG00000151789" 1
"2065" "ENSG00000151806" 1
"2066" "ENSG00000151881" 2
"2067" "ENSG00000151914" 2
"2068" "ENSG00000151967" 4
"2069" "ENSG00000152061" 1
"2070" "ENSG00000152078" 1
"2071" "ENSG00000152127" 2
"2072" "ENSG00000152147" 1
"2073" "ENSG00000152207" 3
"2074" "ENSG00000152242" 1
"2075" "ENSG00000152332" 1
"2076" "ENSG00000152348" 1
"2077" "ENSG00000152409" 1
"2078" "ENSG00000152413" 3
"2079" "ENSG00000152433" 1
"2080" "ENSG00000152464" 1
"2081" "ENSG00000152580" 1
"2082" "ENSG00000152583" 2
"2083" "ENSG00000152601" 2
"2084" "ENSG00000152620" 1
"2085" "ENSG00000152684" 2
"2086" "ENSG00000152689" 5
"2087" "ENSG00000152767" 1
"2088" "ENSG00000152818" 1
"2089" "ENSG00000152894" 2
"2090" "ENSG00000152926" 1
"2091" "ENSG00000152942" 3
"2092" "ENSG00000153015" 1
"2093" "ENSG00000153046" 2
"2094" "ENSG00000153071" 4
"2095" "ENSG00000153107" 1
"2096" "ENSG00000153113" 4
"2097" "ENSG00000153147" 1
"2098" "ENSG00000153162" 3
"2099" "ENSG00000153234" 2
"2100" "ENSG00000153250" 1
"2101" "ENSG00000153253" 1
"2102" "ENSG00000153310" 1
"2103" "ENSG00000153339" 1
"2104" "ENSG00000153443" 1
"2105" "ENSG00000153487" 1
"2106" "ENSG00000153531" 2
"2107" "ENSG00000153560" 1
"2108" "ENSG00000153707" 1
"2109" "ENSG00000153714" 1
"2110" "ENSG00000153786" 1
"2111" "ENSG00000153790" 1
"2112" "ENSG00000153815" 1
"2113" "ENSG00000153879" 1
"2114" "ENSG00000153896" 1
"2115" "ENSG00000153904" 2
"2116" "ENSG00000153922" 1
"2117" "ENSG00000153933" 1
"2118" "ENSG00000153956" 1
"2119" "ENSG00000153976" 2
"2120" "ENSG00000154001" 2
"2121" "ENSG00000154122" 1
"2122" "ENSG00000154133" 1
"2123" "ENSG00000154153" 1
"2124" "ENSG00000154188" 1
"2125" "ENSG00000154258" 1
"2126" "ENSG00000154262" 1
"2127" "ENSG00000154309" 1
"2128" "ENSG00000154319" 1
"2129" "ENSG00000154556" 3
"2130" "ENSG00000154582" 1
"2131" "ENSG00000154654" 1
"2132" "ENSG00000154723" 3
"2133" "ENSG00000154736" 1
"2134" "ENSG00000154803" 1
"2135" "ENSG00000154814" 1
"2136" "ENSG00000154822" 1
"2137" "ENSG00000154889" 2
"2138" "ENSG00000154978" 1
"2139" "ENSG00000155011" 1
"2140" "ENSG00000155096" 1
"2141" "ENSG00000155111" 1
"2142" "ENSG00000155313" 1
"2143" "ENSG00000155324" 1
"2144" "ENSG00000155329" 1
"2145" "ENSG00000155380" 1
"2146" "ENSG00000155465" 3
"2147" "ENSG00000155592" 1
"2148" "ENSG00000155729" 1
"2149" "ENSG00000155744" 1
"2150" "ENSG00000155792" 1
"2151" "ENSG00000155849" 1
"2152" "ENSG00000155868" 1
"2153" "ENSG00000155893" 1
"2154" "ENSG00000155906" 1
"2155" "ENSG00000155975" 1
"2156" "ENSG00000156011" 1
"2157" "ENSG00000156030" 1
"2158" "ENSG00000156049" 2
"2159" "ENSG00000156052" 1
"2160" "ENSG00000156096" 1
"2161" "ENSG00000156140" 1
"2162" "ENSG00000156171" 2
"2163" "ENSG00000156172" 1
"2164" "ENSG00000156232" 1
"2165" "ENSG00000156253" 1
"2166" "ENSG00000156261" 1
"2167" "ENSG00000156265" 1
"2168" "ENSG00000156273" 1
"2169" "ENSG00000156299" 2
"2170" "ENSG00000156304" 1
"2171" "ENSG00000156381" 1
"2172" "ENSG00000156414" 1
"2173" "ENSG00000156427" 1
"2174" "ENSG00000156463" 1
"2175" "ENSG00000156466" 1
"2176" "ENSG00000156471" 1
"2177" "ENSG00000156500" 1
"2178" "ENSG00000156504" 1
"2179" "ENSG00000156508" 2
"2180" "ENSG00000156535" 1
"2181" "ENSG00000156599" 3
"2182" "ENSG00000156650" 2
"2183" "ENSG00000156711" 1
"2184" "ENSG00000156802" 1
"2185" "ENSG00000156853" 1
"2186" "ENSG00000156858" 2
"2187" "ENSG00000156869" 1
"2188" "ENSG00000156875" 1
"2189" "ENSG00000156931" 1
"2190" "ENSG00000156958" 1
"2191" "ENSG00000156970" 1
"2192" "ENSG00000157020" 1
"2193" "ENSG00000157077" 1
"2194" "ENSG00000157181" 1
"2195" "ENSG00000157193" 1
"2196" "ENSG00000157216" 1
"2197" "ENSG00000157224" 2
"2198" "ENSG00000157240" 1
"2199" "ENSG00000157350" 4
"2200" "ENSG00000157426" 1
"2201" "ENSG00000157450" 1
"2202" "ENSG00000157483" 1
"2203" "ENSG00000157502" 1
"2204" "ENSG00000157538" 1
"2205" "ENSG00000157540" 1
"2206" "ENSG00000157554" 1
"2207" "ENSG00000157570" 2
"2208" "ENSG00000157600" 2
"2209" "ENSG00000157625" 1
"2210" "ENSG00000157637" 1
"2211" "ENSG00000157693" 1
"2212" "ENSG00000157741" 1
"2213" "ENSG00000157800" 1
"2214" "ENSG00000157827" 1
"2215" "ENSG00000157837" 1
"2216" "ENSG00000157869" 1
"2217" "ENSG00000157933" 1
"2218" "ENSG00000157954" 1
"2219" "ENSG00000158008" 2
"2220" "ENSG00000158023" 1
"2221" "ENSG00000158195" 1
"2222" "ENSG00000158201" 1
"2223" "ENSG00000158270" 1
"2224" "ENSG00000158292" 1
"2225" "ENSG00000158352" 1
"2226" "ENSG00000158528" 2
"2227" "ENSG00000158555" 1
"2228" "ENSG00000158615" 2
"2229" "ENSG00000158669" 4
"2230" "ENSG00000158711" 1
"2231" "ENSG00000158715" 1
"2232" "ENSG00000158793" 1
"2233" "ENSG00000158813" 1
"2234" "ENSG00000158850" 2
"2235" "ENSG00000158856" 2
"2236" "ENSG00000158859" 2
"2237" "ENSG00000158882" 1
"2238" "ENSG00000158985" 3
"2239" "ENSG00000159023" 1
"2240" "ENSG00000159110" 1
"2241" "ENSG00000159128" 1
"2242" "ENSG00000159131" 1
"2243" "ENSG00000159164" 1
"2244" "ENSG00000159199" 3
"2245" "ENSG00000159200" 1
"2246" "ENSG00000159216" 2
"2247" "ENSG00000159231" 1
"2248" "ENSG00000159314" 1
"2249" "ENSG00000159346" 1
"2250" "ENSG00000159387" 1
"2251" "ENSG00000159579" 1
"2252" "ENSG00000159592" 5
"2253" "ENSG00000159596" 1
"2254" "ENSG00000159658" 2
"2255" "ENSG00000159713" 1
"2256" "ENSG00000159714" 1
"2257" "ENSG00000159842" 3
"2258" "ENSG00000160014" 1
"2259" "ENSG00000160145" 1
"2260" "ENSG00000160194" 2
"2261" "ENSG00000160271" 2
"2262" "ENSG00000160293" 1
"2263" "ENSG00000160294" 2
"2264" "ENSG00000160321" 1
"2265" "ENSG00000160336" 1
"2266" "ENSG00000160445" 3
"2267" "ENSG00000160460" 1
"2268" "ENSG00000160685" 1
"2269" "ENSG00000160691" 1
"2270" "ENSG00000160712" 1
"2271" "ENSG00000160752" 2
"2272" "ENSG00000160753" 1
"2273" "ENSG00000160785" 1
"2274" "ENSG00000160789" 1
"2275" "ENSG00000160803" 1
"2276" "ENSG00000160888" 2
"2277" "ENSG00000160972" 1
"2278" "ENSG00000160991" 1
"2279" "ENSG00000161016" 1
"2280" "ENSG00000161021" 1
"2281" "ENSG00000161048" 1
"2282" "ENSG00000161203" 1
"2283" "ENSG00000161265" 1
"2284" "ENSG00000161267" 1
"2285" "ENSG00000161277" 1
"2286" "ENSG00000161533" 1
"2287" "ENSG00000161642" 1
"2288" "ENSG00000161813" 1
"2289" "ENSG00000161929" 1
"2290" "ENSG00000161956" 1
"2291" "ENSG00000161958" 1
"2292" "ENSG00000161970" 1
"2293" "ENSG00000162065" 1
"2294" "ENSG00000162076" 1
"2295" "ENSG00000162086" 1
"2296" "ENSG00000162104" 2
"2297" "ENSG00000162144" 2
"2298" "ENSG00000162222" 1
"2299" "ENSG00000162241" 1
"2300" "ENSG00000162337" 1
"2301" "ENSG00000162441" 1
"2302" "ENSG00000162458" 1
"2303" "ENSG00000162496" 3
"2304" "ENSG00000162542" 1
"2305" "ENSG00000162551" 1
"2306" "ENSG00000162599" 2
"2307" "ENSG00000162607" 3
"2308" "ENSG00000162616" 1
"2309" "ENSG00000162630" 3
"2310" "ENSG00000162639" 2
"2311" "ENSG00000162645" 1
"2312" "ENSG00000162694" 2
"2313" "ENSG00000162695" 1
"2314" "ENSG00000162729" 1
"2315" "ENSG00000162733" 1
"2316" "ENSG00000162734" 1
"2317" "ENSG00000162757" 1
"2318" "ENSG00000162819" 4
"2319" "ENSG00000162836" 1
"2320" "ENSG00000162849" 1
"2321" "ENSG00000162851" 2
"2322" "ENSG00000162852" 1
"2323" "ENSG00000162878" 1
"2324" "ENSG00000162882" 1
"2325" "ENSG00000162896" 1
"2326" "ENSG00000162909" 1
"2327" "ENSG00000162910" 2
"2328" "ENSG00000162927" 1
"2329" "ENSG00000162929" 2
"2330" "ENSG00000162944" 2
"2331" "ENSG00000162980" 1
"2332" "ENSG00000162981" 1
"2333" "ENSG00000162998" 2
"2334" "ENSG00000162999" 2
"2335" "ENSG00000163013" 1
"2336" "ENSG00000163026" 1
"2337" "ENSG00000163029" 2
"2338" "ENSG00000163053" 1
"2339" "ENSG00000163071" 1
"2340" "ENSG00000163072" 1
"2341" "ENSG00000163083" 2
"2342" "ENSG00000163092" 1
"2343" "ENSG00000163110" 2
"2344" "ENSG00000163145" 1
"2345" "ENSG00000163155" 2
"2346" "ENSG00000163159" 1
"2347" "ENSG00000163171" 3
"2348" "ENSG00000163214" 1
"2349" "ENSG00000163219" 1
"2350" "ENSG00000163257" 6
"2351" "ENSG00000163312" 1
"2352" "ENSG00000163320" 1
"2353" "ENSG00000163328" 1
"2354" "ENSG00000163347" 1
"2355" "ENSG00000163349" 2
"2356" "ENSG00000163374" 1
"2357" "ENSG00000163378" 2
"2358" "ENSG00000163430" 1
"2359" "ENSG00000163492" 1
"2360" "ENSG00000163510" 2
"2361" "ENSG00000163512" 1
"2362" "ENSG00000163527" 2
"2363" "ENSG00000163535" 1
"2364" "ENSG00000163539" 1
"2365" "ENSG00000163563" 1
"2366" "ENSG00000163605" 1
"2367" "ENSG00000163624" 1
"2368" "ENSG00000163625" 1
"2369" "ENSG00000163629" 1
"2370" "ENSG00000163633" 1
"2371" "ENSG00000163637" 2
"2372" "ENSG00000163638" 1
"2373" "ENSG00000163659" 2
"2374" "ENSG00000163681" 3
"2375" "ENSG00000163684" 1
"2376" "ENSG00000163686" 1
"2377" "ENSG00000163694" 2
"2378" "ENSG00000163697" 4
"2379" "ENSG00000163703" 1
"2380" "ENSG00000163719" 1
"2381" "ENSG00000163788" 1
"2382" "ENSG00000163798" 1
"2383" "ENSG00000163820" 2
"2384" "ENSG00000163827" 1
"2385" "ENSG00000163848" 2
"2386" "ENSG00000163864" 1
"2387" "ENSG00000163866" 1
"2388" "ENSG00000163867" 1
"2389" "ENSG00000163939" 4
"2390" "ENSG00000163961" 2
"2391" "ENSG00000163993" 1
"2392" "ENSG00000164002" 1
"2393" "ENSG00000164010" 2
"2394" "ENSG00000164011" 1
"2395" "ENSG00000164022" 1
"2396" "ENSG00000164023" 1
"2397" "ENSG00000164038" 1
"2398" "ENSG00000164050" 2
"2399" "ENSG00000164054" 2
"2400" "ENSG00000164056" 2
"2401" "ENSG00000164066" 1
"2402" "ENSG00000164080" 1
"2403" "ENSG00000164091" 1
"2404" "ENSG00000164111" 1
"2405" "ENSG00000164112" 1
"2406" "ENSG00000164116" 4
"2407" "ENSG00000164117" 2
"2408" "ENSG00000164118" 1
"2409" "ENSG00000164124" 3
"2410" "ENSG00000164125" 2
"2411" "ENSG00000164128" 2
"2412" "ENSG00000164134" 1
"2413" "ENSG00000164136" 2
"2414" "ENSG00000164144" 1
"2415" "ENSG00000164168" 2
"2416" "ENSG00000164172" 1
"2417" "ENSG00000164187" 2
"2418" "ENSG00000164197" 1
"2419" "ENSG00000164220" 1
"2420" "ENSG00000164251" 1
"2421" "ENSG00000164252" 1
"2422" "ENSG00000164296" 1
"2423" "ENSG00000164305" 1
"2424" "ENSG00000164306" 1
"2425" "ENSG00000164308" 1
"2426" "ENSG00000164318" 1
"2427" "ENSG00000164329" 1
"2428" "ENSG00000164330" 1
"2429" "ENSG00000164331" 1
"2430" "ENSG00000164418" 1
"2431" "ENSG00000164463" 1
"2432" "ENSG00000164484" 1
"2433" "ENSG00000164532" 1
"2434" "ENSG00000164543" 1
"2435" "ENSG00000164548" 1
"2436" "ENSG00000164609" 1
"2437" "ENSG00000164615" 1
"2438" "ENSG00000164620" 1
"2439" "ENSG00000164631" 1
"2440" "ENSG00000164649" 1
"2441" "ENSG00000164654" 2
"2442" "ENSG00000164683" 1
"2443" "ENSG00000164692" 1
"2444" "ENSG00000164715" 2
"2445" "ENSG00000164733" 1
"2446" "ENSG00000164741" 4
"2447" "ENSG00000164743" 2
"2448" "ENSG00000164751" 2
"2449" "ENSG00000164761" 1
"2450" "ENSG00000164808" 1
"2451" "ENSG00000164828" 2
"2452" "ENSG00000164830" 3
"2453" "ENSG00000164849" 2
"2454" "ENSG00000164877" 1
"2455" "ENSG00000164897" 2
"2456" "ENSG00000164898" 1
"2457" "ENSG00000164920" 2
"2458" "ENSG00000164924" 1
"2459" "ENSG00000164934" 1
"2460" "ENSG00000164938" 1
"2461" "ENSG00000164946" 2
"2462" "ENSG00000164961" 2
"2463" "ENSG00000164976" 1
"2464" "ENSG00000164978" 1
"2465" "ENSG00000164983" 1
"2466" "ENSG00000165030" 1
"2467" "ENSG00000165071" 1
"2468" "ENSG00000165072" 2
"2469" "ENSG00000165124" 1
"2470" "ENSG00000165152" 3
"2471" "ENSG00000165156" 1
"2472" "ENSG00000165175" 2
"2473" "ENSG00000165194" 1
"2474" "ENSG00000165197" 2
"2475" "ENSG00000165240" 1
"2476" "ENSG00000165246" 2
"2477" "ENSG00000165269" 1
"2478" "ENSG00000165271" 1
"2479" "ENSG00000165323" 1
"2480" "ENSG00000165406" 2
"2481" "ENSG00000165457" 1
"2482" "ENSG00000165495" 2
"2483" "ENSG00000165512" 2
"2484" "ENSG00000165525" 1
"2485" "ENSG00000165609" 1
"2486" "ENSG00000165632" 2
"2487" "ENSG00000165669" 3
"2488" "ENSG00000165675" 2
"2489" "ENSG00000165699" 2
"2490" "ENSG00000165716" 1
"2491" "ENSG00000165810" 1
"2492" "ENSG00000165813" 1
"2493" "ENSG00000165861" 1
"2494" "ENSG00000165895" 1
"2495" "ENSG00000165915" 1
"2496" "ENSG00000165934" 2
"2497" "ENSG00000165948" 1
"2498" "ENSG00000165995" 1
"2499" "ENSG00000166002" 1
"2500" "ENSG00000166016" 2
"2501" "ENSG00000166024" 2
"2502" "ENSG00000166037" 2
"2503" "ENSG00000166046" 1
"2504" "ENSG00000166068" 1
"2505" "ENSG00000166073" 2
"2506" "ENSG00000166123" 1
"2507" "ENSG00000166147" 1
"2508" "ENSG00000166169" 1
"2509" "ENSG00000166188" 1
"2510" "ENSG00000166199" 1
"2511" "ENSG00000166225" 1
"2512" "ENSG00000166250" 1
"2513" "ENSG00000166261" 1
"2514" "ENSG00000166272" 1
"2515" "ENSG00000166278" 1
"2516" "ENSG00000166292" 1
"2517" "ENSG00000166321" 1
"2518" "ENSG00000166337" 1
"2519" "ENSG00000166348" 3
"2520" "ENSG00000166352" 1
"2521" "ENSG00000166387" 1
"2522" "ENSG00000166396" 1
"2523" "ENSG00000166441" 1
"2524" "ENSG00000166451" 1
"2525" "ENSG00000166452" 1
