"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start"
"11095" "ENST00000407977.7" "17" 58415911 58415931 "-" 11095 "uORF" 58415929 58415931 0.643092555555556
"11096" "ENST00000407977.7" "17" 58415786 58415824 "-" 11096 "uORF" 58415822 58415824 2.04621788888889
"11097" "ENST00000407977.7" "17" 58415728 58415814 "-" 11097 "uORF" 58415812 58415814 1.63634988888889
"11098" "ENST00000407977.7" "17" 58415728 58415796 "-" 11098 "uORF" 58415794 58415796 1.92200644444445
"11099" "ENST00000407977.7" "17" 58415728 58415757 "-" 11099 "uORF" 58415755 58415757 1.808808
"11100" "ENST00000407977.7" "17" 58415627 58415677 "-" 11100 "uORF" 58415675 58415677 1.20233777777778
"11101" "ENST00000407977.7" "17" 58415601 58415612 "-" 11101 "uORF" 58415610 58415612 2.09773577777778
"11102" "ENST00000407977.7" "17" 58415579 58415608 "-" 11102 "uORF" 58415606 58415608 1.89435188888889
"11103" "ENST00000407991.3" "8" 27479016 27479117 "-" 11103 "uORF" 27479115 27479117 0.0761412222222223
"11104" "ENST00000407991.3" "8" 27479016 27479030 "-" 11104 "uORF" 27479028 27479030 0.311038222222222
"11105" "ENST00000407991.3" "8" 27478951 27478959 "-" 11105 "uORF" 27478957 27478959 1.00705777777778
"11106" "ENST00000407991.3" "8" 27478946 27478954 "-" 11106 "uORF" 27478952 27478954 0.967244111111111
"11107" "ENST00000407991.3" "8" 27478830 27478850 "-" 11107 "uORF" 27478848 27478850 0.579117000000001
"11108" "ENST00000407991.3" "8" 27471082 27471120 "-" 11108 "uORF" 27471118 27471120 0.091869888888889
"11109" "ENST00000407991.3" "8" 27471087 27471113 "-" 11109 "uORF" 27471111 27471113 0.195986111111111
"11115" "ENST00000408931.4" "7" 35253938 35253970 "-" 11115 "uORF" 35253968 35253970 0.95444011111111
"11116" "ENST00000408931.4" "7" 35253792 35253938 "-" 11116 "uORF" 35253936 35253938 1.18276944444445
"11120" "ENST00000408953.4" "5" 160400023 160400043 "-" 11120 "uORF" 160400041 160400043 1.93721866666666
"11121" "ENST00000408953.4" "5" 160399907 160400005 "-" 11121 "uORF" 160400003 160400005 0.263583222222222
"11122" "ENST00000408953.4" "5" 160399660 160399677 "-" 11122 "uORF" 160399675 160399677 0.688764333333335
"11126" "ENST00000408957.7" "2" 232550241 232550285 "-" 11126 "uORF" 232550283 232550285 0.727164222222222
"11127" "ENST00000408957.7" "2" 232550211 232550234 "-" 11127 "uORF" 232550232 232550234 0.803391222222222
"11128" "ENST00000408957.7" "2" 232550121 232550174 "-" 11128 "uORF" 232550172 232550174 0.651707777777778
"11129" "ENST00000408957.7" "2" 232550073 232550111 "-" 11129 "uORF" 232550109 232550111 0.747504111111111
"11130" "ENST00000408957.7" "2" 232550073 232550093 "-" 11130 "uORF" 232550091 232550093 0.827239111111111
"11131" "ENST00000408957.7" "2" 232550066 232550083 "-" 11131 "uORF" 232550081 232550083 0.812386222222222
"11132" "ENST00000408957.7" "2" 232549986 232550066 "-" 11132 "uORF" 232550064 232550066 0.840210555555555
"11133" "ENST00000408957.7" "2" 232549986 232550003 "-" 11133 "uORF" 232550001 232550003 1.17814433333333
"11138" "ENST00000408991.4" "19" 49119065 49119142 "-" 11138 "uORF" 49119140 49119142 2.36301977777778
"11139" "ENST00000408991.4" "19" 49119065 49119139 "-" 11139 "uORF" 49119137 49119139 2.38777688888889
"11150" "ENST00000409021.9" "4" 6200377 6200412 "-" 11150 "uORF" 6200410 6200412 1.52284211111111
"11151" "ENST00000409021.9" "4" 6112897 6200319 "-" 11151 "uORF" 6200317 6200319 2.15968088888889
"11152" "ENST00000409021.9" "4" 6112897 6112986 "-" 11152 "uORF" 6112984 6112986 1.94450166666667
"11153" "ENST00000409085.9" "2" 69643603 69643620 "-" 11153 "uORF" 69643618 69643620 2.34392633333333
"11158" "ENST00000409155.8" "9" 113393586 113393618 "-" 11158 "uORF" 113393616 113393618 -0.122170666666667
"11166" "ENST00000409204.5" "13" 61415472 61415765 "-" 11166 "uORF" 61415763 61415765 0.266647333333333
"11167" "ENST00000409204.5" "13" 61415472 61415537 "-" 11167 "uORF" 61415535 61415537 0.705054777777778
"11168" "ENST00000409204.5" "13" 61415286 61415360 "-" 11168 "uORF" 61415358 61415360 0.370464333333333
"11169" "ENST00000409204.5" "13" 61415246 61415329 "-" 11169 "uORF" 61415327 61415329 0.602202555555556
"11170" "ENST00000409204.5" "13" 61415272 61415325 "-" 11170 "uORF" 61415323 61415325 0.549557
"11171" "ENST00000409204.5" "13" 61415176 61415226 "-" 11171 "uORF" 61415224 61415226 2.23760644444445
"11172" "ENST00000409261.6" "2" 133568311 133568379 "-" 11172 "uORF" 133568377 133568379 0.769529666666667
"11173" "ENST00000409261.6" "2" 133568322 133568336 "-" 11173 "uORF" 133568334 133568336 1.00338055555556
"11174" "ENST00000409261.6" "2" 133568234 133568242 "-" 11174 "uORF" 133568240 133568242 1.75286677777778
"11175" "ENST00000409261.6" "2" 133559091 133559099 "-" 11175 "uORF" 133559097 133559099 0.422470888888889
"11178" "ENST00000409308.6" "13" 49434205 49444047 "-" 11178 "uORF" 49444045 49444047 1.59773766666667
"11179" "ENST00000409308.6" "13" 49433382 49434151 "-" 11179 "uORF" 49434149 49434151 0.711996111111111
"11180" "ENST00000409308.6" "13" 49433359 49434116 "-" 11180 "uORF" 49434114 49434116 0.802262111111109
"11181" "ENST00000409308.6" "13" 49434097 49434105 "-" 11181 "uORF" 49434103 49434105 0.298616111111111
"11182" "ENST00000409308.6" "13" 49433319 49433336 "-" 11182 "uORF" 49433334 49433336 1.624258
"11183" "ENST00000409365.6" "2" 182426883 182427017 "-" 11183 "uORF" 182427015 182427017 1.81739655555556
"11184" "ENST00000409365.6" "2" 182426981 182426998 "-" 11184 "uORF" 182426996 182426998 1.73344233333334
"11185" "ENST00000409365.6" "2" 182426951 182426965 "-" 11185 "uORF" 182426963 182426965 1.75710311111111
"11186" "ENST00000409365.6" "2" 182426708 182426824 "-" 11186 "uORF" 182426822 182426824 2.02484977777778
"11187" "ENST00000409365.6" "2" 182426631 182426813 "-" 11187 "uORF" 182426811 182426813 2.071545
"11188" "ENST00000409402.9" "18" 12657917 12657958 "-" 11188 "uORF" 12657956 12657958 1.03634711111111
"11189" "ENST00000409402.9" "18" 12657917 12657931 "-" 11189 "uORF" 12657929 12657931 1.41004111111111
"11191" "ENST00000409474.8" "2" 201694047 201698608 "-" 11191 "uORF" 201698606 201698608 0.051024888888889
"11192" "ENST00000409474.8" "2" 201694001 201698604 "-" 11192 "uORF" 201698602 201698604 0.141612777777778
"11195" "ENST00000409685.4" "2" 224401978 224402034 "-" 11195 "uORF" 224402032 224402034 0.577983222222222
"11196" "ENST00000409685.4" "2" 224402013 224402021 "-" 11196 "uORF" 224402019 224402021 0.676108222222222
"11197" "ENST00000409690.5" "3" 196708681 196711953 "-" 11197 "uORF" 196711951 196711953 1.30243544444445
"11198" "ENST00000409745.2" "17" 81947087 81947227 "-" 11198 "uORF" 81947225 81947227 0.202409444444444
"11199" "ENST00000409745.2" "17" 81947087 81947185 "-" 11199 "uORF" 81947183 81947185 0.624140444444444
"11200" "ENST00000409745.2" "17" 81947065 81947127 "-" 11200 "uORF" 81947125 81947127 0.377403777777778
"11201" "ENST00000409745.2" "17" 81947087 81947122 "-" 11201 "uORF" 81947120 81947122 0.359658444444444
"11202" "ENST00000409745.2" "17" 81942336 81942353 "-" 11202 "uORF" 81942351 81942353 0.379045222222222
"11203" "ENST00000409745.2" "17" 81941810 81942330 "-" 11203 "uORF" 81942328 81942330 0.361285222222222
"11206" "ENST00000409806.8" "6" 149484923 149484973 "-" 11206 "uORF" 149484971 149484973 0.694330888888889
"11207" "ENST00000409806.8" "6" 149474593 149474610 "-" 11207 "uORF" 149474608 149474610 1.19686255555556
"11220" "ENST00000409884.6" "2" 77522219 77522248 "-" 11220 "uORF" 77522246 77522248 1.86840611111111
"11221" "ENST00000409884.6" "2" 77522119 77522160 "-" 11221 "uORF" 77522158 77522160 1.90286144444445
"11222" "ENST00000409884.6" "2" 77521770 77522140 "-" 11222 "uORF" 77522138 77522140 1.97250222222222
"11223" "ENST00000409884.6" "2" 77521751 77522115 "-" 11223 "uORF" 77522113 77522115 2.17224555555556
"11224" "ENST00000409884.6" "2" 77521751 77521813 "-" 11224 "uORF" 77521811 77521813 1.59755388888889
"11225" "ENST00000409884.6" "2" 77521751 77521795 "-" 11225 "uORF" 77521793 77521795 1.89991877777778
"11226" "ENST00000409884.6" "2" 77521774 77521782 "-" 11226 "uORF" 77521780 77521782 1.79998511111111
"11227" "ENST00000409884.6" "2" 77521678 77521773 "-" 11227 "uORF" 77521771 77521773 1.93709722222222
"11228" "ENST00000409884.6" "2" 77521716 77521754 "-" 11228 "uORF" 77521752 77521754 2.04173411111111
"11229" "ENST00000409900.9" "2" 175005329 175005361 "-" 11229 "uORF" 175005359 175005361 2.16090755555555
"11230" "ENST00000409900.9" "2" 175005139 175005339 "-" 11230 "uORF" 175005337 175005339 1.99781377777778
"11231" "ENST00000409900.9" "2" 175005105 175005173 "-" 11231 "uORF" 175005171 175005173 1.29704022222222
"11232" "ENST00000409900.9" "2" 175004971 175004979 "-" 11232 "uORF" 175004977 175004979 1.13836944444444
"11233" "ENST00000409914.7" "2" 130129155 130129175 "-" 11233 "uORF" 130129173 130129175 0.578923777777778
"11234" "ENST00000409914.7" "2" 130127747 130129085 "-" 11234 "uORF" 130129083 130129085 0.420926777777778
"11235" "ENST00000409914.7" "2" 130127747 130127779 "-" 11235 "uORF" 130127777 130127779 0.177710888888889
"11236" "ENST00000409914.7" "2" 130120608 130127743 "-" 11236 "uORF" 130127741 130127743 0.253299222222222
"11250" "ENST00000410053.8" "2" 180007206 180007226 "-" 11250 "uORF" 180007224 180007226 0.216999555555556
"11251" "ENST00000410053.8" "2" 180007201 180007221 "-" 11251 "uORF" 180007219 180007221 0.334403111111111
"11252" "ENST00000410053.8" "2" 180007066 180007092 "-" 11252 "uORF" 180007090 180007092 2.46521633333333
"11253" "ENST00000410053.8" "2" 179993368 179993451 "-" 11253 "uORF" 179993449 179993451 0.179513555555556
"11255" "ENST00000410066.7" "2" 179770622 179770672 "-" 11255 "uORF" 179770670 179770672 2.14272244444444
"11256" "ENST00000410066.7" "2" 179770622 179770636 "-" 11256 "uORF" 179770634 179770636 1.12258566666667
"11257" "ENST00000410066.7" "2" 179770622 179770630 "-" 11257 "uORF" 179770628 179770630 1.45077144444444
"11258" "ENST00000410066.7" "2" 179770546 179770575 "-" 11258 "uORF" 179770573 179770575 1.471445
"11259" "ENST00000410096.6" "2" 157325775 157325783 "-" 11259 "uORF" 157325781 157325783 -0.132266
"11260" "ENST00000411432.6" "2" 207625340 207625390 "-" 11260 "uORF" 207625388 207625390 1.08917622222222
"11261" "ENST00000411432.6" "2" 207625168 207625185 "-" 11261 "uORF" 207625183 207625185 0.341897777777778
"11262" "ENST00000411696.7" "2" 218659470 218659598 "-" 11262 "uORF" 218659596 218659598 1.80868366666667
"11263" "ENST00000411696.7" "2" 218659086 218659398 "-" 11263 "uORF" 218659396 218659398 1.84944333333333
"11264" "ENST00000411696.7" "2" 218658798 218659089 "-" 11264 "uORF" 218659087 218659089 1.21219477777778
"11265" "ENST00000411696.7" "2" 218659032 218659067 "-" 11265 "uORF" 218659065 218659067 0.471066222222222
"11266" "ENST00000411696.7" "2" 218658729 218658746 "-" 11266 "uORF" 218658744 218658746 0.702354666666666
"11267" "ENST00000411696.7" "2" 218658707 218658742 "-" 11267 "uORF" 218658740 218658742 0.472717333333333
"11270" "ENST00000412055.6" "3" 9950137 9952384 "-" 11270 "uORF" 9952382 9952384 2.41560266666667
"11276" "ENST00000412997.6" "3" 20186190 20186204 "-" 11276 "uORF" 20186202 20186204 1.33314911111111
"11281" "ENST00000413761.7" "11" 10858003 10858017 "-" 11281 "uORF" 10858015 10858017 1.47249288888889
"11282" "ENST00000413761.7" "11" 10858003 10858011 "-" 11282 "uORF" 10858009 10858011 1.84251877777778
"11283" "ENST00000413761.7" "11" 10854993 10855049 "-" 11283 "uORF" 10855047 10855049 1.692725
"11284" "ENST00000413761.7" "11" 10855019 10855030 "-" 11284 "uORF" 10855028 10855030 1.51739544444444
"11285" "ENST00000413761.7" "11" 10854993 10855022 "-" 11285 "uORF" 10855020 10855022 1.71075566666667
"11286" "ENST00000413761.7" "11" 10854993 10855019 "-" 11286 "uORF" 10855017 10855019 1.787744
"11287" "ENST00000413761.7" "11" 10854971 10855000 "-" 11287 "uORF" 10854998 10855000 1.65212966666667
"11289" "ENST00000414264.6" "10" 59738530 59753422 "-" 11289 "uORF" 59753420 59753422 1.96249944444444
"11292" "ENST00000414820.6" "2" 97094798 97094806 "-" 11292 "uORF" 97094804 97094806 0.644893111111111
"11307" "ENST00000415914.4" "7" 108569626 108569682 "-" 11307 "uORF" 108569680 108569682 0.647408111111111
"11315" "ENST00000415922.7" "6" 26643712 26658582 "-" 11315 "uORF" 26658580 26658582 0.506472999999999
"11316" "ENST00000415922.7" "6" 26643659 26643727 "-" 11316 "uORF" 26643725 26643727 0.675204999999999
"11317" "ENST00000415922.7" "6" 26638710 26643687 "-" 11317 "uORF" 26643685 26643687 0.187229
"11318" "ENST00000415922.7" "6" 26638667 26643683 "-" 11318 "uORF" 26643681 26643683 0.259668777777778
"11319" "ENST00000415922.7" "6" 26638667 26638696 "-" 11319 "uORF" 26638694 26638696 0.338820888888889
"11320" "ENST00000415922.7" "6" 26638667 26638693 "-" 11320 "uORF" 26638691 26638693 0.866972777777778
"11321" "ENST00000415922.7" "6" 26638617 26638670 "-" 11321 "uORF" 26638668 26638670 0.968006333333333
"11322" "ENST00000415922.7" "6" 26638570 26638620 "-" 11322 "uORF" 26638618 26638620 0.594933666666667
"11323" "ENST00000415922.7" "6" 26638570 26638602 "-" 11323 "uORF" 26638600 26638602 0.896392666666667
"11327" "ENST00000416284.8" "12" 62192534 62192548 "-" 11327 "uORF" 62192546 62192548 0.550453444444444
"11328" "ENST00000416284.8" "12" 62192311 62192340 "-" 11328 "uORF" 62192338 62192340 0.620012888888889
"11329" "ENST00000416284.8" "12" 62192155 62192250 "-" 11329 "uORF" 62192248 62192250 1.880307
"11330" "ENST00000416284.8" "12" 62191820 62191843 "-" 11330 "uORF" 62191841 62191843 1.43930777777778
"11331" "ENST00000416284.8" "12" 62191745 62191753 "-" 11331 "uORF" 62191751 62191753 1.26273944444444
"11332" "ENST00000416284.8" "12" 62191504 62191518 "-" 11332 "uORF" 62191516 62191518 1.90457722222222
"11333" "ENST00000416284.8" "12" 62191290 62191385 "-" 11333 "uORF" 62191383 62191385 2.46589877777778
"11334" "ENST00000416284.8" "12" 62191330 62191344 "-" 11334 "uORF" 62191342 62191344 2.43763522222222
"11335" "ENST00000416562.7" "17" 7080208 7080225 "-" 11335 "uORF" 7080223 7080225 0.168911111111111
"11336" "ENST00000416562.7" "17" 7080116 7080220 "-" 11336 "uORF" 7080218 7080220 0.320165111111111
"11337" "ENST00000416562.7" "17" 7080116 7080211 "-" 11337 "uORF" 7080209 7080211 0.183181333333334
"11338" "ENST00000416569.3" "8" 11201608 11201685 "-" 11338 "uORF" 11201683 11201685 2.22373033333333
"11339" "ENST00000416617.3" "12" 113208223 113208258 "-" 11339 "uORF" 113208256 113208258 -0.0150112222222224
"11371" "ENST00000416858.7" "17" 75286798 75288529 "-" 11371 "uORF" 75288527 75288529 0.462131777777778
"11374" "ENST00000417098.6" "2" 199457342 199457383 "-" 11374 "uORF" 199457381 199457383 2.34827644444444
"11375" "ENST00000417201.4" "9" 122264738 122264746 "-" 11375 "uORF" 122264744 122264746 2.40442433333333
"11376" "ENST00000417257.6" "15" 44195116 44195157 "-" 11376 "uORF" 44195155 44195157 2.08196833333333
"11382" "ENST00000417550.7" "8" 144901415 144901435 "-" 11382 "uORF" 144901433 144901435 0.761774444444446
"11384" "ENST00000417626.8" "3" 50292304 50292408 "-" 11384 "uORF" 50292406 50292408 3.89066344444445
"11385" "ENST00000418030.7" "14" 24334903 24334917 "-" 11385 "uORF" 24334915 24334917 0.820498222222222
"11386" "ENST00000418388.6" "9" 136116981 136118602 "-" 11386 "uORF" 136118600 136118602 1.82379433333333
"11406" "ENST00000419098.6" "4" 305339 305353 "-" 11406 "uORF" 305351 305353 0.599535555555556
"11407" "ENST00000419474.5" "14" 23551534 23551728 "-" 11407 "uORF" 23551726 23551728 2.07202555555556
"11408" "ENST00000419474.5" "14" 23551571 23551621 "-" 11408 "uORF" 23551619 23551621 2.27733366666667
"11409" "ENST00000419761.6" "10" 27745763 27745789 "-" 11409 "uORF" 27745787 27745789 2.53514144444445
"11414" "ENST00000420428.7" "18" 37565713 37565730 "-" 11414 "uORF" 37565728 37565730 2.26066511111111
"11415" "ENST00000420433.6" "4" 56657824 56657895 "-" 11415 "uORF" 56657893 56657895 0.610461444444444
"11419" "ENST00000420702.6" "6" 136250288 136250299 "-" 11419 "uORF" 136250297 136250299 0.578641444444444
"11420" "ENST00000420702.6" "6" 136250003 136250014 "-" 11420 "uORF" 136250012 136250014 0.544878888888889
"11421" "ENST00000420702.6" "6" 136249125 136249136 "-" 11421 "uORF" 136249134 136249136 1.84111033333333
"11422" "ENST00000420765.6" "15" 43584523 43584836 "-" 11422 "uORF" 43584834 43584836 1.58900877777778
"11423" "ENST00000420765.6" "15" 43584523 43584809 "-" 11423 "uORF" 43584807 43584809 1.55138355555556
"11424" "ENST00000420869.3" "11" 89922143 89922163 "-" 11424 "uORF" 89922161 89922163 0.433726
"11425" "ENST00000420869.3" "11" 89922088 89922105 "-" 11425 "uORF" 89922103 89922105 0.431871777777778
"11426" "ENST00000420869.3" "11" 89922007 89922021 "-" 11426 "uORF" 89922019 89922021 0.375359
"11427" "ENST00000420869.3" "11" 89921961 89921984 "-" 11427 "uORF" 89921982 89921984 0.0311907777777779
"11428" "ENST00000420869.3" "11" 89921890 89921937 "-" 11428 "uORF" 89921935 89921937 -0.069954111111111
"11429" "ENST00000420869.3" "11" 89920367 89920378 "-" 11429 "uORF" 89920376 89920378 0.167314666666667
"11440" "ENST00000421241.7" "1" 1092051 1092068 "-" 11440 "uORF" 1092066 1092068 0.479631222222222
"11441" "ENST00000421367.7" "10" 100185965 100185976 "-" 11441 "uORF" 100185974 100185976 2.30577566666667
"11442" "ENST00000421367.7" "10" 100185661 100185771 "-" 11442 "uORF" 100185769 100185771 0.725156444444445
"11451" "ENST00000421812.3" "1" 119647805 119648029 "-" 11451 "uORF" 119648027 119648029 0.882764
"11452" "ENST00000421812.3" "1" 119647936 119647992 "-" 11452 "uORF" 119647990 119647992 0.841365666666667
"11453" "ENST00000421812.3" "1" 119647805 119647891 "-" 11453 "uORF" 119647889 119647891 0.0746769999999999
"11454" "ENST00000421828.7" "9" 34665893 34665925 "-" 11454 "uORF" 34665923 34665925 1.32795077777778
"11455" "ENST00000421828.7" "9" 34665851 34665892 "-" 11455 "uORF" 34665890 34665892 0.501483888888889
"11456" "ENST00000421828.7" "9" 34665851 34665874 "-" 11456 "uORF" 34665872 34665874 0.728902111111112
"11457" "ENST00000421828.7" "9" 34665713 34665739 "-" 11457 "uORF" 34665737 34665739 1.19442966666667
"11459" "ENST00000422113.7" "12" 129903736 129903873 "-" 11459 "uORF" 129903871 129903873 0.952930111111111
"11460" "ENST00000422113.7" "12" 129903452 129903502 "-" 11460 "uORF" 129903500 129903502 1.65455188888889
"11463" "ENST00000422359.3" "10" 22217939 22217956 "-" 11463 "uORF" 22217954 22217956 0.239805111111111
"11464" "ENST00000422359.3" "10" 22212964 22217925 "-" 11464 "uORF" 22217923 22217925 0.258808333333333
"11465" "ENST00000422359.3" "10" 22210008 22212923 "-" 11465 "uORF" 22212921 22212923 -0.0105182222222223
"11466" "ENST00000422652.6" "11" 57751769 57751780 "-" 11466 "uORF" 57751778 57751780 -0.116325111111111
"11467" "ENST00000422652.6" "11" 57751709 57751732 "-" 11467 "uORF" 57751730 57751732 0.071604111111111
"11468" "ENST00000422652.6" "11" 57751647 57751673 "-" 11468 "uORF" 57751671 57751673 0.342878
"11469" "ENST00000422652.6" "11" 57751647 57751667 "-" 11469 "uORF" 57751665 57751667 1.05920255555556
"11473" "ENST00000422704.7" "9" 89455913 89455921 "-" 11473 "uORF" 89455919 89455921 -0.0165154444444444
"11474" "ENST00000422704.7" "9" 89405688 89455911 "-" 11474 "uORF" 89455909 89455911 0.584874333333333
"11475" "ENST00000422704.7" "9" 89405540 89455895 "-" 11475 "uORF" 89455893 89455895 0.170343333333333
"11476" "ENST00000422704.7" "9" 89405540 89405611 "-" 11476 "uORF" 89405609 89405611 1.34495277777778
"11497" "ENST00000423059.9" "7" 11832094 11832186 "-" 11497 "uORF" 11832184 11832186 2.12767166666667
"11499" "ENST00000423313.6" "1" 175177633 175177665 "-" 11499 "uORF" 175177663 175177665 1.196234
"11500" "ENST00000423313.6" "1" 175166634 175166714 "-" 11500 "uORF" 175166712 175166714 0.385900555555556
"11501" "ENST00000423313.6" "1" 175161052 175161132 "-" 11501 "uORF" 175161130 175161132 0.913544666666668
"11503" "ENST00000423537.7" "9" 35828513 35828674 "-" 11503 "uORF" 35828672 35828674 0.521003444444444
"11504" "ENST00000423556.7" "14" 73760286 73760297 "-" 11504 "uORF" 73760295 73760297 2.36439933333333
"11505" "ENST00000423556.7" "14" 73740093 73760118 "-" 11505 "uORF" 73760116 73760118 2.37078166666667
"11506" "ENST00000423556.7" "14" 73740215 73740232 "-" 11506 "uORF" 73740230 73740232 1.68657955555556
"11507" "ENST00000423556.7" "14" 73740045 73740059 "-" 11507 "uORF" 73740057 73740059 1.41552355555556
"11508" "ENST00000423572.7" "3" 38649621 38649650 "-" 11508 "uORF" 38649648 38649650 1.73510611111111
"11509" "ENST00000423661.1" "X" 135119845 135119880 "-" 11509 "uORF" 135119878 135119880 0.161184666666667
"11510" "ENST00000423661.1" "X" 135119772 135119843 "-" 11510 "uORF" 135119841 135119843 0.291437777777778
"11511" "ENST00000423661.1" "X" 135119824 135119835 "-" 11511 "uORF" 135119833 135119835 0.174434666666667
"11512" "ENST00000423661.1" "X" 135119772 135119807 "-" 11512 "uORF" 135119805 135119807 0.0698263333333334
"11513" "ENST00000423661.1" "X" 135119284 135119763 "-" 11513 "uORF" 135119761 135119763 0.271573777777778
"11517" "ENST00000423893.7" "17" 63881923 63881940 "-" 11517 "uORF" 63881938 63881940 0.521316
"11521" "ENST00000424100.2" "7" 113086779 113086796 "-" 11521 "uORF" 113086794 113086796 1.54790144444445
"11522" "ENST00000424100.2" "7" 113086668 113086751 "-" 11522 "uORF" 113086749 113086751 1.09921011111111
"11523" "ENST00000424100.2" "7" 113086448 113086702 "-" 11523 "uORF" 113086700 113086702 1.05402822222222
"11524" "ENST00000424100.2" "7" 113086348 113086467 "-" 11524 "uORF" 113086465 113086467 2.213484
"11525" "ENST00000424100.2" "7" 113084767 113084883 "-" 11525 "uORF" 113084881 113084883 1.985525
"11526" "ENST00000424100.2" "7" 113084805 113084852 "-" 11526 "uORF" 113084850 113084852 1.97068722222222
"11527" "ENST00000424100.2" "7" 113084753 113084803 "-" 11527 "uORF" 113084801 113084803 1.899472
"11528" "ENST00000424100.2" "7" 113084767 113084799 "-" 11528 "uORF" 113084797 113084799 1.775323
"11529" "ENST00000424100.2" "7" 113084749 113084763 "-" 11529 "uORF" 113084761 113084763 1.89226822222222
"11544" "ENST00000424310.7" "5" 159209485 159209514 "-" 11544 "uORF" 159209512 159209514 0.943661555555557
"11545" "ENST00000424310.7" "5" 159209354 159209449 "-" 11545 "uORF" 159209447 159209449 2.279292
"11613" "ENST00000424486.3" "17" 55721105 55722638 "-" 11613 "uORF" 55722636 55722638 1.91881333333333
"11629" "ENST00000424848.3" "7" 92833671 92833685 "-" 11629 "uORF" 92833683 92833685 1.26814566666667
"11631" "ENST00000424878.4" "22" 36149137 36160752 "-" 11631 "uORF" 36160750 36160752 0.58708511111111
"11632" "ENST00000424878.4" "22" 36149137 36160746 "-" 11632 "uORF" 36160744 36160746 0.256384555555557
"11633" "ENST00000424952.7" "3" 44959440 44959460 "-" 11633 "uORF" 44959458 44959460 1.73888333333334
"11634" "ENST00000424985.3" "19" 55363160 55363231 "-" 11634 "uORF" 55363229 55363231 1.02223611111111
"11636" "ENST00000425354.7" "12" 53232097 53232168 "-" 11636 "uORF" 53232166 53232168 2.231967
"11637" "ENST00000425354.7" "12" 53227598 53227618 "-" 11637 "uORF" 53227616 53227618 1.90820488888889
"11638" "ENST00000425528.6" "19" 12723784 12723807 "-" 11638 "uORF" 12723805 12723807 1.19265777777778
"11639" "ENST00000425528.6" "19" 12723299 12723803 "-" 11639 "uORF" 12723801 12723803 1.43710433333333
"11643" "ENST00000425639.3" "18" 47251394 47251417 "-" 11643 "uORF" 47251415 47251417 2.173217
"11655" "ENST00000426005.7" "6" 41154306 41154341 "-" 11655 "uORF" 41154339 41154341 0.093736111111111
"11656" "ENST00000426077.3" "2" 120223293 120223388 "-" 11656 "uORF" 120223386 120223388 0.750721888888888
"11657" "ENST00000426077.3" "2" 120223267 120223281 "-" 11657 "uORF" 120223279 120223281 0.569149111111111
"11658" "ENST00000426105.7" "1" 31065692 31065706 "-" 11658 "uORF" 31065704 31065706 2.37941733333333
"11659" "ENST00000426151.7" "7" 93574372 93574389 "-" 11659 "uORF" 93574387 93574389 0.744725888888889
"11667" "ENST00000427159.7" "17" 63827545 63827637 "-" 11667 "uORF" 63827635 63827637 0.778160444444446
"11668" "ENST00000427159.7" "17" 63827344 63827385 "-" 11668 "uORF" 63827383 63827385 1.01761088888889
"11669" "ENST00000427159.7" "17" 63827288 63827347 "-" 11669 "uORF" 63827345 63827347 0.397510666666667
"11670" "ENST00000427159.7" "17" 63827288 63827344 "-" 11670 "uORF" 63827342 63827344 0.221463444444445
"11671" "ENST00000427159.7" "17" 63827288 63827302 "-" 11671 "uORF" 63827300 63827302 0.208349
"11672" "ENST00000427159.7" "17" 63827225 63827236 "-" 11672 "uORF" 63827234 63827236 0.326598444444444
"11673" "ENST00000427159.7" "17" 63827052 63827159 "-" 11673 "uORF" 63827157 63827159 2.06905455555555
"11674" "ENST00000427199.3" "5" 115581287 115581304 "-" 11674 "uORF" 115581302 115581304 1.44687511111111
"11678" "ENST00000427575.6" "19" 3500627 3500668 "-" 11678 "uORF" 3500666 3500668 1.82213755555555
"11688" "ENST00000427836.8" "2" 208025403 208025507 "-" 11688 "uORF" 208025505 208025507 1.899964
"11689" "ENST00000427836.8" "2" 208001890 208025413 "-" 11689 "uORF" 208025411 208025413 0.938829000000001
"11690" "ENST00000427836.8" "2" 208001828 208001845 "-" 11690 "uORF" 208001843 208001845 0.428156666666667
"11691" "ENST00000427836.8" "2" 208001735 208001824 "-" 11691 "uORF" 208001822 208001824 0.403079333333333
"11692" "ENST00000427836.8" "2" 208001701 208001763 "-" 11692 "uORF" 208001761 208001763 0.761970555555557
"11693" "ENST00000427836.8" "2" 208001668 208001700 "-" 11693 "uORF" 208001698 208001700 0.961665333333332
"11694" "ENST00000427836.8" "2" 208001668 208001694 "-" 11694 "uORF" 208001692 208001694 0.913084111111111
"11695" "ENST00000427924.5" "8" 17895464 17895523 "-" 11695 "uORF" 17895521 17895523 0.354324888888889
"11696" "ENST00000427924.5" "8" 17895464 17895487 "-" 11696 "uORF" 17895485 17895487 0.554834
"11699" "ENST00000428084.6" "7" 112206344 112206388 "-" 11699 "uORF" 112206386 112206388 2.43256488888889
"11700" "ENST00000428135.7" "7" 17940325 17940483 "-" 11700 "uORF" 17940481 17940483 2.46183344444445
