"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2"
"9377" "ENST00000380013.9" "4" 105146899 105146913 "+" 9377 "uORF" 105146901 3 6.66666666666667
"9378" "ENST00000380013.9" "4" 105190444 105190473 "+" 9378 "uORF" 105190446 3 3.66666666666667
"9379" "ENST00000380013.9" "4" 105190470 105190490 "+" 9379 "uORF" 105190472 3 3
"9381" "ENST00000380036.10" "9" 27109287 27109313 "+" 9381 "uORF" 27109289 3 2.5
"9382" "ENST00000380036.10" "9" 27109299 27109313 "+" 9382 "uORF" 27109301 3 4
"9383" "ENST00000380036.10" "9" 27109339 27109401 "+" 9383 "uORF" 27109341 3 2.83333333333333
"9384" "ENST00000380036.10" "9" 27109424 27109477 "+" 9384 "uORF" 27109426 3 2.5
"9385" "ENST00000380036.10" "9" 27109496 27109531 "+" 9385 "uORF" 27109498 3 1.16666666666667
"9386" "ENST00000380036.10" "9" 27109502 27109531 "+" 9386 "uORF" 27109504 3 1.33333333333333
"9387" "ENST00000380050.8" "7" 90596335 90596409 "+" 9387 "uORF" 90596337 3 1
"9391" "ENST00000380097.8" "11" 5596652 5596768 "+" 9391 "uORF" 5596654 3 -1.16666666666667
"9403" "ENST00000380289.3" "X" 16123644 16123679 "+" 9403 "uORF" 16123646 3 0
"9404" "ENST00000380289.3" "X" 16123663 16123701 "+" 9404 "uORF" 16123665 3 -1.5
"9405" "ENST00000380289.3" "X" 16123819 16123842 "+" 9405 "uORF" 16123821 3 0.166666666666667
"9406" "ENST00000380320.9" "2" 27079031 27079042 "+" 9406 "uORF" 27079033 3 1.5
"9432" "ENST00000380390.6" "11" 4704812 4704871 "+" 9432 "uORF" 4704814 3 -0.166666666666667
"9433" "ENST00000380390.6" "11" 4704975 4705010 "+" 9433 "uORF" 4704977 3 0
"9434" "ENST00000380390.6" "11" 4767298 4988077 "+" 9434 "uORF" 4767300 3 0.5
"9435" "ENST00000380390.6" "11" 4988070 4988180 "+" 9435 "uORF" 4988072 3 0.333333333333333
"9436" "ENST00000380390.6" "11" 4988074 4988151 "+" 9436 "uORF" 4988076 3 -0.666666666666667
"9437" "ENST00000380390.6" "11" 4988077 4988151 "+" 9437 "uORF" 4988079 3 0.166666666666667
"9438" "ENST00000380390.6" "11" 4988131 4988151 "+" 9438 "uORF" 4988133 3 -0.666666666666667
"9439" "ENST00000380433.5" "10" 5364968 5365198 "+" 9439 "uORF" 5364970 3 0.333333333333333
"9440" "ENST00000380433.5" "10" 5365143 5365178 "+" 9440 "uORF" 5365145 3 0.333333333333333
"9461" "ENST00000380585.2" "20" 2816393 2816401 "+" 9461 "uORF" 2816395 3 2.33333333333333
"9462" "ENST00000380588.5" "21" 39745244 39745258 "+" 9462 "uORF" 39745246 3 -0.5
"9463" "ENST00000380588.5" "21" 39745265 39745291 "+" 9463 "uORF" 39745267 3 0
"9464" "ENST00000380588.5" "21" 39745395 39745406 "+" 9464 "uORF" 39745397 3 -0.5
"9470" "ENST00000380659.4" "X" 12867109 12867576 "+" 9470 "uORF" 12867111 3 1
"9471" "ENST00000380659.4" "X" 12867484 12867576 "+" 9471 "uORF" 12867486 3 0.666666666666667
"9479" "ENST00000380701.8" "9" 15564042 15564071 "+" 9479 "uORF" 15564044 3 0.333333333333333
"9480" "ENST00000380702.7" "19" 10420645 10420707 "+" 9480 "uORF" 10420647 3 0.333333333333333
"9481" "ENST00000380750.8" "5" 70025266 70025379 "+" 9481 "uORF" 70025268 3 0.666666666666667
"9483" "ENST00000380773.9" "6" 2765472 2765546 "+" 9483 "uORF" 2765474 3 1.16666666666667
"9485" "ENST00000380833.9" "X" 10157003 10157065 "+" 9485 "uORF" 10157005 3 0.333333333333333
"9486" "ENST00000380833.9" "X" 10158461 10158490 "+" 9486 "uORF" 10158463 3 2.83333333333333
"9487" "ENST00000380833.9" "X" 10158498 10185027 "+" 9487 "uORF" 10158500 3 3.66666666666667
"9488" "ENST00000380833.9" "X" 10158508 10185031 "+" 9488 "uORF" 10158510 3 1.5
"9489" "ENST00000380833.9" "X" 10158538 10185031 "+" 9489 "uORF" 10158540 3 2.33333333333333
"9490" "ENST00000380834.7" "2" 24793474 24793886 "+" 9490 "uORF" 24793476 3 -0.333333333333333
"9491" "ENST00000380834.7" "2" 24793895 24793918 "+" 9491 "uORF" 24793897 3 -1.33333333333333
"9508" "ENST00000380909.9" "22" 50185940 50185954 "+" 9508 "uORF" 50185942 3 -0.166666666666667
"9509" "ENST00000380913.8" "X" 9786511 9786534 "+" 9509 "uORF" 9786513 3 0.5
"9519" "ENST00000380993.8" "15" 48207624 48207638 "+" 9519 "uORF" 48207626 3 0.833333333333333
"9520" "ENST00000380993.8" "15" 48207650 48207694 "+" 9520 "uORF" 48207652 3 0.666666666666667
"9521" "ENST00000381006.8" "4" 70722020 70722103 "+" 9521 "uORF" 70722022 3 0.333333333333333
"9522" "ENST00000381006.8" "4" 70722335 70722343 "+" 9522 "uORF" 70722337 3 0.333333333333333
"9523" "ENST00000381032.6" "X" 8464830 8464940 "+" 9523 "uORF" 8464832 3 -1
"9524" "ENST00000381032.6" "X" 8464836 8464940 "+" 9524 "uORF" 8464838 3 -0.333333333333333
"9525" "ENST00000381032.6" "X" 8464857 8464940 "+" 9525 "uORF" 8464859 3 0
"9526" "ENST00000381032.6" "X" 8464873 8464890 "+" 9526 "uORF" 8464875 3 0.666666666666667
"9527" "ENST00000381032.6" "X" 8464891 8464908 "+" 9527 "uORF" 8464893 3 1
"9528" "ENST00000381032.6" "X" 8464933 8464953 "+" 9528 "uORF" 8464935 3 0.5
"9529" "ENST00000381032.6" "X" 8464976 8464990 "+" 9529 "uORF" 8464978 3 0.5
"9542" "ENST00000381070.8" "5" 64768955 64768993 "+" 9542 "uORF" 64768957 3 3
"9557" "ENST00000381127.6" "X" 3041491 3041574 "+" 9557 "uORF" 3041493 3 0.5
"9558" "ENST00000381151.5" "21" 34073701 34094886 "+" 9558 "uORF" 34073703 3 4
"9559" "ENST00000381151.5" "21" 34073737 34094886 "+" 9559 "uORF" 34073739 3 4
"9560" "ENST00000381151.5" "21" 34094929 34094958 "+" 9560 "uORF" 34094931 3 2.83333333333333
"9561" "ENST00000381151.5" "21" 34094935 34094958 "+" 9561 "uORF" 34094937 3 3.66666666666667
"9562" "ENST00000381151.5" "21" 34095109 34095138 "+" 9562 "uORF" 34095111 3 1
"9569" "ENST00000381232.8" "14" 71512827 71529352 "+" 9569 "uORF" 71512829 3 0.166666666666667
"9570" "ENST00000381232.8" "14" 71529355 71587635 "+" 9570 "uORF" 71529357 3 2
"9571" "ENST00000381232.8" "14" 71587578 71587658 "+" 9571 "uORF" 71587580 3 1.5
"9572" "ENST00000381232.8" "14" 71587586 71587609 "+" 9572 "uORF" 71587588 3 0.833333333333333
"9573" "ENST00000381232.8" "14" 71587743 71587817 "+" 9573 "uORF" 71587745 3 3
"9574" "ENST00000381232.8" "14" 71587827 71587853 "+" 9574 "uORF" 71587829 3 3.5
"9575" "ENST00000381232.8" "14" 71587830 71587853 "+" 9575 "uORF" 71587832 3 1
"9585" "ENST00000381318.8" "21" 33642616 33642672 "+" 9585 "uORF" 33642618 3 0.833333333333333
"9586" "ENST00000381318.8" "21" 33642709 33718815 "+" 9586 "uORF" 33642711 3 2
"9587" "ENST00000381334.10" "4" 55396055 55396075 "+" 9587 "uORF" 55396057 3 1.16666666666667
"9588" "ENST00000381356.9" "12" 25203927 25203944 "+" 9588 "uORF" 25203929 3 -0.333333333333333
"9589" "ENST00000381365.4" "17" 4899541 4899648 "+" 9589 "uORF" 4899543 3 1.5
"9590" "ENST00000381365.4" "17" 4899547 4899648 "+" 9590 "uORF" 4899549 3 3.16666666666667
"9591" "ENST00000381365.4" "17" 4899565 4899648 "+" 9591 "uORF" 4899567 3 5.66666666666667
"9592" "ENST00000381365.4" "17" 4899601 4899648 "+" 9592 "uORF" 4899603 3 0.833333333333333
"9597" "ENST00000381486.7" "2" 11534050 11534112 "+" 9597 "uORF" 11534052 3 0
"9598" "ENST00000381486.7" "2" 11534083 11534112 "+" 9598 "uORF" 11534085 3 -0.166666666666667
"9599" "ENST00000381486.7" "2" 11534113 11534121 "+" 9599 "uORF" 11534115 3 0
"9600" "ENST00000381486.7" "2" 11534132 11534236 "+" 9600 "uORF" 11534134 3 -1.33333333333333
"9601" "ENST00000381486.7" "2" 11534165 11534236 "+" 9601 "uORF" 11534167 3 -0.166666666666667
"9602" "ENST00000381486.7" "2" 11534194 11556590 "+" 9602 "uORF" 11534196 3 -0.333333333333333
"9603" "ENST00000381486.7" "2" 11534212 11556590 "+" 9603 "uORF" 11534214 3 -0.666666666666667
"9604" "ENST00000381486.7" "2" 11534226 11556466 "+" 9604 "uORF" 11534228 3 0.833333333333333
"9605" "ENST00000381486.7" "2" 11556579 11556590 "+" 9605 "uORF" 11556581 3 1.66666666666667
"9608" "ENST00000381527.8" "13" 26254175 26254186 "+" 9608 "uORF" 26254177 3 2.16666666666667
"9609" "ENST00000381527.8" "13" 26254462 26254539 "+" 9609 "uORF" 26254464 3 1.16666666666667
"9610" "ENST00000381529.9" "X" 1268869 1274812 "+" 9610 "uORF" 1268871 3 -1.33333333333333
"9611" "ENST00000381529.9" "X" 1274801 1274812 "+" 9611 "uORF" 1274803 3 -0.166666666666667
"9612" "ENST00000381545.8" "12" 20810727 20810750 "+" 9612 "uORF" 20810729 3 0
"9613" "ENST00000381545.8" "12" 20813536 20813556 "+" 9613 "uORF" 20813538 3 -0.666666666666667
"9614" "ENST00000381545.8" "12" 20813557 20815708 "+" 9614 "uORF" 20813559 3 -1.66666666666667
"9615" "ENST00000381545.8" "12" 20813632 20815708 "+" 9615 "uORF" 20813634 3 -0.333333333333333
"9616" "ENST00000381585.8" "2" 11133131 11133232 "+" 9616 "uORF" 11133133 3 0.833333333333333
"9621" "ENST00000381604.9" "10" 135557 180005 "+" 9621 "uORF" 135559 3 -0.166666666666667
"9622" "ENST00000381624.4" "19" 5720641 5720706 "+" 9622 "uORF" 5720643 3 -1.83333333333333
"9623" "ENST00000381624.4" "19" 5720647 5720706 "+" 9623 "uORF" 5720649 3 -1
"9624" "ENST00000381652.4" "9" 5021967 5021975 "+" 9624 "uORF" 5021969 3 1.33333333333333
"9625" "ENST00000381655.7" "13" 25372015 25372098 "+" 9625 "uORF" 25372017 3 0.666666666666667
"9626" "ENST00000381697.7" "10" 87357785 87357826 "+" 9626 "uORF" 87357787 3 0
"9627" "ENST00000381697.7" "10" 87357789 87357845 "+" 9627 "uORF" 87357791 3 -0.666666666666667
"9628" "ENST00000381697.7" "10" 87357823 87357873 "+" 9628 "uORF" 87357825 3 -0.5
"9629" "ENST00000381697.7" "10" 87357931 87358020 "+" 9629 "uORF" 87357933 3 -1.66666666666667
"9630" "ENST00000381697.7" "10" 87358012 87358020 "+" 9630 "uORF" 87358014 3 0
"9631" "ENST00000381707.6" "10" 87225565 87225606 "+" 9631 "uORF" 87225567 3 0
"9632" "ENST00000381707.6" "10" 87225569 87225625 "+" 9632 "uORF" 87225571 3 -1
"9633" "ENST00000381707.6" "10" 87225603 87225653 "+" 9633 "uORF" 87225605 3 0.166666666666667
"9634" "ENST00000381707.6" "10" 87225711 87225800 "+" 9634 "uORF" 87225713 3 -0.666666666666667
"9635" "ENST00000381707.6" "10" 87225792 87225800 "+" 9635 "uORF" 87225794 3 0
"9636" "ENST00000381736.8" "13" 25301687 25301713 "+" 9636 "uORF" 25301689 3 2.83333333333333
"9637" "ENST00000381782.7" "4" 40750608 40750655 "+" 9637 "uORF" 40750610 3 2.33333333333333
"9638" "ENST00000381782.7" "4" 40750617 40750655 "+" 9638 "uORF" 40750619 3 -0.5
"9639" "ENST00000381799.10" "4" 40197175 40197246 "+" 9639 "uORF" 40197177 3 0
"9640" "ENST00000381799.10" "4" 40242722 40242745 "+" 9640 "uORF" 40242724 3 0.5
"9641" "ENST00000381799.10" "4" 40243222 40243239 "+" 9641 "uORF" 40243224 3 -0.166666666666667
"9642" "ENST00000381799.10" "4" 40243307 40243333 "+" 9642 "uORF" 40243309 3 2.16666666666667
"9645" "ENST00000381867.6" "20" 1266382 1266661 "+" 9645 "uORF" 1266384 3 2.33333333333333
"9646" "ENST00000381867.6" "20" 1294969 1294977 "+" 9646 "uORF" 1294971 3 2
"9647" "ENST00000381867.6" "20" 1295813 1295839 "+" 9647 "uORF" 1295815 3 1.66666666666667
"9648" "ENST00000381920.8" "16" 8621710 8621724 "+" 9648 "uORF" 8621712 3 1.66666666666667
"9649" "ENST00000381920.8" "16" 8625543 8625608 "+" 9649 "uORF" 8625545 3 -0.833333333333333
"9650" "ENST00000381920.8" "16" 8625602 8625628 "+" 9650 "uORF" 8625604 3 -1
"9657" "ENST00000381980.9" "4" 37453991 37558039 "+" 9657 "uORF" 37453993 3 2
"9658" "ENST00000382073.4" "12" 8455963 8455980 "+" 9658 "uORF" 8455965 3 -0.333333333333333
"9665" "ENST00000382082.4" "9" 2717594 2717656 "+" 9665 "uORF" 2717596 3 -0.166666666666667
"9691" "ENST00000382285.7" "20" 349249 349290 "+" 9691 "uORF" 349251 3 -0.166666666666667
"9711" "ENST00000382297.7" "9" 676895 676912 "+" 9711 "uORF" 676897 3 1
"9713" "ENST00000382349.5" "19" 1753598 1753612 "+" 9713 "uORF" 1753600 3 0.666666666666667
"9714" "ENST00000382353.6" "13" 21671234 21671287 "+" 9714 "uORF" 21671236 3 1.5
"9715" "ENST00000382353.6" "13" 21671400 21671432 "+" 9715 "uORF" 21671402 3 3.83333333333333
"9716" "ENST00000382353.6" "13" 21671406 21671432 "+" 9716 "uORF" 21671408 3 3.66666666666667
"9717" "ENST00000382353.6" "13" 21671442 21671468 "+" 9717 "uORF" 21671444 3 5.33333333333333
"9718" "ENST00000382353.6" "13" 21671531 21671602 "+" 9718 "uORF" 21671533 3 6.66666666666667
"9719" "ENST00000382353.6" "13" 21671555 21671602 "+" 9719 "uORF" 21671557 3 6.66666666666667
"9720" "ENST00000382353.6" "13" 21671594 21671602 "+" 9720 "uORF" 21671596 3 5.33333333333333
"9721" "ENST00000382353.6" "13" 21671599 21671652 "+" 9721 "uORF" 21671601 3 4
"9722" "ENST00000382353.6" "13" 21671655 21671702 "+" 9722 "uORF" 21671657 3 2.33333333333333
"9723" "ENST00000382353.6" "13" 21671667 21671702 "+" 9723 "uORF" 21671669 3 4
"9724" "ENST00000382353.6" "13" 21671760 21671777 "+" 9724 "uORF" 21671762 3 4.33333333333333
"9725" "ENST00000382353.6" "13" 21671769 21671777 "+" 9725 "uORF" 21671771 3 6.33333333333333
"9726" "ENST00000382357.4" "21" 33025937 33025990 "+" 9726 "uORF" 33025939 3 1.66666666666667
"9727" "ENST00000382392.5" "Y" 24618032 24618327 "+" 9727 "uORF" 24618034 3 0
"9728" "ENST00000382392.5" "Y" 24618324 24618356 "+" 9728 "uORF" 24618326 3 0
"9729" "ENST00000382392.5" "Y" 24618327 24618356 "+" 9729 "uORF" 24618329 3 0
"9730" "ENST00000382392.5" "Y" 24618349 24621509 "+" 9730 "uORF" 24618351 3 0
"9731" "ENST00000382392.5" "Y" 24618395 24618403 "+" 9731 "uORF" 24618397 3 0
"9732" "ENST00000382392.5" "Y" 24618400 24621509 "+" 9732 "uORF" 24618402 3 0
"9733" "ENST00000382392.5" "Y" 24621585 24626047 "+" 9733 "uORF" 24621587 3 -0.5
"9739" "ENST00000382435.5" "8" 11331031 11331057 "+" 9739 "uORF" 11331033 3 0.5
"9741" "ENST00000382487.5" "4" 8580946 8580978 "+" 9741 "uORF" 8580948 3 -0.833333333333333
"9750" "ENST00000382533.9" "13" 21140157 21140327 "+" 9750 "uORF" 21140159 3 -2.66666666666667
"9751" "ENST00000382533.9" "13" 21140293 21140310 "+" 9751 "uORF" 21140295 3 0
"9752" "ENST00000382533.9" "13" 21140315 21140335 "+" 9752 "uORF" 21140317 3 -0.833333333333333
"9753" "ENST00000382545.5" "12" 4909909 4909962 "+" 9753 "uORF" 4909911 3 4.33333333333333
"9754" "ENST00000382545.5" "12" 4910243 4910302 "+" 9754 "uORF" 4910245 3 1.5
"9755" "ENST00000382545.5" "12" 4910356 4910869 "+" 9755 "uORF" 4910358 3 1
"9756" "ENST00000382545.5" "12" 4911017 4911049 "+" 9756 "uORF" 4911019 3 1.83333333333333
"9765" "ENST00000382622.4" "12" 3491427 3491486 "+" 9765 "uORF" 3491429 3 2.66666666666667
"9779" "ENST00000383032.6" "Y" 6978219 6978227 "+" 9779 "uORF" 6978221 3 0.5
"9780" "ENST00000383032.6" "Y" 6995808 6995852 "+" 9780 "uORF" 6995810 3 0.166666666666667
"9781" "ENST00000383032.6" "Y" 6995849 7021482 "+" 9781 "uORF" 6995851 3 -0.333333333333333
"9782" "ENST00000383032.6" "Y" 6995864 7021482 "+" 9782 "uORF" 6995866 3 -0.333333333333333
"9783" "ENST00000383032.6" "Y" 7021479 7021493 "+" 9783 "uORF" 7021481 3 -0.166666666666667
"9784" "ENST00000383032.6" "Y" 7021521 7021535 "+" 9784 "uORF" 7021523 3 3
"9785" "ENST00000383032.6" "Y" 7025069 7025077 "+" 9785 "uORF" 7025071 3 1.5
"9799" "ENST00000383263.7" "15" 33968501 33968611 "+" 9799 "uORF" 33968503 3 2.66666666666667
"9800" "ENST00000383263.7" "15" 33968529 33968717 "+" 9800 "uORF" 33968531 3 2.5
"9801" "ENST00000383263.7" "15" 33968593 33968664 "+" 9801 "uORF" 33968595 3 1.5
"9802" "ENST00000383263.7" "15" 33968608 33968664 "+" 9802 "uORF" 33968610 3 -0.333333333333333
"9803" "ENST00000383263.7" "15" 33968626 33968664 "+" 9803 "uORF" 33968628 3 1.5
"9804" "ENST00000383263.7" "15" 33968656 33968664 "+" 9804 "uORF" 33968658 3 1.33333333333333
"9805" "ENST00000383263.7" "15" 33968674 33968736 "+" 9805 "uORF" 33968676 3 0.166666666666667
"9806" "ENST00000383263.7" "15" 33968708 33968746 "+" 9806 "uORF" 33968710 3 -0.166666666666667
"9807" "ENST00000383263.7" "15" 33968726 33968746 "+" 9807 "uORF" 33968728 3 0.333333333333333
"9808" "ENST00000383263.7" "15" 33968804 33968839 "+" 9808 "uORF" 33968806 3 0
"9809" "ENST00000383263.7" "15" 33968848 33968859 "+" 9809 "uORF" 33968850 3 2.33333333333333
"9810" "ENST00000383263.7" "15" 33968954 33968989 "+" 9810 "uORF" 33968956 3 1
"9811" "ENST00000383263.7" "15" 33968989 33969054 "+" 9811 "uORF" 33968991 3 0.833333333333333
"9812" "ENST00000383263.7" "15" 33969058 33969072 "+" 9812 "uORF" 33969060 3 0.666666666666667
"9813" "ENST00000383263.7" "15" 34046578 34046733 "+" 9813 "uORF" 34046580 3 -0.833333333333333
"9814" "ENST00000383263.7" "15" 34046585 34046596 "+" 9814 "uORF" 34046587 3 -1
"9815" "ENST00000383263.7" "15" 34046626 34046733 "+" 9815 "uORF" 34046628 3 0
"9816" "ENST00000383263.7" "15" 34046643 34046663 "+" 9816 "uORF" 34046645 3 0.166666666666667
"9817" "ENST00000383263.7" "15" 34046652 34046663 "+" 9817 "uORF" 34046654 3 -0.166666666666667
"9818" "ENST00000383263.7" "15" 34046688 34046714 "+" 9818 "uORF" 34046690 3 0.166666666666667
"9819" "ENST00000383263.7" "15" 34046698 34046733 "+" 9819 "uORF" 34046700 3 0.166666666666667
"9820" "ENST00000383263.7" "15" 34062643 34062663 "+" 9820 "uORF" 34062645 3 0
"9821" "ENST00000383314.7" "18" 13730628 13730678 "+" 9821 "uORF" 13730630 3 -0.5
"9822" "ENST00000383314.7" "18" 13731485 13731511 "+" 9822 "uORF" 13731487 3 2
"9823" "ENST00000383366.9" "3" 131029630 131029650 "+" 9823 "uORF" 131029632 3 1.66666666666667
"9824" "ENST00000383366.9" "3" 131029660 131029680 "+" 9824 "uORF" 131029662 3 0.333333333333333
"9825" "ENST00000383432.8" "18" 9475568 9475636 "+" 9825 "uORF" 9475570 3 1.33333333333333
"9826" "ENST00000383432.8" "18" 9512996 9513007 "+" 9826 "uORF" 9512998 3 7.33333333333333
"9827" "ENST00000383472.9" "18" 6729808 6729819 "+" 9827 "uORF" 6729810 3 3.5
"9841" "ENST00000383693.8" "3" 100401646 100401672 "+" 9841 "uORF" 100401648 3 0.166666666666667
"9842" "ENST00000383693.8" "3" 100401759 100401773 "+" 9842 "uORF" 100401761 3 -0.5
"9843" "ENST00000383693.8" "3" 100401780 100401890 "+" 9843 "uORF" 100401782 3 0.166666666666667
"9844" "ENST00000383693.8" "3" 100401861 100401890 "+" 9844 "uORF" 100401863 3 0.333333333333333
"9845" "ENST00000383693.8" "3" 100401906 100401998 "+" 9845 "uORF" 100401908 3 -0.333333333333333
"9846" "ENST00000383693.8" "3" 100402119 100402148 "+" 9846 "uORF" 100402121 3 -0.666666666666667
"9847" "ENST00000383693.8" "3" 100402190 100402276 "+" 9847 "uORF" 100402192 3 -0.166666666666667
"9848" "ENST00000383693.8" "3" 100402230 100402286 "+" 9848 "uORF" 100402232 3 -0.833333333333333
"9849" "ENST00000383693.8" "3" 100402287 100402325 "+" 9849 "uORF" 100402289 3 0
"9850" "ENST00000383693.8" "3" 100402372 100402380 "+" 9850 "uORF" 100402374 3 0.666666666666667
"9851" "ENST00000383693.8" "3" 100402391 100402399 "+" 9851 "uORF" 100402393 3 1.5
"9857" "ENST00000383767.7" "3" 29281071 29281103 "+" 9857 "uORF" 29281073 3 5.33333333333333
"9858" "ENST00000383768.7" "3" 28348968 28390528 "+" 9858 "uORF" 28348970 3 -0.833333333333333
"9859" "ENST00000383768.7" "3" 28349130 28390528 "+" 9859 "uORF" 28349132 3 -0.166666666666667
"9860" "ENST00000383768.7" "3" 28390580 28390594 "+" 9860 "uORF" 28390582 3 1
"9864" "ENST00000383814.8" "3" 9902901 9902918 "+" 9864 "uORF" 9902903 3 2.66666666666667
"9865" "ENST00000383829.7" "3" 9732115 9734136 "+" 9865 "uORF" 9732117 3 2.5
"9866" "ENST00000383832.8" "3" 9703911 9703943 "+" 9866 "uORF" 9703913 3 1.5
"9875" "ENST00000388822.10" "4" 118685413 118685433 "+" 9875 "uORF" 118685415 3 -2
"9876" "ENST00000388887.7" "12" 103587381 103587425 "+" 9876 "uORF" 103587383 3 2.16666666666667
"9877" "ENST00000388920.5" "10" 127737215 127737229 "+" 9877 "uORF" 127737217 3 -0.166666666666667
"9878" "ENST00000388923.5" "6" 87344827 87344943 "+" 9878 "uORF" 87344829 3 1
"9879" "ENST00000388923.5" "6" 87344889 87344918 "+" 9879 "uORF" 87344891 3 -0.166666666666667
"9880" "ENST00000388942.8" "15" 76134182 76134238 "+" 9880 "uORF" 76134184 3 -0.333333333333333
"9881" "ENST00000388942.8" "15" 76134210 76134248 "+" 9881 "uORF" 76134212 3 2.33333333333333
"9882" "ENST00000388948.8" "15" 100924535 100924588 "+" 9882 "uORF" 100924537 3 1
"9883" "ENST00000388948.8" "15" 100924557 100924610 "+" 9883 "uORF" 100924559 3 -0.5
"9890" "ENST00000389253.9" "19" 10718088 10718105 "+" 9890 "uORF" 10718090 3 0.833333333333333
"9892" "ENST00000389297.8" "7" 90245260 90245274 "+" 9892 "uORF" 90245262 3 -1
"9893" "ENST00000389385.9" "12" 112791930 112791947 "+" 9893 "uORF" 112791932 3 1.66666666666667
"9894" "ENST00000389398.10" "16" 22092626 22092637 "+" 9894 "uORF" 22092628 3 -0.166666666666667
"9898" "ENST00000389561.7" "12" 131949960 131949968 "+" 9898 "uORF" 131949962 3 0.166666666666667
"9899" "ENST00000389567.9" "3" 138434724 138434765 "+" 9899 "uORF" 138434726 3 2.16666666666667
"9900" "ENST00000389567.9" "3" 138434730 138434765 "+" 9900 "uORF" 138434732 3 -0.166666666666667
"9901" "ENST00000389567.9" "3" 138434744 138434755 "+" 9901 "uORF" 138434746 3 0
"9910" "ENST00000389758.4" "2" 233778345 233778446 "+" 9910 "uORF" 233778347 3 -0.166666666666667
"9911" "ENST00000389759.8" "2" 158457008 158457022 "+" 9911 "uORF" 158457010 3 1.16666666666667
"9912" "ENST00000389759.8" "2" 158457172 158457210 "+" 9912 "uORF" 158457174 3 0.333333333333333
"9917" "ENST00000389879.9" "14" 99481426 99481458 "+" 9917 "uORF" 99481428 3 3.66666666666667
"9921" "ENST00000389916.5" "17" 74326308 74326328 "+" 9921 "uORF" 74326310 3 1.16666666666667
"9924" "ENST00000390687.9" "15" 24955010 24955030 "+" 9924 "uORF" 24955012 3 1.66666666666667
"9925" "ENST00000390687.9" "15" 24955049 24968037 "+" 9925 "uORF" 24955051 3 2.33333333333333
"9931" "ENST00000391767.6" "19" 53909286 53909330 "+" 9931 "uORF" 53909288 3 2.16666666666667
"9932" "ENST00000391767.6" "19" 53909468 53909512 "+" 9932 "uORF" 53909470 3 1.83333333333333
"9936" "ENST00000391995.7" "1" 192636218 192636250 "+" 9936 "uORF" 192636220 3 1
"9937" "ENST00000391995.7" "1" 192636290 192637639 "+" 9937 "uORF" 192636292 3 2.16666666666667
"9938" "ENST00000391995.7" "1" 192637594 192638201 "+" 9938 "uORF" 192637596 3 1
"9939" "ENST00000391995.7" "1" 192637599 192637628 "+" 9939 "uORF" 192637601 3 1.16666666666667
"9940" "ENST00000391995.7" "1" 192637625 192637639 "+" 9940 "uORF" 192637627 3 0.333333333333333
"9941" "ENST00000391995.7" "1" 192637636 192638201 "+" 9941 "uORF" 192637638 3 0.333333333333333
"9942" "ENST00000391995.7" "1" 192638164 192638175 "+" 9942 "uORF" 192638166 3 0.5
"9943" "ENST00000392011.7" "2" 234952160 234995351 "+" 9943 "uORF" 234952162 3 -0.333333333333333
"9944" "ENST00000392011.7" "2" 234995351 235034919 "+" 9944 "uORF" 234995353 3 0.166666666666667
"9945" "ENST00000392011.7" "2" 235034893 235034919 "+" 9945 "uORF" 235034895 3 -0.833333333333333
"9946" "ENST00000392011.7" "2" 235034963 235034974 "+" 9946 "uORF" 235034965 3 4
"9947" "ENST00000392017.9" "2" 233251685 233251717 "+" 9947 "uORF" 233251687 3 0.333333333333333
"9948" "ENST00000392017.9" "2" 233251759 233251806 "+" 9948 "uORF" 233251761 3 1.66666666666667
"9951" "ENST00000392062.7" "2" 226838144 226839526 "+" 9951 "uORF" 226838146 3 0
"9952" "ENST00000392062.7" "2" 226839589 226839603 "+" 9952 "uORF" 226839591 3 0.333333333333333
"9953" "ENST00000392062.7" "2" 226839610 226864651 "+" 9953 "uORF" 226839612 3 -0.833333333333333
"9954" "ENST00000392092.7" "6" 170556952 170556960 "+" 9954 "uORF" 170556954 3 2.66666666666667
"9955" "ENST00000392102.6" "2" 218737596 218737664 "+" 9955 "uORF" 218737598 3 4
"9956" "ENST00000392142.9" "6" 160991793 160991828 "+" 9956 "uORF" 160991795 3 2.16666666666667
"9957" "ENST00000392197.7" "19" 35712961 35713032 "+" 9957 "uORF" 35712963 3 0.333333333333333
"9958" "ENST00000392197.7" "19" 35713029 35714538 "+" 9958 "uORF" 35713031 3 0.833333333333333
"9959" "ENST00000392197.7" "19" 35714530 35714538 "+" 9959 "uORF" 35714532 3 0.5
"9960" "ENST00000392197.7" "19" 35714540 35714593 "+" 9960 "uORF" 35714542 3 2.33333333333333
"9961" "ENST00000392197.7" "19" 35714564 35714593 "+" 9961 "uORF" 35714566 3 0.5
"9969" "ENST00000392271.6" "19" 29942357 29942368 "+" 9969 "uORF" 29942359 3 2.5
"9970" "ENST00000392271.6" "19" 29942370 29942531 "+" 9970 "uORF" 29942372 3 1.33333333333333
"9973" "ENST00000392328.6" "2" 190408390 190408482 "+" 9973 "uORF" 190408392 3 0.833333333333333
"9974" "ENST00000392329.7" "2" 190348906 190348929 "+" 9974 "uORF" 190348908 3 -0.833333333333333
