"t_id"	"chromosome"	"g_start_coord_ref"	"g_end_coord_ref"	"strand_mane"	"u_id"	"u_id2"
"8457"	"ENST00000373018.7"	"6"	41778090	41778119	"-"	8457	"uORF"
"8458"	"ENST00000373018.7"	"6"	41778034	41778072	"-"	8458	"uORF"
"8459"	"ENST00000373018.7"	"6"	41776992	41778046	"-"	8459	"uORF"
"8460"	"ENST00000373030.8"	"20"	43591013	43591033	"+"	8460	"uORF"
"8461"	"ENST00000373034.8"	"X"	100410126	100410167	"-"	8461	"uORF"
"8462"	"ENST00000373034.8"	"X"	100409827	100409853	"-"	8462	"uORF"
"8463"	"ENST00000373034.8"	"X"	100409040	100409111	"-"	8463	"uORF"
"8464"	"ENST00000373036.5"	"1"	37857672	37859588	"-"	8464	"uORF"
"8465"	"ENST00000373040.4"	"X"	96883917	96883982	"+"	8465	"uORF"
"8466"	"ENST00000373040.4"	"X"	96883933	96884031	"+"	8466	"uORF"
"8467"	"ENST00000373040.4"	"X"	96884065	96884124	"+"	8467	"uORF"
"8468"	"ENST00000373040.4"	"X"	96884111	96884128	"+"	8468	"uORF"
"8469"	"ENST00000373045.11"	"1"	37794129	37794152	"+"	8469	"uORF"
"8470"	"ENST00000373087.7"	"1"	37474593	37475493	"+"	8470	"uORF"
"8471"	"ENST00000373091.8"	"1"	37034170	37034271	"-"	8471	"uORF"
"8472"	"ENST00000373095.6"	"9"	127980333	127980476	"-"	8472	"uORF"
"8473"	"ENST00000373095.6"	"9"	127980333	127980407	"-"	8473	"uORF"
"8474"	"ENST00000373100.7"	"20"	43559085	43559138	"+"	8474	"uORF"
"8475"	"ENST00000373100.7"	"20"	43559115	43559138	"+"	8475	"uORF"
"8476"	"ENST00000373106.6"	"1"	36481505	36481537	"-"	8476	"uORF"
"8477"	"ENST00000373115.5"	"10"	71964630	72005757	"+"	8477	"uORF"
"8478"	"ENST00000373115.5"	"10"	72005782	72005796	"+"	8478	"uORF"
"8479"	"ENST00000373116.6"	"1"	36464340	36464357	"-"	8479	"uORF"
"8480"	"ENST00000373132.4"	"1"	36385831	36385893	"-"	8480	"uORF"
"8481"	"ENST00000373132.4"	"1"	36385742	36385753	"-"	8481	"uORF"
"8482"	"ENST00000373161.6"	"6"	41042469	41042492	"+"	8482	"uORF"
"8483"	"ENST00000373177.3"	"X"	84488039	84488056	"-"	8483	"uORF"
"8484"	"ENST00000373177.3"	"X"	84488034	84488042	"-"	8484	"uORF"
"8485"	"ENST00000373187.6"	"20"	43189753	43189812	"-"	8485	"uORF"
"8486"	"ENST00000373191.9"	"1"	35931166	35931228	"+"	8486	"uORF"
"8487"	"ENST00000373235.4"	"1"	35573391	35573420	"+"	8487	"uORF"
"8488"	"ENST00000373243.7"	"1"	35557952	35558134	"+"	8488	"uORF"
"8489"	"ENST00000373243.7"	"1"	35558104	35558112	"+"	8489	"uORF"
"8490"	"ENST00000373256.5"	"6"	39048816	39048830	"+"	8490	"uORF"
"8491"	"ENST00000373275.5"	"X"	80809620	80809643	"-"	8491	"uORF"
"8492"	"ENST00000373275.5"	"X"	80809620	80809628	"-"	8492	"uORF"
"8493"	"ENST00000373275.5"	"X"	80809540	80809623	"-"	8493	"uORF"
"8494"	"ENST00000373275.5"	"X"	80809540	80809560	"-"	8494	"uORF"
"8495"	"ENST00000373296.8"	"X"	80014803	80014817	"+"	8495	"uORF"
"8496"	"ENST00000373304.4"	"X"	78327328	78327549	"-"	8496	"uORF"
"8497"	"ENST00000373304.4"	"X"	78327386	78327466	"-"	8497	"uORF"
"8498"	"ENST00000373306.5"	"10"	69416540	69416578	"-"	8498	"uORF"
"8499"	"ENST00000373306.5"	"10"	69416485	69416550	"-"	8499	"uORF"
"8500"	"ENST00000373306.5"	"10"	69416485	69416538	"-"	8500	"uORF"
"8501"	"ENST00000373306.5"	"10"	69416485	69416532	"-"	8501	"uORF"
"8502"	"ENST00000373306.5"	"10"	69416379	69416456	"-"	8502	"uORF"
"8503"	"ENST00000373306.5"	"10"	69416399	69416407	"-"	8503	"uORF"
"8504"	"ENST00000373312.4"	"9"	127568931	127568954	"-"	8504	"uORF"
"8505"	"ENST00000373327.5"	"2"	238320528	238320608	"+"	8505	"uORF"
"8506"	"ENST00000373344.11"	"X"	77786134	77786202	"-"	8506	"uORF"
"8507"	"ENST00000373347.6"	"1"	34905402	34907357	"-"	8507	"uORF"
"8508"	"ENST00000373347.6"	"1"	34905388	34905405	"-"	8508	"uORF"
"8509"	"ENST00000373366.3"	"1"	34781522	34781626	"+"	8509	"uORF"
"8510"	"ENST00000373366.3"	"1"	34781532	34781552	"+"	8510	"uORF"
"8511"	"ENST00000373383.9"	"X"	75274142	75274150	"+"	8511	"uORF"
"8512"	"ENST00000373387.9"	"9"	127264784	127264831	"+"	8512	"uORF"
"8513"	"ENST00000373409.8"	"2"	233718737	233718748	"+"	8513	"uORF"
"8514"	"ENST00000373425.8"	"9"	127122609	127122632	"-"	8514	"uORF"
"8515"	"ENST00000373425.8"	"9"	127122568	127122606	"-"	8515	"uORF"
"8516"	"ENST00000373425.8"	"9"	127122369	127122389	"-"	8516	"uORF"
"8517"	"ENST00000373447.8"	"20"	38013835	38013849	"-"	8517	"uORF"
"8518"	"ENST00000373463.8"	"1"	32901269	32901316	"-"	8518	"uORF"
"8519"	"ENST00000373464.5"	"9"	126808828	126808881	"+"	8519	"uORF"
"8520"	"ENST00000373464.5"	"9"	126808854	126832505	"+"	8520	"uORF"
"8521"	"ENST00000373464.5"	"9"	126808867	126808881	"+"	8521	"uORF"
"8522"	"ENST00000373464.5"	"9"	126808873	126808881	"+"	8522	"uORF"
"8523"	"ENST00000373474.9"	"9"	126613966	126613980	"+"	8523	"uORF"
"8524"	"ENST00000373477.9"	"1"	32817300	32817353	"-"	8524	"uORF"
"8525"	"ENST00000373479.9"	"6"	37354079	37354141	"+"	8525	"uORF"
"8526"	"ENST00000373479.9"	"6"	37354094	37354141	"+"	8526	"uORF"
"8527"	"ENST00000373491.3"	"6"	37257781	37257810	"+"	8527	"uORF"
"8528"	"ENST00000373514.3"	"X"	73447113	73447121	"+"	8528	"uORF"
"8529"	"ENST00000373514.3"	"X"	73447221	73447229	"+"	8529	"uORF"
"8530"	"ENST00000373534.4"	"1"	32362566	32362574	"+"	8530	"uORF"
"8531"	"ENST00000373534.4"	"1"	32362593	32362679	"+"	8531	"uORF"
"8532"	"ENST00000373534.4"	"1"	32362631	32362642	"+"	8532	"uORF"
"8533"	"ENST00000373534.4"	"1"	32362663	32362671	"+"	8533	"uORF"
"8534"	"ENST00000373537.7"	"20"	37519331	37527808	"-"	8534	"uORF"
"8535"	"ENST00000373538.8"	"9"	125200795	125200860	"+"	8535	"uORF"
"8536"	"ENST00000373542.9"	"X"	72714158	72714193	"-"	8536	"uORF"
"8537"	"ENST00000373555.9"	"9"	124940141	124940149	"-"	8537	"uORF"
"8538"	"ENST00000373555.9"	"9"	124938792	124938824	"-"	8538	"uORF"
"8539"	"ENST00000373555.9"	"9"	124938792	124938809	"-"	8539	"uORF"
"8540"	"ENST00000373578.7"	"20"	37365248	37365271	"+"	8540	"uORF"
"8541"	"ENST00000373578.7"	"20"	37382619	37382660	"+"	8541	"uORF"
"8542"	"ENST00000373615.9"	"9"	124012010	124012024	"+"	8542	"uORF"
"8543"	"ENST00000373615.9"	"9"	124012248	124012265	"+"	8543	"uORF"
"8544"	"ENST00000373644.5"	"10"	68560497	68560568	"+"	8544	"uORF"
"8545"	"ENST00000373647.9"	"9"	122957035	122957043	"+"	8545	"uORF"
"8546"	"ENST00000373658.8"	"1"	31764198	31764248	"-"	8546	"uORF"
"8547"	"ENST00000373658.8"	"1"	31763894	31763953	"-"	8547	"uORF"
"8548"	"ENST00000373658.8"	"1"	31757387	31757455	"-"	8548	"uORF"
"8549"	"ENST00000373658.8"	"1"	31757253	31757267	"-"	8549	"uORF"
"8550"	"ENST00000373673.5"	"10"	68231929	68231943	"-"	8550	"uORF"
"8551"	"ENST00000373673.5"	"10"	68231918	68231932	"-"	8551	"uORF"
"8552"	"ENST00000373673.5"	"10"	68231723	68231791	"-"	8552	"uORF"
"8553"	"ENST00000373688.3"	"9"	122553129	122553152	"+"	8553	"uORF"
"8554"	"ENST00000373700.9"	"10"	68073117	68073664	"-"	8554	"uORF"
"8555"	"ENST00000373719.8"	"X"	71533126	71533137	"+"	8555	"uORF"
"8556"	"ENST00000373736.7"	"1"	31239671	31239736	"-"	8556	"uORF"
"8557"	"ENST00000373764.8"	"9"	122159917	122159961	"+"	8557	"uORF"
"8558"	"ENST00000373768.4"	"9"	122159711	122159779	"-"	8558	"uORF"
"8559"	"ENST00000373783.3"	"10"	62804753	62804824	"+"	8559	"uORF"
"8560"	"ENST00000373783.3"	"10"	62804757	62804774	"+"	8560	"uORF"
"8561"	"ENST00000373824.9"	"1"	28643004	28643015	"-"	8561	"uORF"
"8562"	"ENST00000373824.9"	"1"	28622102	28622110	"-"	8562	"uORF"
"8563"	"ENST00000373855.7"	"9"	121074975	121075001	"+"	8563	"uORF"
"8564"	"ENST00000373861.6"	"6"	35781021	35781086	"+"	8564	"uORF"
"8565"	"ENST00000373871.8"	"1"	28058088	28088555	"-"	8565	"uORF"
"8566"	"ENST00000373883.4"	"2"	219544087	219544706	"+"	8566	"uORF"
"8567"	"ENST00000373886.8"	"10"	58512974	58513042	"+"	8567	"uORF"
"8568"	"ENST00000373887.8"	"9"	120926656	120926688	"-"	8568	"uORF"
"8569"	"ENST00000373930.4"	"9"	120714379	120714456	"-"	8569	"uORF"
"8570"	"ENST00000373930.4"	"9"	120714363	120714386	"-"	8570	"uORF"
"8571"	"ENST00000373935.4"	"10"	58267696	58267767	"-"	8571	"uORF"
"8572"	"ENST00000373953.8"	"6"	35259754	35281063	"+"	8572	"uORF"
"8573"	"ENST00000373953.8"	"6"	35259802	35281063	"+"	8573	"uORF"
"8574"	"ENST00000373973.7"	"20"	35968612	35968623	"+"	8574	"uORF"
"8575"	"ENST00000373973.7"	"20"	35968617	35968736	"+"	8575	"uORF"
"8576"	"ENST00000374005.8"	"1"	27625111	27625128	"-"	8576	"uORF"
"8577"	"ENST00000374023.8"	"6"	34696739	34696750	"-"	8577	"uORF"
"8578"	"ENST00000374037.8"	"6"	34556022	34556033	"-"	8578	"uORF"
"8579"	"ENST00000374080.8"	"X"	71118607	71118624	"+"	8579	"uORF"
"8580"	"ENST00000374088.8"	"9"	114387897	114387953	"-"	8580	"uORF"
"8581"	"ENST00000374088.8"	"9"	114381405	114381434	"-"	8581	"uORF"
"8582"	"ENST00000374088.8"	"9"	114381371	114381427	"-"	8582	"uORF"
"8583"	"ENST00000374088.8"	"9"	114381351	114381368	"-"	8583	"uORF"
"8584"	"ENST00000374094.9"	"10"	73697883	73697906	"-"	8584	"uORF"
"8585"	"ENST00000374115.5"	"10"	49610382	49610507	"+"	8585	"uORF"
"8586"	"ENST00000374115.5"	"10"	49610596	49610616	"+"	8586	"uORF"
"8587"	"ENST00000374144.8"	"10"	49316145	49316189	"+"	8587	"uORF"
"8588"	"ENST00000374144.8"	"10"	49316155	49316244	"+"	8588	"uORF"
"8589"	"ENST00000374144.8"	"10"	49322442	49322480	"+"	8589	"uORF"
"8590"	"ENST00000374160.8"	"10"	48935237	48935254	"-"	8590	"uORF"
"8591"	"ENST00000374160.8"	"10"	48914176	48914226	"-"	8591	"uORF"
"8592"	"ENST00000374165.6"	"9"	113410919	113410957	"+"	8592	"uORF"
"8593"	"ENST00000374165.6"	"9"	113410957	113413480	"+"	8593	"uORF"
"8594"	"ENST00000374165.6"	"9"	113410999	113413480	"+"	8594	"uORF"
"8595"	"ENST00000374165.6"	"9"	113413454	113413480	"+"	8595	"uORF"
"8596"	"ENST00000374171.5"	"9"	113410630	113410656	"-"	8596	"uORF"
"8597"	"ENST00000374180.4"	"9"	113374475	113375535	"-"	8597	"uORF"
"8598"	"ENST00000374180.4"	"9"	113374444	113374494	"-"	8598	"uORF"
"8599"	"ENST00000374189.6"	"10"	48401631	48401648	"+"	8599	"uORF"
"8600"	"ENST00000374193.9"	"9"	113336410	113336433	"-"	8600	"uORF"
"8601"	"ENST00000374201.8"	"10"	48274590	48274604	"-"	8601	"uORF"
"8602"	"ENST00000374201.8"	"10"	48274590	48274601	"-"	8602	"uORF"
"8603"	"ENST00000374206.4"	"9"	113275545	113275562	"-"	8603	"uORF"
"8604"	"ENST00000374206.4"	"9"	113273385	113273435	"-"	8604	"uORF"
"8605"	"ENST00000374206.4"	"9"	113273365	113273385	"-"	8605	"uORF"
"8606"	"ENST00000374206.4"	"9"	113272545	113273381	"-"	8606	"uORF"
"8607"	"ENST00000374222.6"	"1"	26306604	26306627	"-"	8607	"uORF"
"8608"	"ENST00000374251.6"	"X"	71106647	71106685	"-"	8608	"uORF"
"8609"	"ENST00000374251.6"	"X"	71106579	71106602	"-"	8609	"uORF"
"8610"	"ENST00000374257.6"	"9"	112297906	112333473	"-"	8610	"uORF"
"8611"	"ENST00000374259.8"	"X"	71095855	71096250	"+"	8611	"uORF"
"8612"	"ENST00000374259.8"	"X"	71096188	71096250	"+"	8612	"uORF"
"8613"	"ENST00000374259.8"	"X"	71096203	71096250	"+"	8613	"uORF"
"8614"	"ENST00000374259.8"	"X"	71096427	71096498	"+"	8614	"uORF"
"8615"	"ENST00000374259.8"	"X"	71096446	71096460	"+"	8615	"uORF"
"8616"	"ENST00000374268.5"	"1"	26159119	26161290	"+"	8616	"uORF"
"8617"	"ENST00000374268.5"	"1"	26161261	26161290	"+"	8617	"uORF"
"8618"	"ENST00000374269.2"	"1"	26111864	26111914	"+"	8618	"uORF"
"8619"	"ENST00000374269.2"	"1"	26111883	26114306	"+"	8619	"uORF"
"8620"	"ENST00000374280.4"	"1"	26021794	26021856	"+"	8620	"uORF"
"8621"	"ENST00000374280.4"	"1"	26021871	26021921	"+"	8621	"uORF"
"8622"	"ENST00000374280.4"	"1"	26022028	26022054	"+"	8622	"uORF"
"8623"	"ENST00000374280.4"	"1"	26022037	26022054	"+"	8623	"uORF"
"8624"	"ENST00000374280.4"	"1"	26022042	26022206	"+"	8624	"uORF"
"8625"	"ENST00000374280.4"	"1"	26022216	26022533	"+"	8625	"uORF"
"8626"	"ENST00000374280.4"	"1"	26022503	26022547	"+"	8626	"uORF"
"8627"	"ENST00000374280.4"	"1"	26022530	26022547	"+"	8627	"uORF"
"8628"	"ENST00000374303.7"	"1"	25823019	25823027	"+"	8628	"uORF"
"8629"	"ENST00000374312.5"	"10"	46465694	46465720	"-"	8629	"uORF"
"8630"	"ENST00000374312.5"	"10"	46463798	46463812	"-"	8630	"uORF"
"8631"	"ENST00000374312.5"	"10"	46463775	46463801	"-"	8631	"uORF"
"8632"	"ENST00000374312.5"	"10"	46463775	46463792	"-"	8632	"uORF"
"8633"	"ENST00000374314.6"	"10"	46554586	46554609	"-"	8633	"uORF"
"8634"	"ENST00000374343.5"	"1"	25430978	25430989	"+"	8634	"uORF"
"8635"	"ENST00000374399.9"	"1"	24415815	24419407	"+"	8635	"uORF"
"8636"	"ENST00000374399.9"	"1"	24419422	24419433	"+"	8636	"uORF"
"8637"	"ENST00000374399.9"	"1"	24419469	24419495	"+"	8637	"uORF"
"8638"	"ENST00000374399.9"	"1"	24419530	24419541	"+"	8638	"uORF"
"8639"	"ENST00000374408.4"	"20"	35292323	35292343	"-"	8639	"uORF"
"8640"	"ENST00000374423.9"	"2"	206274700	206274711	"+"	8640	"uORF"
"8641"	"ENST00000374423.9"	"2"	206279565	206281805	"+"	8641	"uORF"
"8642"	"ENST00000374433.7"	"10"	43646158	43646172	"-"	8642	"uORF"
"8643"	"ENST00000374446.7"	"10"	43567971	43573651	"-"	8643	"uORF"
"8644"	"ENST00000374446.7"	"10"	43567928	43568002	"-"	8644	"uORF"
"8645"	"ENST00000374446.7"	"10"	43558163	43567928	"-"	8645	"uORF"
"8646"	"ENST00000374446.7"	"10"	43558091	43558162	"-"	8646	"uORF"
"8647"	"ENST00000374446.7"	"10"	43558091	43558111	"-"	8647	"uORF"
"8648"	"ENST00000374448.9"	"9"	110668824	110668832	"+"	8648	"uORF"
"8649"	"ENST00000374466.4"	"10"	43154916	43154960	"+"	8649	"uORF"
"8650"	"ENST00000374466.4"	"10"	43154954	43155001	"+"	8650	"uORF"
"8651"	"ENST00000374466.4"	"10"	43155004	43155030	"+"	8651	"uORF"
"8652"	"ENST00000374466.4"	"10"	43155051	43155104	"+"	8652	"uORF"
"8653"	"ENST00000374467.4"	"6"	33577631	33580220	"-"	8653	"uORF"
"8654"	"ENST00000374467.4"	"6"	33580141	33580158	"-"	8654	"uORF"
"8655"	"ENST00000374467.4"	"6"	33580141	33580149	"-"	8655	"uORF"
"8656"	"ENST00000374469.6"	"9"	110579667	110579681	"-"	8656	"uORF"
"8657"	"ENST00000374492.8"	"20"	35147274	35147315	"-"	8657	"uORF"
"8658"	"ENST00000374518.6"	"10"	42782799	42782810	"+"	8658	"uORF"
"8659"	"ENST00000374519.4"	"X"	70260087	70260161	"-"	8659	"uORF"
"8660"	"ENST00000374519.4"	"X"	70260087	70260131	"-"	8660	"uORF"
"8661"	"ENST00000374519.4"	"X"	70259891	70260082	"-"	8661	"uORF"
"8662"	"ENST00000374519.4"	"X"	70259944	70259994	"-"	8662	"uORF"
"8663"	"ENST00000374530.8"	"9"	109780245	109780253	"+"	8663	"uORF"
"8664"	"ENST00000374541.4"	"9"	109463437	109498227	"-"	8664	"uORF"
"8665"	"ENST00000374542.10"	"6"	33321932	33322914	"-"	8665	"uORF"
"8666"	"ENST00000374552.9"	"X"	69616144	69616257	"+"	8666	"uORF"
"8667"	"ENST00000374552.9"	"X"	69616215	69616229	"+"	8667	"uORF"
"8668"	"ENST00000374580.10"	"2"	202376869	202376934	"+"	8668	"uORF"
"8669"	"ENST00000374580.10"	"2"	202376988	202377056	"+"	8669	"uORF"
"8670"	"ENST00000374580.10"	"2"	202377112	202377168	"+"	8670	"uORF"
"8671"	"ENST00000374580.10"	"2"	202377210	202377284	"+"	8671	"uORF"
"8672"	"ENST00000374580.10"	"2"	202377281	202377307	"+"	8672	"uORF"
"8673"	"ENST00000374580.10"	"2"	202377304	202377363	"+"	8673	"uORF"
"8674"	"ENST00000374599.8"	"X"	68647759	68647809	"+"	8674	"uORF"
"8675"	"ENST00000374619.2"	"1"	23194963	23194992	"-"	8675	"uORF"
"8676"	"ENST00000374619.2"	"1"	23194867	23194935	"-"	8676	"uORF"
"8677"	"ENST00000374619.2"	"1"	23194884	23194907	"-"	8677	"uORF"
"8678"	"ENST00000374619.2"	"1"	23194700	23194843	"-"	8678	"uORF"
"8679"	"ENST00000374619.2"	"1"	23194783	23194833	"-"	8679	"uORF"
"8680"	"ENST00000374619.2"	"1"	23194590	23194667	"-"	8680	"uORF"
"8681"	"ENST00000374619.2"	"1"	23194579	23194641	"-"	8681	"uORF"
"8682"	"ENST00000374619.2"	"1"	23194443	23194568	"-"	8682	"uORF"
"8683"	"ENST00000374619.2"	"1"	23194443	23194553	"-"	8683	"uORF"
"8684"	"ENST00000374619.2"	"1"	23194221	23194301	"-"	8684	"uORF"
"8685"	"ENST00000374619.2"	"1"	23194221	23194256	"-"	8685	"uORF"
"8686"	"ENST00000374656.5"	"6"	33208522	33208554	"+"	8686	"uORF"
"8687"	"ENST00000374672.5"	"9"	107489438	107489620	"-"	8687	"uORF"
"8688"	"ENST00000374677.8"	"6"	33200993	33201028	"+"	8688	"uORF"
"8689"	"ENST00000374677.8"	"6"	33201131	33201193	"+"	8689	"uORF"
"8690"	"ENST00000374680.4"	"6"	33200615	33200650	"-"	8690	"uORF"
"8691"	"ENST00000374690.9"	"X"	67544708	67544734	"+"	8691	"uORF"
"8692"	"ENST00000374694.3"	"10"	35641931	35641969	"-"	8692	"uORF"
"8693"	"ENST00000374694.3"	"10"	35641728	35641766	"-"	8693	"uORF"
"8694"	"ENST00000374704.8"	"10"	35336735	35336752	"+"	8694	"uORF"
"8695"	"ENST00000374704.8"	"10"	35336868	35336900	"+"	8695	"uORF"
"8696"	"ENST00000374719.8"	"X"	66639054	66639071	"-"	8696	"uORF"
"8697"	"ENST00000374720.8"	"9"	105244683	105244721	"+"	8697	"uORF"
"8698"	"ENST00000374720.8"	"9"	105244804	105244827	"+"	8698	"uORF"
"8699"	"ENST00000374749.8"	"10"	35090313	35090327	"-"	8699	"uORF"
"8700"	"ENST00000374759.8"	"17"	81295142	81295186	"-"	8700	"uORF"
"8701"	"ENST00000374765.9"	"1"	21626357	21626389	"-"	8701	"uORF"
"8702"	"ENST00000374788.8"	"10"	34815112	34815162	"-"	8702	"uORF"
"8703"	"ENST00000374793.8"	"9"	104094369	104094389	"+"	8703	"uORF"
"8704"	"ENST00000374810.8"	"20"	34704424	34704441	"+"	8704	"uORF"
"8705"	"ENST00000374825.9"	"6"	32968616	32968708	"+"	8705	"uORF"
"8706"	"ENST00000374825.9"	"6"	32968629	32968673	"+"	8706	"uORF"
"8707"	"ENST00000374825.9"	"6"	32968686	32968730	"+"	8707	"uORF"
"8708"	"ENST00000374825.9"	"6"	32968740	32968871	"+"	8708	"uORF"
"8709"	"ENST00000374825.9"	"6"	32968890	32971976	"+"	8709	"uORF"
"8710"	"ENST00000374825.9"	"6"	32971718	32971972	"+"	8710	"uORF"
"8711"	"ENST00000374825.9"	"6"	32971733	32971972	"+"	8711	"uORF"
"8712"	"ENST00000374825.9"	"6"	32971778	32971972	"+"	8712	"uORF"
"8713"	"ENST00000374825.9"	"6"	32971843	32972229	"+"	8713	"uORF"
"8714"	"ENST00000374825.9"	"6"	32971918	32972229	"+"	8714	"uORF"
"8715"	"ENST00000374825.9"	"6"	32971987	32972229	"+"	8715	"uORF"
"8716"	"ENST00000374825.9"	"6"	32971996	32972229	"+"	8716	"uORF"
"8717"	"ENST00000374825.9"	"6"	32972137	32972229	"+"	8717	"uORF"
"8718"	"ENST00000374825.9"	"6"	32972315	32972368	"+"	8718	"uORF"
"8719"	"ENST00000374825.9"	"6"	32972334	32972477	"+"	8719	"uORF"
"8720"	"ENST00000374825.9"	"6"	32972457	32972477	"+"	8720	"uORF"
"8721"	"ENST00000374825.9"	"6"	32972818	32972871	"+"	8721	"uORF"
"8722"	"ENST00000374848.8"	"9"	101487095	101487151	"-"	8722	"uORF"
"8723"	"ENST00000374848.8"	"9"	101487021	101487041	"-"	8723	"uORF"
"8724"	"ENST00000374848.8"	"9"	101487016	101487024	"-"	8724	"uORF"
"8725"	"ENST00000374848.8"	"9"	101477143	101477157	"-"	8725	"uORF"
"8726"	"ENST00000374848.8"	"9"	101477108	101477134	"-"	8726	"uORF"
"8727"	"ENST00000374848.8"	"9"	101477097	101477111	"-"	8727	"uORF"
"8728"	"ENST00000374864.10"	"20"	34369399	34369449	"+"	8728	"uORF"
"8729"	"ENST00000374866.9"	"2"	189179658	189179672	"-"	8729	"uORF"
"8730"	"ENST00000374866.9"	"2"	189179607	189179621	"-"	8730	"uORF"
"8731"	"ENST00000374867.7"	"10"	33334598	33334663	"-"	8731	"uORF"
"8732"	"ENST00000374867.7"	"10"	33334502	33334597	"-"	8732	"uORF"
"8733"	"ENST00000374867.7"	"10"	33334575	33334589	"-"	8733	"uORF"
"8734"	"ENST00000374869.8"	"X"	64193359	64193373	"-"	8734	"uORF"
"8735"	"ENST00000374869.8"	"X"	64193348	64193356	"-"	8735	"uORF"
"8736"	"ENST00000374874.8"	"9"	101028832	101028855	"+"	8736	"uORF"
"8737"	"ENST00000374874.8"	"9"	101028995	101029036	"+"	8737	"uORF"
"8738"	"ENST00000374874.8"	"9"	101029037	101029072	"+"	8738	"uORF"
"8739"	"ENST00000374874.8"	"9"	101185483	101185491	"+"	8739	"uORF"
"8740"	"ENST00000374879.5"	"9"	100473410	100473451	"+"	8740	"uORF"
"8741"	"ENST00000374919.6"	"X"	56995387	56995506	"-"	8741	"uORF"
"8742"	"ENST00000374919.6"	"X"	56995321	56995371	"-"	8742	"uORF"
"8743"	"ENST00000374941.9"	"X"	55717751	55717762	"+"	8743	"uORF"
"8744"	"ENST00000374941.9"	"X"	55717918	55717974	"+"	8744	"uORF"
"8745"	"ENST00000374941.9"	"X"	55718222	55718239	"+"	8745	"uORF"
"8746"	"ENST00000374951.6"	"X"	55264596	55264649	"-"	8746	"uORF"
"8747"	"ENST00000375026.7"	"11"	123885616	123885660	"-"	8747	"uORF"
"8748"	"ENST00000375026.7"	"11"	123885590	123885652	"-"	8748	"uORF"
"8749"	"ENST00000375026.7"	"11"	123885493	123885537	"-"	8749	"uORF"
"8750"	"ENST00000375094.4"	"6"	32178462	32178482	"+"	8750	"uORF"
"8751"	"ENST00000375099.4"	"1"	20186136	20186153	"+"	8751	"uORF"
"8752"	"ENST00000375107.8"	"6"	32175946	32175993	"-"	8752	"uORF"
"8753"	"ENST00000375108.4"	"1"	20070337	20070438	"+"	8753	"uORF"
"8754"	"ENST00000375108.4"	"1"	20070421	20070438	"+"	8754	"uORF"
"8755"	"ENST00000375121.4"	"1"	19815134	19815148	"-"	8755	"uORF"
"8756"	"ENST00000375123.5"	"9"	97853404	97853442	"+"	8756	"uORF"
"8757"	"ENST00000375135.4"	"X"	54495560	54495673	"-"	8757	"uORF"
"8758"	"ENST00000375153.8"	"1"	19312642	19312800	"+"	8758	"uORF"
"8759"	"ENST00000375156.4"	"6"	32130112	32130141	"-"	8759	"uORF"
"8760"	"ENST00000375156.4"	"6"	32129843	32130118	"-"	8760	"uORF"
"8761"	"ENST00000375190.10"	"19"	3600670	3606544	"-"	8761	"uORF"
"8762"	"ENST00000375190.10"	"19"	3600659	3600670	"-"	8762	"uORF"
"8763"	"ENST00000375213.8"	"2"	173075873	173075887	"+"	8763	"uORF"
"8764"	"ENST00000375215.3"	"17"	75633471	75634013	"+"	8764	"uORF"
"8765"	"ENST00000375215.3"	"17"	75633547	75633606	"+"	8765	"uORF"
"8766"	"ENST00000375215.3"	"17"	75633954	75634013	"+"	8766	"uORF"
"8767"	"ENST00000375241.6"	"9"	96619397	96619414	"-"	8767	"uORF"
"8768"	"ENST00000375249.5"	"9"	96450204	96450230	"+"	8768	"uORF"
"8769"	"ENST00000375256.5"	"9"	96418122	96418139	"-"	8769	"uORF"
"8770"	"ENST00000375281.4"	"2"	170715460	170715510	"+"	8770	"uORF"
"8771"	"ENST00000375315.8"	"9"	94759708	94759725	"+"	8771	"uORF"
"8772"	"ENST00000375327.6"	"X"	53422982	53423335	"+"	8772	"uORF"
"8773"	"ENST00000375327.6"	"X"	53423353	53423397	"+"	8773	"uORF"
"8774"	"ENST00000375377.2"	"10"	30047835	30059582	"-"	8774	"uORF"
"8775"	"ENST00000375377.2"	"10"	30047825	30059497	"-"	8775	"uORF"
"8776"	"ENST00000375377.2"	"10"	30047825	30047851	"-"	8776	"uORF"
"8777"	"ENST00000375401.8"	"X"	53225155	53225196	"-"	8777	"uORF"
"8778"	"ENST00000375401.8"	"X"	53224936	53224947	"-"	8778	"uORF"
"8779"	"ENST00000375412.11"	"9"	93453255	93453491	"-"	8779	"uORF"
"8780"	"ENST00000375412.11"	"9"	93453332	93453484	"-"	8780	"uORF"
"8781"	"ENST00000375412.11"	"9"	93453255	93453476	"-"	8781	"uORF"
"8782"	"ENST00000375412.11"	"9"	93453332	93453409	"-"	8782	"uORF"
"8783"	"ENST00000375412.11"	"9"	93453332	93453370	"-"	8783	"uORF"
"8784"	"ENST00000375412.11"	"9"	93453268	93453366	"-"	8784	"uORF"
"8785"	"ENST00000375412.11"	"9"	93453070	93453135	"-"	8785	"uORF"
"8786"	"ENST00000375412.11"	"9"	93452768	93452803	"-"	8786	"uORF"
"8787"	"ENST00000375437.7"	"2"	165239436	165239459	"+"	8787	"uORF"
