"transcript" "orf_type" "count"
"5646" "ENST00000467761.6" "uORF" 3
"5647" "ENST00000468148.6" "uORF" 2
"5648" "ENST00000468660.6" "uORF" 6
"5649" "ENST00000469800.7" "start-stop" 2
"5650" "ENST00000469800.7" "uORF" 7
"5651" "ENST00000470157.2" "uORF" 2
"5652" "ENST00000470487.6" "uORF" 3
"5653" "ENST00000471841.6" "uORF" 1
"5654" "ENST00000472091.2" "uORF" 2
"5655" "ENST00000472484.6" "start-stop" 1
"5656" "ENST00000472788.6" "start-stop" 1
"5657" "ENST00000472788.6" "uORF" 1
"5658" "ENST00000473968.7" "uORF" 6
"5659" "ENST00000473989.8" "uORF" 2
"5660" "ENST00000474627.8" "uORF" 2
"5661" "ENST00000474796.2" "uORF" 1
"5662" "ENST00000474889.6" "uORF" 5
"5663" "ENST00000474905.6" "uORF" 8
"5664" "ENST00000475390.2" "uORF" 5
"5665" "ENST00000476166.6" "uORF" 2
"5666" "ENST00000476320.6" "uORF" 1
"5667" "ENST00000476941.6" "uORF" 1
"5668" "ENST00000477224.6" "uORF" 1
"5669" "ENST00000477258.2" "uORF" 3
"5670" "ENST00000477665.2" "start-stop" 1
"5671" "ENST00000477665.2" "uORF" 3
"5672" "ENST00000477717.6" "uORF" 1
"5673" "ENST00000477737.6" "uORF" 2
"5674" "ENST00000477922.4" "uORF" 1
"5675" "ENST00000478136.6" "uORF" 7
"5676" "ENST00000478753.5" "uORF" 1
"5677" "ENST00000478945.1" "uORF" 1
"5678" "ENST00000478951.6" "uORF" 2
"5679" "ENST00000479548.2" "uORF" 6
"5680" "ENST00000479665.6" "uORF" 1
"5681" "ENST00000480798.2" "uORF" 1
"5682" "ENST00000480824.7" "uORF" 1
"5683" "ENST00000481138.6" "start-stop" 1
"5684" "ENST00000481138.6" "uORF" 6
"5685" "ENST00000481490.3" "uORF" 1
"5686" "ENST00000481739.2" "uORF" 1
"5687" "ENST00000481882.7" "start-stop" 1
"5688" "ENST00000481882.7" "uORF" 2
"5689" "ENST00000482016.6" "uORF" 4
"5690" "ENST00000482026.6" "start-stop" 1
"5691" "ENST00000482026.6" "uORF" 1
"5692" "ENST00000482387.7" "uORF" 3
"5693" "ENST00000482457.4" "uORF" 1
"5694" "ENST00000483722.2" "uORF" 1
"5695" "ENST00000483725.8" "uORF" 1
"5696" "ENST00000483910.6" "uORF" 2
"5697" "ENST00000484310.6" "uORF" 1
"5698" "ENST00000484897.4" "uORF" 9
"5699" "ENST00000484952.6" "uORF" 4
"5700" "ENST00000486442.6" "uORF" 4
"5701" "ENST00000486479.3" "uORF" 5
"5702" "ENST00000486637.2" "uORF" 3
"5703" "ENST00000486685.3" "uORF" 1
"5704" "ENST00000487099.7" "uORF" 1
"5705" "ENST00000487137.7" "uORF" 2
"5706" "ENST00000487273.7" "uORF" 2
"5707" "ENST00000488181.3" "start-stop" 1
"5708" "ENST00000488300.6" "uORF" 9
"5709" "ENST00000488417.2" "uORF" 3
"5710" "ENST00000488794.6" "uORF" 11
"5711" "ENST00000489294.2" "start-stop" 1
"5712" "ENST00000489294.2" "uORF" 1
"5713" "ENST00000489339.2" "uORF" 13
"5714" "ENST00000489432.7" "uORF" 1
"5715" "ENST00000489671.6" "uORF" 1
"5716" "ENST00000490035.7" "uORF" 2
"5717" "ENST00000490103.6" "uORF" 1
"5718" "ENST00000490466.2" "uORF" 1
"5719" "ENST00000491143.3" "uORF" 2
"5720" "ENST00000491381.6" "uORF" 1
"5721" "ENST00000492406.6" "uORF" 2
"5722" "ENST00000492450.3" "start-stop" 2
"5723" "ENST00000492450.3" "uORF" 9
"5724" "ENST00000492622.6" "uORF" 2
"5725" "ENST00000493094.6" "start-stop" 1
"5726" "ENST00000493094.6" "uORF" 1
"5727" "ENST00000493196.2" "uORF" 1
"5728" "ENST00000493763.7" "uORF" 2
"5729" "ENST00000494664.6" "uORF" 1
"5730" "ENST00000495186.6" "start-stop" 1
"5731" "ENST00000495186.6" "uORF" 1
"5732" "ENST00000495262.7" "start-stop" 1
"5733" "ENST00000495262.7" "uORF" 11
"5734" "ENST00000495936.7" "uORF" 5
"5735" "ENST00000496166.6" "uORF" 1
"5736" "ENST00000496613.6" "uORF" 4
"5737" "ENST00000496677.6" "uORF" 3
"5738" "ENST00000497454.6" "uORF" 1
"5739" "ENST00000497775.2" "uORF" 2
"5740" "ENST00000498273.2" "uORF" 1
"5741" "ENST00000498286.6" "uORF" 1
"5742" "ENST00000498678.6" "start-stop" 1
"5743" "ENST00000498678.6" "uORF" 2
"5744" "ENST00000498697.3" "uORF" 4
"5745" "ENST00000498707.5" "uORF" 1
"5746" "ENST00000498729.9" "uORF" 2
"5747" "ENST00000498907.3" "uORF" 1
"5748" "ENST00000499247.3" "uORF" 1
"5749" "ENST00000499666.7" "start-stop" 1
"5750" "ENST00000499666.7" "uORF" 1
"5751" "ENST00000500968.4" "uORF" 1
"5752" "ENST00000502276.6" "start-stop" 1
"5753" "ENST00000502276.6" "uORF" 9
"5754" "ENST00000502396.6" "start-stop" 1
"5755" "ENST00000502583.6" "uORF" 5
"5756" "ENST00000502613.3" "start-stop" 1
"5757" "ENST00000502717.6" "start-stop" 1
"5758" "ENST00000502732.6" "start-stop" 1
"5759" "ENST00000502732.6" "uORF" 1
"5760" "ENST00000502773.6" "uORF" 1
"5761" "ENST00000502798.7" "uORF" 2
"5762" "ENST00000502986.4" "uORF" 13
"5763" "ENST00000503032.3" "start-stop" 1
"5764" "ENST00000503032.3" "uORF" 2
"5765" "ENST00000503057.6" "start-stop" 1
"5766" "ENST00000503057.6" "uORF" 3
"5767" "ENST00000503143.3" "uORF" 1
"5768" "ENST00000503581.6" "uORF" 3
"5769" "ENST00000503771.2" "uORF" 1
"5770" "ENST00000503780.6" "uORF" 1
"5771" "ENST00000504030.7" "uORF" 2
"5772" "ENST00000504087.6" "start-stop" 2
"5773" "ENST00000504087.6" "uORF" 14
"5774" "ENST00000504102.6" "uORF" 3
"5775" "ENST00000504108.7" "start-stop" 1
"5776" "ENST00000504108.7" "uORF" 6
"5777" "ENST00000504120.4" "uORF" 3
"5778" "ENST00000504154.6" "uORF" 3
"5779" "ENST00000504595.2" "uORF" 3
"5780" "ENST00000504771.3" "start-stop" 1
"5781" "ENST00000504830.6" "uORF" 1
"5782" "ENST00000504904.8" "uORF" 15
"5783" "ENST00000504921.7" "uORF" 2
"5784" "ENST00000504924.6" "uORF" 1
"5785" "ENST00000505019.6" "uORF" 1
"5786" "ENST00000505065.2" "uORF" 5
"5787" "ENST00000505242.6" "uORF" 4
"5788" "ENST00000505667.6" "uORF" 2
"5789" "ENST00000505916.6" "start-stop" 1
"5790" "ENST00000505916.6" "uORF" 16
"5791" "ENST00000505920.1" "uORF" 1
"5792" "ENST00000506184.7" "start-stop" 1
"5793" "ENST00000506184.7" "uORF" 17
"5794" "ENST00000506364.6" "start-stop" 1
"5795" "ENST00000506455.6" "uORF" 1
"5796" "ENST00000506823.6" "uORF" 5
"5797" "ENST00000507142.6" "uORF" 6
"5798" "ENST00000507152.6" "start-stop" 2
"5799" "ENST00000507311.1" "uORF" 2
"5800" "ENST00000507450.6" "uORF" 9
"5801" "ENST00000507544.3" "uORF" 1
"5802" "ENST00000507680.6" "uORF" 1
"5803" "ENST00000508048.6" "uORF" 1
"5804" "ENST00000508164.6" "uORF" 1
"5805" "ENST00000508254.6" "uORF" 1
"5806" "ENST00000508593.6" "uORF" 4
"5807" "ENST00000508784.6" "start-stop" 1
"5808" "ENST00000508803.6" "uORF" 1
"5809" "ENST00000509000.3" "uORF" 2
"5810" "ENST00000509018.6" "uORF" 1
"5811" "ENST00000509176.6" "uORF" 1
"5812" "ENST00000509356.2" "uORF" 1
"5813" "ENST00000509403.7" "uORF" 1
"5814" "ENST00000509479.6" "start-stop" 1
"5815" "ENST00000509479.6" "uORF" 12
"5816" "ENST00000510091.4" "uORF" 11
"5817" "ENST00000510168.6" "uORF" 1
"5818" "ENST00000510175.6" "uORF" 1
"5819" "ENST00000510461.6" "uORF" 2
"5820" "ENST00000510585.3" "uORF" 1
"5821" "ENST00000510644.6" "uORF" 2
"5822" "ENST00000511148.2" "uORF" 3
"5823" "ENST00000511190.6" "uORF" 1
"5824" "ENST00000511455.7" "uORF" 1
"5825" "ENST00000511685.6" "uORF" 4
"5826" "ENST00000511828.2" "uORF" 2
"5827" "ENST00000511833.3" "uORF" 2
"5828" "ENST00000511912.6" "uORF" 1
"5829" "ENST00000512047.2" "uORF" 8
"5830" "ENST00000512123.4" "uORF" 4
"5831" "ENST00000512467.6" "start-stop" 1
"5832" "ENST00000512467.6" "uORF" 13
"5833" "ENST00000512596.6" "uORF" 1
"5834" "ENST00000512982.4" "start-stop" 1
"5835" "ENST00000512982.4" "uORF" 3
"5836" "ENST00000513104.6" "uORF" 3
"5837" "ENST00000513185.3" "uORF" 1
"5838" "ENST00000513440.6" "uORF" 4
"5839" "ENST00000513610.6" "uORF" 3
"5840" "ENST00000513761.6" "uORF" 3
"5841" "ENST00000513986.2" "start-stop" 1
"5842" "ENST00000513986.2" "uORF" 7
"5843" "ENST00000514170.7" "uORF" 1
"5844" "ENST00000514213.7" "uORF" 2
"5845" "ENST00000514618.6" "uORF" 8
"5846" "ENST00000515059.6" "start-stop" 1
"5847" "ENST00000515059.6" "uORF" 2
"5848" "ENST00000515211.2" "uORF" 7
"5849" "ENST00000515279.6" "uORF" 1
"5850" "ENST00000515384.2" "start-stop" 1
"5851" "ENST00000515384.2" "uORF" 13
"5852" "ENST00000515673.7" "uORF" 2
"5853" "ENST00000515777.6" "uORF" 6
"5854" "ENST00000517399.3" "uORF" 6
"5855" "ENST00000517417.3" "uORF" 1
"5856" "ENST00000517434.3" "uORF" 1
"5857" "ENST00000517649.6" "start-stop" 1
"5858" "ENST00000517649.6" "uORF" 10
"5859" "ENST00000517746.6" "uORF" 5
"5860" "ENST00000517768.6" "uORF" 1
"5861" "ENST00000517878.6" "start-stop" 1
"5862" "ENST00000517878.6" "uORF" 8
"5863" "ENST00000517970.6" "uORF" 2
"5864" "ENST00000517992.2" "uORF" 1
"5865" "ENST00000518069.2" "uORF" 1
"5866" "ENST00000518119.6" "uORF" 6
"5867" "ENST00000518318.7" "uORF" 1
"5868" "ENST00000518377.3" "uORF" 1
"5869" "ENST00000518547.6" "uORF" 2
"5870" "ENST00000518568.3" "uORF" 1
"5871" "ENST00000518632.2" "uORF" 5
"5872" "ENST00000518659.6" "start-stop" 1
"5873" "ENST00000518659.6" "uORF" 2
"5874" "ENST00000518699.4" "uORF" 3
"5875" "ENST00000518721.6" "start-stop" 1
"5876" "ENST00000518721.6" "uORF" 3
"5877" "ENST00000518738.2" "uORF" 1
"5878" "ENST00000519262.6" "uORF" 3
"5879" "ENST00000519520.7" "uORF" 3
"5880" "ENST00000519560.6" "uORF" 3
"5881" "ENST00000519564.2" "uORF" 2
"5882" "ENST00000519574.2" "uORF" 2
"5883" "ENST00000519676.6" "uORF" 1
"5884" "ENST00000519716.7" "uORF" 2
"5885" "ENST00000519895.6" "uORF" 1
"5886" "ENST00000520164.6" "uORF" 3
"5887" "ENST00000520262.6" "start-stop" 1
"5888" "ENST00000520262.6" "uORF" 5
"5889" "ENST00000520530.3" "uORF" 1
"5890" "ENST00000520539.6" "uORF" 1
"5891" "ENST00000520560.6" "uORF" 2
"5892" "ENST00000520790.2" "uORF" 1
"5893" "ENST00000520810.6" "uORF" 1
"5894" "ENST00000520821.6" "uORF" 1
"5895" "ENST00000521198.7" "uORF" 3
"5896" "ENST00000521268.6" "start-stop" 1
"5897" "ENST00000521268.6" "uORF" 13
"5898" "ENST00000521381.6" "uORF" 4
"5899" "ENST00000521578.6" "uORF" 7
"5900" "ENST00000521604.7" "uORF" 1
"5901" "ENST00000521776.2" "start-stop" 1
"5902" "ENST00000521776.2" "uORF" 13
"5903" "ENST00000521978.6" "uORF" 2
"5904" "ENST00000521988.6" "uORF" 1
"5905" "ENST00000522154.2" "uORF" 12
"5906" "ENST00000522232.3" "uORF" 1
"5907" "ENST00000522267.6" "uORF" 3
"5908" "ENST00000522353.3" "start-stop" 1
"5909" "ENST00000522353.3" "uORF" 1
"5910" "ENST00000522362.7" "uORF" 3
"5911" "ENST00000522514.6" "uORF" 1
"5912" "ENST00000522587.6" "uORF" 6
"5913" "ENST00000522652.6" "start-stop" 2
"5914" "ENST00000522652.6" "uORF" 11
"5915" "ENST00000522677.8" "uORF" 1
"5916" "ENST00000522781.6" "uORF" 7
"5917" "ENST00000522917.5" "uORF" 1
"5918" "ENST00000523175.6" "start-stop" 1
"5919" "ENST00000523175.6" "uORF" 1
"5920" "ENST00000523207.2" "start-stop" 1
"5921" "ENST00000523207.2" "uORF" 4
"5922" "ENST00000523392.2" "uORF" 3
"5923" "ENST00000523505.3" "uORF" 1
"5924" "ENST00000523638.6" "start-stop" 2
"5925" "ENST00000523638.6" "uORF" 9
"5926" "ENST00000524140.7" "start-stop" 1
"5927" "ENST00000524140.7" "uORF" 3
"5928" "ENST00000524300.6" "uORF" 1
"5929" "ENST00000524325.6" "uORF" 1
"5930" "ENST00000524391.6" "uORF" 5
"5931" "ENST00000524591.7" "uORF" 10
"5932" "ENST00000524717.6" "uORF" 10
"5933" "ENST00000524871.6" "uORF" 7
"5934" "ENST00000524913.3" "uORF" 1
"5935" "ENST00000524993.6" "uORF" 2
"5936" "ENST00000525077.2" "uORF" 2
"5937" "ENST00000525123.6" "uORF" 2
"5938" "ENST00000525144.7" "uORF" 2
"5939" "ENST00000525166.6" "uORF" 1
"5940" "ENST00000525445.6" "uORF" 1
"5941" "ENST00000525596.6" "start-stop" 1
"5942" "ENST00000525596.6" "uORF" 3
"5943" "ENST00000525621.6" "uORF" 6
"5944" "ENST00000525680.6" "start-stop" 1
"5945" "ENST00000525899.6" "uORF" 3
"5946" "ENST00000525929.2" "uORF" 3
"5947" "ENST00000526104.6" "uORF" 4
"5948" "ENST00000526136.2" "uORF" 1
"5949" "ENST00000526355.7" "uORF" 2
"5950" "ENST00000526596.2" "uORF" 1
"5951" "ENST00000526893.6" "uORF" 3
"5952" "ENST00000526914.2" "uORF" 1
"5953" "ENST00000526926.6" "start-stop" 1
"5954" "ENST00000527353.2" "uORF" 6
"5955" "ENST00000527372.7" "uORF" 1
"5956" "ENST00000527524.8" "uORF" 2
"5957" "ENST00000527636.7" "uORF" 1
"5958" "ENST00000527733.7" "uORF" 1
"5959" "ENST00000527748.5" "uORF" 9
"5960" "ENST00000527879.2" "uORF" 2
"5961" "ENST00000528386.4" "uORF" 2
"5962" "ENST00000528667.7" "uORF" 3
"5963" "ENST00000528697.6" "start-stop" 1
"5964" "ENST00000528697.6" "uORF" 8
"5965" "ENST00000528838.6" "uORF" 2
"5966" "ENST00000528851.6" "uORF" 2
"5967" "ENST00000528896.7" "uORF" 1
"5968" "ENST00000528957.6" "uORF" 2
"5969" "ENST00000528972.1" "uORF" 1
"5970" "ENST00000529006.7" "start-stop" 1
"5971" "ENST00000529006.7" "uORF" 1
"5972" "ENST00000529166.6" "uORF" 2
"5973" "ENST00000529310.6" "uORF" 4
"5974" "ENST00000529331.2" "uORF" 5
"5975" "ENST00000529487.3" "uORF" 1
"5976" "ENST00000529533.6" "uORF" 1
"5977" "ENST00000529689.6" "uORF" 3
"5978" "ENST00000529694.6" "uORF" 2
"5979" "ENST00000529859.2" "uORF" 1
"5980" "ENST00000530162.2" "uORF" 11
"5981" "ENST00000530217.3" "start-stop" 1
"5982" "ENST00000530217.3" "uORF" 3
"5983" "ENST00000530339.2" "uORF" 2
"5984" "ENST00000530374.6" "uORF" 1
"5985" "ENST00000530393.6" "start-stop" 1
"5986" "ENST00000530393.6" "uORF" 4
"5987" "ENST00000530997.7" "uORF" 1
"5988" "ENST00000531224.6" "uORF" 2
"5989" "ENST00000531380.2" "uORF" 1
"5990" "ENST00000531399.6" "uORF" 1
"5991" "ENST00000531598.7" "uORF" 4
"5992" "ENST00000531613.2" "uORF" 1
"5993" "ENST00000531738.6" "uORF" 2
"5994" "ENST00000531837.2" "uORF" 3
"5995" "ENST00000532059.6" "uORF" 1
"5996" "ENST00000532287.6" "uORF" 1
"5997" "ENST00000532404.6" "start-stop" 1
"5998" "ENST00000532404.6" "uORF" 1
"5999" "ENST00000532405.6" "uORF" 3
"6000" "ENST00000532602.2" "uORF" 3
"6001" "ENST00000532620.6" "uORF" 3
"6002" "ENST00000532726.6" "uORF" 3
"6003" "ENST00000532777.6" "uORF" 1
"6004" "ENST00000532828.7" "uORF" 2
"6005" "ENST00000533211.6" "uORF" 6
"6006" "ENST00000533250.2" "uORF" 1
"6007" "ENST00000533293.2" "start-stop" 1
"6008" "ENST00000533342.6" "start-stop" 1
"6009" "ENST00000533473.1" "start-stop" 1
"6010" "ENST00000533473.1" "uORF" 6
"6011" "ENST00000533490.7" "uORF" 7
"6012" "ENST00000533601.7" "uORF" 1
"6013" "ENST00000533608.7" "uORF" 1
"6014" "ENST00000533655.6" "uORF" 2
"6015" "ENST00000533871.8" "uORF" 1
"6016" "ENST00000534061.6" "start-stop" 1
"6017" "ENST00000534324.6" "uORF" 3
"6018" "ENST00000534327.7" "uORF" 1
"6019" "ENST00000534741.3" "uORF" 1
"6020" "ENST00000534750.6" "uORF" 1
"6021" "ENST00000534837.6" "uORF" 2
"6022" "ENST00000534898.9" "start-stop" 1
"6023" "ENST00000534898.9" "uORF" 3
"6024" "ENST00000535032.7" "uORF" 1
"6025" "ENST00000535113.7" "uORF" 4
"6026" "ENST00000535358.6" "uORF" 1
"6027" "ENST00000535714.2" "uORF" 7
"6028" "ENST00000535842.6" "uORF" 2
"6029" "ENST00000535902.6" "uORF" 1
"6030" "ENST00000536220.7" "uORF" 1
"6031" "ENST00000536300.2" "uORF" 1
"6032" "ENST00000536354.3" "uORF" 1
"6033" "ENST00000536435.7" "uORF" 1
"6034" "ENST00000536441.7" "uORF" 1
"6035" "ENST00000536845.7" "uORF" 1
"6036" "ENST00000537011.6" "uORF" 5
"6037" "ENST00000537055.4" "start-stop" 1
"6038" "ENST00000537075.3" "uORF" 1
"6039" "ENST00000537097.2" "uORF" 1
"6040" "ENST00000537098.8" "uORF" 1
"6041" "ENST00000537226.3" "uORF" 2
"6042" "ENST00000537304.6" "uORF" 1
"6043" "ENST00000537505.6" "uORF" 1
"6044" "ENST00000537592.7" "start-stop" 1
"6045" "ENST00000537592.7" "uORF" 4
"6046" "ENST00000537611.3" "uORF" 1
"6047" "ENST00000537858.2" "uORF" 2
"6048" "ENST00000537909.4" "start-stop" 1
"6049" "ENST00000537909.4" "uORF" 4
"6050" "ENST00000538487.7" "uORF" 6
"6051" "ENST00000538603.6" "uORF" 10
"6052" "ENST00000538779.6" "uORF" 2
"6053" "ENST00000538780.2" "uORF" 4
"6054" "ENST00000538904.7" "uORF" 2
"6055" "ENST00000538986.2" "uORF" 8
"6056" "ENST00000539008.6" "uORF" 1
"6057" "ENST00000539111.7" "uORF" 1
"6058" "ENST00000539354.6" "start-stop" 1
"6059" "ENST00000539542.6" "uORF" 3
"6060" "ENST00000539585.1" "uORF" 12
"6061" "ENST00000539664.3" "uORF" 1
"6062" "ENST00000539798.3" "uORF" 1
"6063" "ENST00000539867.6" "uORF" 1
"6064" "ENST00000539869.4" "start-stop" 1
"6065" "ENST00000539935.7" "uORF" 1
"6066" "ENST00000539966.6" "uORF" 1
"6067" "ENST00000540124.6" "uORF" 2
"6068" "ENST00000540461.2" "uORF" 5
"6069" "ENST00000540801.6" "uORF" 1
"6070" "ENST00000541036.6" "start-stop" 2
"6071" "ENST00000541036.6" "uORF" 6
"6072" "ENST00000541038.2" "uORF" 4
"6073" "ENST00000541284.6" "start-stop" 1
"6074" "ENST00000541284.6" "uORF" 1
"6075" "ENST00000541398.7" "uORF" 2
"6076" "ENST00000541793.7" "uORF" 1
"6077" "ENST00000542198.3" "uORF" 1
"6078" "ENST00000542230.7" "uORF" 1
"6079" "ENST00000542267.7" "start-stop" 1
"6080" "ENST00000542267.7" "uORF" 1
"6081" "ENST00000542475.3" "uORF" 2
"6082" "ENST00000542527.7" "uORF" 1
"6083" "ENST00000542583.7" "uORF" 4
"6084" "ENST00000542664.4" "uORF" 13
"6085" "ENST00000542754.7" "uORF" 2
"6086" "ENST00000543185.6" "uORF" 3
"6087" "ENST00000543264.7" "uORF" 3
"6088" "ENST00000543378.7" "uORF" 8
"6089" "ENST00000543484.2" "start-stop" 1
"6090" "ENST00000543484.2" "uORF" 6
"6091" "ENST00000543571.6" "uORF" 1
"6092" "ENST00000543880.7" "uORF" 2
"6093" "ENST00000544216.8" "uORF" 1
"6094" "ENST00000544301.7" "uORF" 2
"6095" "ENST00000544440.7" "uORF" 1
"6096" "ENST00000544604.7" "uORF" 2
"6097" "ENST00000544612.6" "uORF" 3
"6098" "ENST00000544916.6" "uORF" 1
"6099" "ENST00000545234.6" "uORF" 2
"6100" "ENST00000545279.6" "uORF" 5
"6101" "ENST00000545606.6" "uORF" 1
"6102" "ENST00000545805.6" "uORF" 1
"6103" "ENST00000545955.6" "start-stop" 1
"6104" "ENST00000546455.6" "uORF" 12
"6105" "ENST00000546910.6" "uORF" 1
"6106" "ENST00000547058.6" "uORF" 1
"6107" "ENST00000547167.6" "uORF" 1
"6108" "ENST00000547379.6" "start-stop" 1
"6109" "ENST00000547525.6" "start-stop" 1
"6110" "ENST00000547525.6" "uORF" 7
"6111" "ENST00000547588.6" "start-stop" 1
"6112" "ENST00000547588.6" "uORF" 2
"6113" "ENST00000547754.6" "uORF" 2
"6114" "ENST00000548055.2" "start-stop" 1
"6115" "ENST00000548278.2" "start-stop" 1
"6116" "ENST00000548278.2" "uORF" 5
"6117" "ENST00000548364.7" "uORF" 1
"6118" "ENST00000548673.6" "uORF" 2
"6119" "ENST00000548759.2" "uORF" 1
"6120" "ENST00000549396.6" "uORF" 2
"6121" "ENST00000549441.7" "start-stop" 1
"6122" "ENST00000549441.7" "uORF" 10
"6123" "ENST00000549446.6" "start-stop" 1
"6124" "ENST00000549446.6" "uORF" 6
"6125" "ENST00000549518.6" "start-stop" 1
"6126" "ENST00000549518.6" "uORF" 1
"6127" "ENST00000549884.6" "start-stop" 1
"6128" "ENST00000549884.6" "uORF" 1
"6129" "ENST00000549921.6" "uORF" 11
"6130" "ENST00000549982.6" "uORF" 2
"6131" "ENST00000550078.3" "start-stop" 1
"6132" "ENST00000550078.3" "uORF" 21
"6133" "ENST00000550402.6" "uORF" 8
"6134" "ENST00000550413.2" "uORF" 1
"6135" "ENST00000550418.6" "uORF" 3
"6136" "ENST00000550735.7" "uORF" 2
"6137" "ENST00000550948.2" "uORF" 1
"6138" "ENST00000551171.6" "uORF" 1
"6139" "ENST00000551295.7" "uORF" 2
"6140" "ENST00000551346.2" "uORF" 4
"6141" "ENST00000551964.6" "uORF" 1
"6142" "ENST00000552032.7" "uORF" 8
"6143" "ENST00000552374.7" "uORF" 1
"6144" "ENST00000552810.6" "uORF" 1
"6145" "ENST00000552918.6" "start-stop" 1
"6146" "ENST00000552918.6" "uORF" 2
"6147" "ENST00000553443.6" "uORF" 1
"6148" "ENST00000553456.5" "uORF" 1
"6149" "ENST00000553525.6" "uORF" 2
"6150" "ENST00000553558.6" "uORF" 3
"6151" "ENST00000553795.6" "uORF" 3
"6152" "ENST00000553935.6" "uORF" 1
"6153" "ENST00000554311.2" "uORF" 1
"6154" "ENST00000554335.6" "uORF" 1
"6155" "ENST00000554480.6" "uORF" 5
"6156" "ENST00000554659.6" "uORF" 1
"6157" "ENST00000554922.6" "uORF" 2
"6158" "ENST00000554943.6" "uORF" 4
"6159" "ENST00000555002.6" "uORF" 2
"6160" "ENST00000555019.6" "uORF" 1
"6161" "ENST00000555044.6" "uORF" 1
"6162" "ENST00000555055.6" "uORF" 2
"6163" "ENST00000555099.1" "start-stop" 1
"6164" "ENST00000555147.2" "uORF" 6
"6165" "ENST00000555238.6" "uORF" 1
"6166" "ENST00000555265.6" "uORF" 2
"6167" "ENST00000555567.6" "uORF" 3
"6168" "ENST00000555633.3" "uORF" 1
"6169" "ENST00000555815.7" "uORF" 1
"6170" "ENST00000555835.3" "uORF" 1
"6171" "ENST00000555846.2" "uORF" 9
"6172" "ENST00000556143.6" "uORF" 8
"6173" "ENST00000556147.6" "start-stop" 1
"6174" "ENST00000556147.6" "uORF" 5
"6175" "ENST00000556489.4" "uORF" 4
"6176" "ENST00000556564.6" "uORF" 5
"6177" "ENST00000556887.6" "start-stop" 1
"6178" "ENST00000556887.6" "uORF" 9
"6179" "ENST00000557258.6" "uORF" 1
"6180" "ENST00000557385.2" "uORF" 1
"6181" "ENST00000557413.6" "uORF" 6
"6182" "ENST00000557640.2" "uORF" 5
"6183" "ENST00000557649.6" "uORF" 1
"6184" "ENST00000557677.3" "uORF" 1
"6185" "ENST00000557942.6" "uORF" 2
"6186" "ENST00000558480.7" "start-stop" 1
"6187" "ENST00000558480.7" "uORF" 1
"6188" "ENST00000558555.6" "uORF" 2
"6189" "ENST00000559228.6" "uORF" 1
"6190" "ENST00000559447.8" "uORF" 1
"6191" "ENST00000559471.6" "uORF" 1
"6192" "ENST00000560079.7" "uORF" 1
"6193" "ENST00000560104.2" "uORF" 6
"6194" "ENST00000560346.6" "uORF" 8
"6195" "ENST00000560778.3" "uORF" 3
"6196" "ENST00000560869.6" "uORF" 4
"6197" "ENST00000560891.6" "uORF" 1
"6198" "ENST00000561100.2" "uORF" 1
"6199" "ENST00000561208.6" "uORF" 4
"6200" "ENST00000561882.2" "uORF" 1
"6201" "ENST00000561890.1" "uORF" 3
"6202" "ENST00000562188.7" "uORF" 5
"6203" "ENST00000562435.6" "uORF" 3
"6204" "ENST00000562631.7" "uORF" 1
"6205" "ENST00000562787.6" "uORF" 6
"6206" "ENST00000563237.3" "uORF" 9
"6207" "ENST00000563281.2" "uORF" 1
"6208" "ENST00000563290.6" "start-stop" 1
"6209" "ENST00000563290.6" "uORF" 2
"6210" "ENST00000563496.2" "uORF" 1
"6211" "ENST00000563594.6" "uORF" 1
"6212" "ENST00000563694.6" "uORF" 2
"6213" "ENST00000563719.4" "uORF" 1
"6214" "ENST00000563902.2" "start-stop" 1
"6215" "ENST00000563902.2" "uORF" 2
"6216" "ENST00000563924.6" "uORF" 2
"6217" "ENST00000564288.6" "uORF" 1
"6218" "ENST00000564657.2" "uORF" 10
"6219" "ENST00000564719.2" "uORF" 2
"6220" "ENST00000564754.7" "uORF" 1
"6221" "ENST00000564996.6" "uORF" 1
"6222" "ENST00000565468.6" "uORF" 3
"6223" "ENST00000565624.3" "uORF" 3
"6224" "ENST00000565726.3" "uORF" 1
"6225" "ENST00000565886.2" "uORF" 15
"6226" "ENST00000566264.2" "uORF" 4
"6227" "ENST00000567109.6" "uORF" 2
"6228" "ENST00000567119.1" "uORF" 4
"6229" "ENST00000567164.6" "uORF" 4
"6230" "ENST00000567180.3" "uORF" 2
"6231" "ENST00000567390.7" "start-stop" 1
"6232" "ENST00000567955.3" "uORF" 2
"6233" "ENST00000567970.2" "uORF" 1
"6234" "ENST00000568000.6" "uORF" 1
"6235" "ENST00000568449.7" "uORF" 1
"6236" "ENST00000568954.5" "uORF" 1
"6237" "ENST00000569055.2" "uORF" 1
"6238" "ENST00000569275.2" "uORF" 4
"6239" "ENST00000569417.6" "uORF" 1
"6240" "ENST00000569673.3" "uORF" 3
"6241" "ENST00000569691.2" "uORF" 1
"6242" "ENST00000569795.6" "uORF" 2
"6243" "ENST00000569840.7" "start-stop" 1
"6244" "ENST00000569840.7" "uORF" 3
"6245" "ENST00000571134.2" "uORF" 2
"6246" "ENST00000571589.6" "start-stop" 1
"6247" "ENST00000572272.6" "uORF" 1
"6248" "ENST00000572705.2" "uORF" 3
"6249" "ENST00000572933.6" "uORF" 10
