"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start" "stop" "stop_end" "cadd_stop"
"12300" "ENST00000449193.7" "10" 21523861 21525568 "-" 12300 "uORF" 21525566 21525568 2.23055211111111 21523861 21523863 1.79016233333333
"12301" "ENST00000449193.7" "10" 21523683 21523748 "-" 12301 "uORF" 21523746 21523748 1.26609755555556 21523683 21523685 1.96895344444444
"12302" "ENST00000449193.7" "10" 21519587 21523701 "-" 12302 "uORF" 21523699 21523701 1.04449 21519587 21519589 1.81774677777778
"12303" "ENST00000449193.7" "10" 21519587 21521469 "-" 12303 "uORF" 21521467 21521469 1.75142277777778 21519587 21519589 1.81774677777778
"12304" "ENST00000449193.7" "10" 21519587 21519622 "-" 12304 "uORF" 21519620 21519622 1.92131177777778 21519587 21519589 1.81774677777778
"12305" "ENST00000449193.7" "10" 21519548 21519586 "-" 12305 "uORF" 21519584 21519586 1.95695088888889 21519548 21519550 0.817736000000001
"12306" "ENST00000449193.7" "10" 21519561 21519569 "-" 12306 "uORF" 21519567 21519569 1.9014 21519561 21519563 1.72834122222222
"12307" "ENST00000449193.7" "10" 21519362 21519484 "-" 12307 "uORF" 21519482 21519484 1.40355655555556 21519362 21519364 1.93010722222222
"12308" "ENST00000449193.7" "10" 21519300 21519347 "-" 12308 "uORF" 21519345 21519347 1.54212755555556 21519300 21519302 1.75076444444445
"12309" "ENST00000449193.7" "10" 21519269 21519334 "-" 12309 "uORF" 21519332 21519334 1.67835311111111 21519269 21519271 1.63556266666667
"12310" "ENST00000449193.7" "10" 21518922 21519029 "-" 12310 "uORF" 21519027 21519029 2.05961 21518922 21518924 1.89615422222222
"12311" "ENST00000449193.7" "10" 21519005 21519019 "-" 12311 "uORF" 21519017 21519019 2.11361933333333 21519005 21519007 1.86360577777778
"12312" "ENST00000449193.7" "10" 21518630 21518659 "-" 12312 "uORF" 21518657 21518659 1.97651244444444 21518630 21518632 1.82229322222222
"12313" "ENST00000449193.7" "10" 21518601 21518648 "-" 12313 "uORF" 21518646 21518648 1.88584222222222 21518601 21518603 2.09730111111111
"12314" "ENST00000449193.7" "10" 21518601 21518633 "-" 12314 "uORF" 21518631 21518633 1.89764933333333 21518601 21518603 2.09730111111111
"12315" "ENST00000449193.7" "10" 21518473 21518610 "-" 12315 "uORF" 21518608 21518610 1.942363 21518473 21518475 2.04776177777778
"12316" "ENST00000449193.7" "10" 21518473 21518511 "-" 12316 "uORF" 21518509 21518511 2.08681622222222 21518473 21518475 2.04776177777778
"12317" "ENST00000449193.7" "10" 21518313 21518468 "-" 12317 "uORF" 21518466 21518468 2.12605566666667 21518313 21518315 2.12634188888889
"12318" "ENST00000449193.7" "10" 21518313 21518405 "-" 12318 "uORF" 21518403 21518405 2.12407333333333 21518313 21518315 2.12634188888889
"12319" "ENST00000449193.7" "10" 21518247 21518300 "-" 12319 "uORF" 21518298 21518300 2.20888111111111 21518247 21518249 2.18189055555556
"12320" "ENST00000449193.7" "10" 21518140 21518175 "-" 12320 "uORF" 21518173 21518175 1.98935433333333 21518140 21518142 1.96522966666667
"12321" "ENST00000449193.7" "10" 21517995 21518093 "-" 12321 "uORF" 21518091 21518093 2.07107244444445 21517995 21517997 1.84811844444445
"12322" "ENST00000449193.7" "10" 21517995 21518018 "-" 12322 "uORF" 21518016 21518018 1.66761922222222 21517995 21517997 1.84811844444445
"12323" "ENST00000449193.7" "10" 21517923 21517931 "-" 12323 "uORF" 21517929 21517931 2.17649755555556 21517923 21517925 2.14732611111111
"12324" "ENST00000449193.7" "10" 21517831 21517884 "-" 12324 "uORF" 21517882 21517884 2.08801422222222 21517831 21517833 2.16403544444445
"12325" "ENST00000449193.7" "10" 21517831 21517878 "-" 12325 "uORF" 21517876 21517878 2.13930111111111 21517831 21517833 2.16403544444445
"12326" "ENST00000449193.7" "10" 21517831 21517848 "-" 12326 "uORF" 21517846 21517848 2.16808611111111 21517831 21517833 2.16403544444445
"12327" "ENST00000449207.8" "16" 90077233 90077259 "-" 12327 "uORF" 90077257 90077259 0.168683333333333 90077233 90077235 0.405986
"12330" "ENST00000449352.7" "11" 6234605 6234619 "-" 12330 "uORF" 6234617 6234619 2.17261744444444 6234605 6234607 2.299279
"12331" "ENST00000449352.7" "11" 6224607 6224639 "-" 12331 "uORF" 6224637 6224639 1.90751077777778 6224607 6224609 1.85491111111111
"12333" "ENST00000449549.4" "16" 67150914 67150940 "-" 12333 "uORF" 67150938 67150940 1.40191477777778 67150914 67150916 2.18324577777778
"12337" "ENST00000449682.3" "3" 49689333 49689449 "-" 12337 "uORF" 49689447 49689449 0.248044666666667 49689333 49689335 0.317803
"12338" "ENST00000449682.3" "3" 49689333 49689371 "-" 12338 "uORF" 49689369 49689371 0.262602555555555 49689333 49689335 0.317803
"12339" "ENST00000449682.3" "3" 49689172 49689339 "-" 12339 "uORF" 49689337 49689339 0.540893 49689172 49689174 1.414003
"12340" "ENST00000449682.3" "3" 49689113 49689175 "-" 12340 "uORF" 49689173 49689175 1.41194422222222 49689113 49689115 1.12210822222222
"12341" "ENST00000449682.3" "3" 49689113 49689154 "-" 12341 "uORF" 49689152 49689154 0.564732111111111 49689113 49689115 1.12210822222222
"12342" "ENST00000449682.3" "3" 49688924 49688992 "-" 12342 "uORF" 49688990 49688992 1.24935888888889 49688924 49688926 0.464509222222222
"12343" "ENST00000449682.3" "3" 49688928 49688942 "-" 12343 "uORF" 49688940 49688942 0.459527555555556 49688928 49688930 0.411356444444445
"12344" "ENST00000449682.3" "3" 49688746 49688820 "-" 12344 "uORF" 49688818 49688820 0.424482777777778 49688746 49688748 0.942960666666667
"12345" "ENST00000449682.3" "3" 49688746 49688796 "-" 12345 "uORF" 49688794 49688796 0.370926444444445 49688746 49688748 0.942960666666667
"12347" "ENST00000449742.7" "6" 30161031 30161153 "-" 12347 "uORF" 30161151 30161153 0.0466152222222223 30161031 30161033 0.0445578888888889
"12348" "ENST00000449742.7" "6" 30161089 30161139 "-" 12348 "uORF" 30161137 30161139 -0.282613555555555 30161089 30161091 0.325440555555556
"12349" "ENST00000449742.7" "6" 30161111 30161122 "-" 12349 "uORF" 30161120 30161122 0.102968666666667 30161111 30161113 0.0581673333333333
"12350" "ENST00000449742.7" "6" 30161089 30161097 "-" 12350 "uORF" 30161095 30161097 -0.0368094444444444 30161089 30161091 0.325440555555556
"12351" "ENST00000449742.7" "6" 30160933 30161013 "-" 12351 "uORF" 30161011 30161013 0.0893576666666669 30160933 30160935 0.827352111111111
"12352" "ENST00000449742.7" "6" 30160933 30160995 "-" 12352 "uORF" 30160993 30160995 -0.172647555555556 30160933 30160935 0.827352111111111
"12353" "ENST00000449742.7" "6" 30160925 30160972 "-" 12353 "uORF" 30160970 30160972 0.174556 30160925 30160927 0.622644111111111
"12354" "ENST00000449742.7" "6" 30160925 30160954 "-" 12354 "uORF" 30160952 30160954 0.271608444444445 30160925 30160927 0.622644111111111
"12355" "ENST00000449742.7" "6" 30160925 30160948 "-" 12355 "uORF" 30160946 30160948 -0.627124333333333 30160925 30160927 0.622644111111111
"12356" "ENST00000449771.7" "12" 47758590 47758625 "-" 12356 "uORF" 47758623 47758625 0.445405444444444 47758590 47758592 1.13514577777778
"12357" "ENST00000449938.7" "17" 78836370 78840814 "-" 12357 "uORF" 78840812 78840814 1.97001955555555 78836370 78836372 1.25949955555556
"12358" "ENST00000449938.7" "17" 78838616 78838627 "-" 12358 "uORF" 78838625 78838627 0.543422444444444 78838616 78838618 0.242999111111111
"12377" "ENST00000450536.7" "6" 138988148 138988207 "-" 12377 "uORF" 138988205 138988207 2.37985822222222 138988148 138988150 2.09230977777778
"12379" "ENST00000450660.3" "3" 10108152 10108226 "-" 12379 "uORF" 10108224 10108226 0.981242444444446 10108152 10108154 0.724455888888889
"12380" "ENST00000450727.6" "17" 50766923 50767511 "-" 12380 "uORF" 50767509 50767511 0.0164836666666668 50766923 50766925 0.226735444444444
"12381" "ENST00000450727.6" "17" 50766999 50767007 "-" 12381 "uORF" 50767005 50767007 0.0964125555555556 50766999 50767001 0.521072888888889
"12382" "ENST00000450727.6" "17" 50766931 50766954 "-" 12382 "uORF" 50766952 50766954 0.00878844444444457 50766931 50766933 0.301778
"12383" "ENST00000450735.7" "15" 82952645 82952665 "-" 12383 "uORF" 82952663 82952665 1.89302122222222 82952645 82952647 2.06747888888889
"12384" "ENST00000450791.8" "12" 132822271 132822306 "-" 12384 "uORF" 132822304 132822306 0.846208111111111 132822271 132822273 0.523323333333333
"12385" "ENST00000450791.8" "12" 132822201 132822248 "-" 12385 "uORF" 132822246 132822248 1.08768733333333 132822201 132822203 1.70689411111111
"12389" "ENST00000450895.2" "21" 34423876 34423890 "-" 12389 "uORF" 34423888 34423890 0.109973666666667 34423876 34423878 0.603427666666667
"12390" "ENST00000451037.7" "17" 52158630 52158674 "-" 12390 "uORF" 52158672 52158674 0.864153333333334 52158630 52158632 1.30423377777778
"12391" "ENST00000451037.7" "17" 52158318 52158329 "-" 12391 "uORF" 52158327 52158329 2.14668611111111 52158318 52158320 2.11223444444445
"12392" "ENST00000451037.7" "17" 52157944 52158204 "-" 12392 "uORF" 52158202 52158204 2.20339177777778 52157944 52157946 2.12492133333333
"12393" "ENST00000451037.7" "17" 52157944 52158021 "-" 12393 "uORF" 52158019 52158021 2.14586288888889 52157944 52157946 2.12492133333333
"12394" "ENST00000451037.7" "17" 52157811 52157864 "-" 12394 "uORF" 52157862 52157864 1.73812633333334 52157811 52157813 2.06139466666667
"12395" "ENST00000451037.7" "17" 52157797 52157811 "-" 12395 "uORF" 52157809 52157811 2.06321911111111 52157797 52157799 2.01239133333333
"12412" "ENST00000451782.7" "15" 70097511 70097540 "-" 12412 "uORF" 70097538 70097540 1.95516377777778 70097511 70097513 1.96473444444445
"12413" "ENST00000451782.7" "15" 70097215 70097262 "-" 12413 "uORF" 70097260 70097262 1.52720044444445 70097215 70097217 1.40371966666667
"12414" "ENST00000451782.7" "15" 70097055 70097132 "-" 12414 "uORF" 70097130 70097132 1.90463522222222 70097055 70097057 2.28348488888889
"12415" "ENST00000451802.7" "19" 37594768 37594776 "-" 12415 "uORF" 37594774 37594776 0.785626222222222 37594768 37594770 0.908858666666666
"12416" "ENST00000452236.3" "6" 28587049 28587174 "-" 12416 "uORF" 28587172 28587174 0.667945777777778 28587049 28587051 0.867033999999999
"12417" "ENST00000452236.3" "6" 28586898 28586930 "-" 12417 "uORF" 28586928 28586930 0.583403 28586898 28586900 0.419764222222222
"12418" "ENST00000452236.3" "6" 28586898 28586915 "-" 12418 "uORF" 28586913 28586915 0.644746444444444 28586898 28586900 0.419764222222222
"12419" "ENST00000452313.6" "16" 28472177 28472230 "-" 12419 "uORF" 28472228 28472230 -0.0458568888888888 28472177 28472179 -0.0443442222222222
"12420" "ENST00000452313.6" "16" 28472177 28472194 "-" 12420 "uORF" 28472192 28472194 -0.0681513333333332 28472177 28472179 -0.0443442222222222
"12421" "ENST00000452313.6" "16" 28471866 28471892 "-" 12421 "uORF" 28471890 28471892 -0.0451454444444444 28471866 28471868 -0.0252070000000001
"12422" "ENST00000452313.6" "16" 28471808 28471855 "-" 12422 "uORF" 28471853 28471855 -0.00274677777777777 28471808 28471810 0.0889567777777778
"12423" "ENST00000452313.6" "16" 28471713 28471784 "-" 12423 "uORF" 28471782 28471784 0.0699706666666669 28471713 28471715 0.0628203333333336
"12424" "ENST00000452313.6" "16" 28471713 28471748 "-" 12424 "uORF" 28471746 28471748 0.0582961111111111 28471713 28471715 0.0628203333333336
"12425" "ENST00000452313.6" "16" 28471643 28471651 "-" 12425 "uORF" 28471649 28471651 0.0432992222222222 28471643 28471645 0.0470602222222222
"12426" "ENST00000452313.6" "16" 28471626 28471646 "-" 12426 "uORF" 28471644 28471646 0.0469201111111111 28471626 28471628 0.0586244444444446
"12427" "ENST00000452313.6" "16" 28471521 28471592 "-" 12427 "uORF" 28471590 28471592 0.087088111111111 28471521 28471523 0.111894111111111
"12428" "ENST00000452313.6" "16" 28471521 28471586 "-" 12428 "uORF" 28471584 28471586 0.0907321111111112 28471521 28471523 0.111894111111111
"12429" "ENST00000452313.6" "16" 28471400 28471504 "-" 12429 "uORF" 28471502 28471504 0.0481314444444445 28471400 28471402 0.173665666666667
"12430" "ENST00000452313.6" "16" 28471395 28471418 "-" 12430 "uORF" 28471416 28471418 0.080518777777778 28471395 28471397 0.137933
"12431" "ENST00000452313.6" "16" 28471400 28471411 "-" 12431 "uORF" 28471409 28471411 0.0752227777777779 28471400 28471402 0.173665666666667
"12432" "ENST00000452313.6" "16" 28471336 28471398 "-" 12432 "uORF" 28471396 28471398 0.138373555555556 28471336 28471338 0.157894555555556
"12433" "ENST00000452313.6" "16" 28471296 28471394 "-" 12433 "uORF" 28471392 28471394 0.140921666666667 28471296 28471298 0.227537777777778
"12434" "ENST00000452313.6" "16" 28471296 28471361 "-" 12434 "uORF" 28471359 28471361 0.171067555555556 28471296 28471298 0.227537777777778
"12435" "ENST00000452313.6" "16" 28471336 28471353 "-" 12435 "uORF" 28471351 28471353 0.127700222222222 28471336 28471338 0.157894555555556
"12436" "ENST00000452313.6" "16" 28471274 28471345 "-" 12436 "uORF" 28471343 28471345 0.145478444444444 28471274 28471276 0.215774777777778
"12437" "ENST00000452313.6" "16" 28471274 28471336 "-" 12437 "uORF" 28471334 28471336 0.158434777777778 28471274 28471276 0.215774777777778
"12438" "ENST00000452313.6" "16" 28471274 28471330 "-" 12438 "uORF" 28471328 28471330 0.150521444444444 28471274 28471276 0.215774777777778
"12439" "ENST00000452313.6" "16" 28471228 28471296 "-" 12439 "uORF" 28471294 28471296 0.232397777777778 28471228 28471230 0.205661444444444
"12440" "ENST00000452313.6" "16" 28471266 28471277 "-" 12440 "uORF" 28471275 28471277 0.216024555555556 28471266 28471268 0.249012888888889
"12441" "ENST00000452313.6" "16" 28471253 28471273 "-" 12441 "uORF" 28471271 28471273 0.215872444444445 28471253 28471255 0.267793444444445
"12442" "ENST00000452313.6" "16" 28471172 28471231 "-" 12442 "uORF" 28471229 28471231 0.202036 28471172 28471174 0.887502999999999
"12443" "ENST00000452313.6" "16" 28471172 28471192 "-" 12443 "uORF" 28471190 28471192 0.402459222222222 28471172 28471174 0.887502999999999
"12444" "ENST00000452313.6" "16" 28471011 28471034 "-" 12444 "uORF" 28471032 28471034 0.227595555555556 28471011 28471013 0.227729777777778
"12445" "ENST00000452313.6" "16" 28470937 28471014 "-" 12445 "uORF" 28471012 28471014 0.228189111111111 28470937 28470939 0.239341444444445
"12446" "ENST00000452313.6" "16" 28470937 28471011 "-" 12446 "uORF" 28471009 28471011 0.228391111111111 28470937 28470939 0.239341444444445
"12448" "ENST00000452400.7" "8" 70403713 70403787 "-" 12448 "uORF" 70403785 70403787 2.18496844444445 70403713 70403715 2.311351
"12456" "ENST00000452671.7" "1" 151346508 151346564 "-" 12456 "uORF" 151346562 151346564 1.22903 151346508 151346510 1.582779
"12457" "ENST00000452671.7" "1" 151346508 151346558 "-" 12457 "uORF" 151346556 151346558 1.23538477777778 151346508 151346510 1.582779
"12458" "ENST00000452671.7" "1" 151346516 151346533 "-" 12458 "uORF" 151346531 151346533 1.11223311111111 151346516 151346518 1.86188022222222
"12459" "ENST00000452671.7" "1" 151346508 151346516 "-" 12459 "uORF" 151346514 151346516 1.87006377777778 151346508 151346510 1.582779
"12460" "ENST00000452779.3" "X" 152732499 152733691 "-" 12460 "uORF" 152733689 152733691 0.622389 152732499 152732501 0.324128666666667
"12461" "ENST00000452779.3" "X" 152732499 152733679 "-" 12461 "uORF" 152733677 152733679 0.898754 152732499 152732501 0.324128666666667
"12465" "ENST00000453153.7" "2" 169573809 169573844 "-" 12465 "uORF" 169573842 169573844 0.176032 169573809 169573811 0.891671333333333
"12466" "ENST00000453153.7" "2" 169573809 169573832 "-" 12466 "uORF" 169573830 169573832 0.854864111111111 169573809 169573811 0.891671333333333
"12467" "ENST00000453153.7" "2" 169573742 169573798 "-" 12467 "uORF" 169573796 169573798 0.361625555555555 169573742 169573744 0.838546333333332
"12468" "ENST00000453153.7" "2" 169572136 169572156 "-" 12468 "uORF" 169572154 169572156 0.606501 169572136 169572138 0.596926666666667
"12469" "ENST00000453153.7" "2" 169572071 169572136 "-" 12469 "uORF" 169572134 169572136 0.869321555555556 169572071 169572073 0.486540333333333
"12470" "ENST00000453153.7" "2" 169572071 169572121 "-" 12470 "uORF" 169572119 169572121 0.286284666666667 169572071 169572073 0.486540333333333
"12471" "ENST00000453153.7" "2" 169572047 169572064 "-" 12471 "uORF" 169572062 169572064 0.481571111111111 169572047 169572049 1.40480433333333
"12472" "ENST00000453190.7" "5" 38556351 38556362 "-" 12472 "uORF" 38556360 38556362 1.47506433333333 38556351 38556353 1.60591722222222
"12474" "ENST00000453269.7" "7" 100119325 100119345 "-" 12474 "uORF" 100119343 100119345 2.16855511111111 100119325 100119327 1.80943833333333
"12475" "ENST00000453372.7" "19" 9675046 9675063 "-" 12475 "uORF" 9675061 9675063 0.349489555555556 9675046 9675048 0.311849333333333
"12476" "ENST00000453372.7" "19" 9660814 9660846 "-" 12476 "uORF" 9660844 9660846 0.587647222222222 9660814 9660816 0.385074333333333
"12477" "ENST00000453424.7" "10" 45535336 45535371 "-" 12477 "uORF" 45535369 45535371 0.0317596666666667 45535336 45535338 0.227939888888889
"12478" "ENST00000453424.7" "10" 45535282 45535314 "-" 12478 "uORF" 45535312 45535314 0.366958444444444 45535282 45535284 0.331794888888889
"12479" "ENST00000453424.7" "10" 45533285 45535271 "-" 12479 "uORF" 45535269 45535271 1.29338655555556 45533285 45533287 1.56526533333333
"12480" "ENST00000453424.7" "10" 45533238 45533279 "-" 12480 "uORF" 45533277 45533279 1.89160922222222 45533238 45533240 1.15367422222222
"12484" "ENST00000454243.7" "8" 22231899 22231955 "-" 12484 "uORF" 22231953 22231955 2.30143566666667 22231899 22231901 1.74091722222222
"12487" "ENST00000454449.3" "1" 157099570 157099749 "-" 12487 "uORF" 157099747 157099749 -0.330352 157099570 157099572 0.127430555555556
"12491" "ENST00000454678.7" "6" 30204709 30204756 "-" 12491 "uORF" 30204754 30204756 0.791031444444444 30204709 30204711 0.416350111111111
"12492" "ENST00000454678.7" "6" 30204709 30204741 "-" 12492 "uORF" 30204739 30204741 0.589094444444444 30204709 30204711 0.416350111111111
"12493" "ENST00000454678.7" "6" 30201052 30201063 "-" 12493 "uORF" 30201061 30201063 0.754003666666667 30201052 30201054 0.570918333333333
"12494" "ENST00000454678.7" "6" 30199116 30199169 "-" 12494 "uORF" 30199167 30199169 0.532902666666667 30199116 30199118 0.467699444444444
"12502" "ENST00000454782.3" "6" 36442659 36442718 "-" 12502 "uORF" 36442716 36442718 0.515708333333333 36442659 36442661 0.449723555555556
"12503" "ENST00000454782.3" "6" 36442654 36442704 "-" 12503 "uORF" 36442702 36442704 0.705117333333334 36442654 36442656 0.593632777777778
"12504" "ENST00000454782.3" "6" 36442654 36442683 "-" 12504 "uORF" 36442681 36442683 0.0522859999999999 36442654 36442656 0.593632777777778
"12505" "ENST00000454782.3" "6" 36438806 36442540 "-" 12505 "uORF" 36442538 36442540 0.461274222222222 36438806 36438808 1.20004
"12506" "ENST00000454859.8" "6" 127343374 127343427 "-" 12506 "uORF" 127343425 127343427 0.101394888888889 127343374 127343376 0.226134777777778
"12516" "ENST00000456315.7" "1" 68497007 68497027 "-" 12516 "uORF" 68497025 68497027 1.70999666666667 68497007 68497009 1.74921888888889
"12521" "ENST00000456372.4" "10" 70785299 70785307 "-" 12521 "uORF" 70785305 70785307 0.464774888888889 70785299 70785301 0.664703333333333
"12522" "ENST00000456372.4" "10" 70784669 70784689 "-" 12522 "uORF" 70784687 70784689 0.573239111111111 70784669 70784671 0.438494111111111
"12539" "ENST00000457749.7" "19" 52818026 52821609 "-" 12539 "uORF" 52821607 52821609 0.563338777777778 52818026 52818028 0.544601888888889
"12541" "ENST00000457928.7" "3" 177064980 177098479 "-" 12541 "uORF" 177098477 177098479 2.15060244444445 177064980 177064982 2.17829155555555
"12542" "ENST00000457928.7" "3" 177064990 177098468 "-" 12542 "uORF" 177098466 177098468 2.71789277777778 177064990 177064992 2.14691055555555
"12543" "ENST00000457928.7" "3" 177064990 177064998 "-" 12543 "uORF" 177064996 177064998 2.20725744444445 177064990 177064992 2.14691055555555
"12548" "ENST00000458143.7" "7" 149497714 149497740 "-" 12548 "uORF" 149497738 149497740 1.11455244444444 149497714 149497716 0.845186222222222
"12549" "ENST00000458174.7" "12" 25553145 25553228 "-" 12549 "uORF" 25553226 25553228 0.416545333333333 25553145 25553147 0.301930666666667
"12550" "ENST00000458174.7" "12" 25553145 25553210 "-" 12550 "uORF" 25553208 25553210 0.293924333333333 25553145 25553147 0.301930666666667
"12551" "ENST00000458174.7" "12" 25553087 25553170 "-" 12551 "uORF" 25553168 25553170 0.401260222222222 25553087 25553089 1.19585822222222
"12552" "ENST00000458174.7" "12" 25553116 25553148 "-" 12552 "uORF" 25553146 25553148 0.232694 25553116 25553118 0.580712444444445
"12553" "ENST00000458174.7" "12" 25552965 25553094 "-" 12553 "uORF" 25553092 25553094 0.428696555555556 25552965 25552967 0.293195888888889
"12554" "ENST00000458448.6" "7" 92165204 92165260 "-" 12554 "uORF" 92165258 92165260 0.691691777777778 92165204 92165206 0.712799555555555
"12555" "ENST00000458549.7" "8" 90645927 90645998 "-" 12555 "uORF" 90645996 90645998 0.828126777777778 90645927 90645929 1.29091222222222
"12556" "ENST00000458549.7" "8" 90645927 90645977 "-" 12556 "uORF" 90645975 90645977 1.84381233333333 90645927 90645929 1.29091222222222
"12558" "ENST00000458580.7" "15" 41226600 41230506 "-" 12558 "uORF" 41230504 41230506 0.950827222222223 41226600 41226602 1.59606566666667
"12559" "ENST00000458580.7" "15" 41226614 41230481 "-" 12559 "uORF" 41230479 41230481 1.81643877777778 41226614 41226616 0.984540222222222
"12560" "ENST00000458580.7" "15" 41226577 41226621 "-" 12560 "uORF" 41226619 41226621 0.565405333333334 41226577 41226579 0.870764111111112
"12563" "ENST00000458659.3" "13" 44576309 44576323 "-" 12563 "uORF" 44576321 44576323 1.32658255555556 44576309 44576311 1.63068155555556
"12565" "ENST00000460012.7" "3" 155744926 155745069 "-" 12565 "uORF" 155745067 155745069 2.42633955555556 155744926 155744928 1.14114566666666
"12566" "ENST00000460698.7" "1" 86387032 86387076 "-" 12566 "uORF" 86387074 86387076 0.680433777777778 86387032 86387034 0.266404
"12576" "ENST00000461554.6" "3" 51961304 51967431 "-" 12576 "uORF" 51967429 51967431 2.24535655555556 51961304 51961306 1.40471
"12577" "ENST00000461554.6" "3" 51967379 51967390 "-" 12577 "uORF" 51967388 51967390 2.21711188888889 51967379 51967381 2.04533744444444
"12578" "ENST00000461554.6" "3" 51961966 51961992 "-" 12578 "uORF" 51961990 51961992 0.839540333333332 51961966 51961968 0.696177555555556
"12579" "ENST00000461742.7" "1" 201023550 201023600 "-" 12579 "uORF" 201023598 201023600 2.37604777777778 201023550 201023552 2.12059277777778
"12580" "ENST00000461742.7" "1" 201023414 201023524 "-" 12580 "uORF" 201023522 201023524 2.47431166666667 201023414 201023416 2.30230766666667
"12582" "ENST00000462833.6" "3" 123448646 123448690 "-" 12582 "uORF" 123448688 123448690 2.06221677777778 123448646 123448648 1.88443433333334
"12583" "ENST00000463439.3" "5" 178187321 178187353 "-" 12583 "uORF" 178187351 178187353 0.416480444444444 178187321 178187323 0.587779777777778
"12585" "ENST00000464233.6" "3" 79589958 79767759 "-" 12585 "uORF" 79767757 79767759 0.168594666666667 79589958 79589960 1.34476222222222
"12586" "ENST00000464295.6" "3" 120285069 120285170 "-" 12586 "uORF" 120285168 120285170 1.85696555555556 120285069 120285071 0.932767222222222
"12587" "ENST00000464295.6" "3" 120244343 120285033 "-" 12587 "uORF" 120285031 120285033 1.06906088888889 120244343 120244345 0.700319
"12588" "ENST00000464295.6" "3" 120244343 120244405 "-" 12588 "uORF" 120244403 120244405 0.852092777777778 120244343 120244345 0.700319
"12589" "ENST00000464295.6" "3" 120244343 120244393 "-" 12589 "uORF" 120244391 120244393 1.16016888888889 120244343 120244345 0.700319
"12590" "ENST00000464295.6" "3" 120244300 120244374 "-" 12590 "uORF" 120244372 120244374 0.404491444444444 120244300 120244302 1.23853733333333
"12591" "ENST00000464295.6" "3" 120244343 120244369 "-" 12591 "uORF" 120244367 120244369 0.318761777777778 120244343 120244345 0.700319
"12592" "ENST00000464295.6" "3" 120244127 120244339 "-" 12592 "uORF" 120244337 120244339 0.459385888888889 120244127 120244129 1.53157022222222
"12593" "ENST00000464295.6" "3" 120244287 120244307 "-" 12593 "uORF" 120244305 120244307 0.458768222222222 120244287 120244289 0.589657555555555
"12594" "ENST00000464295.6" "3" 120244127 120244300 "-" 12594 "uORF" 120244298 120244300 1.00706177777778 120244127 120244129 1.53157022222222
"12595" "ENST00000464295.6" "3" 120244204 120244260 "-" 12595 "uORF" 120244258 120244260 0.538580777777778 120244204 120244206 1.96828544444445
"12596" "ENST00000464295.6" "3" 120244127 120244216 "-" 12596 "uORF" 120244214 120244216 1.72950311111111 120244127 120244129 1.53157022222222
"12597" "ENST00000464295.6" "3" 120244100 120244108 "-" 12597 "uORF" 120244106 120244108 1.64930811111111 120244100 120244102 1.91513677777778
"12603" "ENST00000465647.6" "7" 103148991 103149005 "-" 12603 "uORF" 103149003 103149005 0.998682666666664 103148991 103148993 1.44804666666667
"12604" "ENST00000466271.3" "10" 13528791 13528817 "-" 12604 "uORF" 13528815 13528817 1.08197111111111 13528791 13528793 1.12869955555556
"12612" "ENST00000467148.2" "20" 63572730 63573002 "-" 12612 "uORF" 63573000 63573002 0.410284 63572730 63572732 1.48504855555555
"12613" "ENST00000467148.2" "20" 63572730 63572969 "-" 12613 "uORF" 63572967 63572969 0.329422666666667 63572730 63572732 1.48504855555555
"12614" "ENST00000467148.2" "20" 63572570 63572737 "-" 12614 "uORF" 63572735 63572737 0.763077444444445 63572570 63572572 -0.238374444444445
"12615" "ENST00000467148.2" "20" 63572570 63572608 "-" 12615 "uORF" 63572606 63572608 0.0844145555555554 63572570 63572572 -0.238374444444445
"12619" "ENST00000468148.6" "6" 57222227 57222307 "-" 12619 "uORF" 57222305 57222307 1.913514 57222227 57222229 0.949110777777778
"12620" "ENST00000468148.6" "6" 57222227 57222280 "-" 12620 "uORF" 57222278 57222280 0.842378666666668 57222227 57222229 0.949110777777778
"12636" "ENST00000470487.6" "3" 168095443 168095559 "-" 12636 "uORF" 168095557 168095559 2.10857722222222 168095443 168095445 2.15428711111111
"12637" "ENST00000470487.6" "3" 168095443 168095475 "-" 12637 "uORF" 168095473 168095475 1.94194522222222 168095443 168095445 2.15428711111111
"12638" "ENST00000470487.6" "3" 168095352 168095390 "-" 12638 "uORF" 168095388 168095390 1.63191322222222 168095352 168095354 2.23965388888889
"12640" "ENST00000472091.2" "6" 11111697 11111708 "-" 12640 "uORF" 11111706 11111708 1.29533944444445 11111697 11111699 1.57117744444444
"12641" "ENST00000472091.2" "6" 11105438 11105470 "-" 12641 "uORF" 11105468 11105470 0.566055444444445 11105438 11105440 0.471814444444444
"12642" "ENST00000472788.6" "3" 98035289 98035297 "-" 12642 "uORF" 98035295 98035297 0.558425666666666 98035289 98035291 0.891979666666666
"12651" "ENST00000474627.8" "17" 18039136 18039168 "-" 12651 "uORF" 18039166 18039168 1.52161944444444 18039136 18039138 1.17755866666667
"12652" "ENST00000474627.8" "17" 18039136 18039159 "-" 12652 "uORF" 18039157 18039159 2.20748466666667 18039136 18039138 1.17755866666667
"12667" "ENST00000475390.2" "3" 165196210 165196230 "-" 12667 "uORF" 165196228 165196230 1.92335022222222 165196210 165196212 1.12527666666667
