"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2" "start"
"4381" "ENST00000315033.5" "chr1" 100538910 100538939 "+" 4381 "uORF" 100538912 3 3.66666666666667 "ATG"
"4382" "ENST00000315073.10" "chr5" 181223339 181223509 "+" 4382 "uORF" 181223341 3 1.16666666666667 "ATG"
"4383" "ENST00000315073.10" "chr5" 181223353 181223361 "+" 4383 "uORF" 181223355 3 0.166666666666667 "ATG"
"4384" "ENST00000315073.10" "chr5" 181223430 181223540 "+" 4384 "uORF" 181223432 3 1 "ATG"
"4385" "ENST00000315073.10" "chr5" 181223710 181223760 "+" 4385 "uORF" 181223712 3 0.666666666666667 "ATG"
"4391" "ENST00000315190.4" "chr13" 36694911 36694922 "+" 4391 "uORF" 36694913 3 0.666666666666667 "ATG"
"4392" "ENST00000315190.4" "chr13" 36695001 36695021 "+" 4392 "uORF" 36695003 3 0.5 "ATG"
"4402" "ENST00000315626.6" "chr19" 8052764 8052808 "+" 4402 "uORF" 8052766 3 -0.5 "ATG"
"4423" "ENST00000315939.11" "chr12" 752944 752958 "+" 4423 "uORF" 752946 3 1.66666666666667 "ATG"
"4424" "ENST00000315939.11" "chr12" 753223 753300 "+" 4424 "uORF" 753225 3 0.333333333333333 "ATG"
"4425" "ENST00000315939.11" "chr12" 753276 753431 "+" 4425 "uORF" 753278 3 0.5 "ATG"
"4426" "ENST00000315939.11" "chr12" 753280 753300 "+" 4426 "uORF" 753282 3 0.333333333333333 "ATG"
"4428" "ENST00000315962.9" "chr8" 66127142 66127177 "+" 4428 "uORF" 66127144 3 5.33333333333333 "ATG"
"4429" "ENST00000316045.10" "chr10" 96130677 96130721 "+" 4429 "uORF" 96130679 3 0.166666666666667 "ATG"
"4430" "ENST00000316045.10" "chr10" 96130706 96132604 "+" 4430 "uORF" 96130708 3 -0.666666666666667 "ATG"
"4431" "ENST00000316045.10" "chr10" 96133600 96133632 "+" 4431 "uORF" 96133602 3 0 "ATG"
"4432" "ENST00000316045.10" "chr10" 96133644 96155329 "+" 4432 "uORF" 96133646 3 0.5 "ATG"
"4433" "ENST00000316045.10" "chr10" 96155326 96155352 "+" 4433 "uORF" 96155328 3 1.16666666666667 "ATG"
"4434" "ENST00000316045.10" "chr10" 96155370 96155952 "+" 4434 "uORF" 96155372 3 -0.333333333333333 "ATG"
"4435" "ENST00000316045.10" "chr10" 96155924 96156004 "+" 4435 "uORF" 96155926 3 1.16666666666667 "ATG"
"4436" "ENST00000316045.10" "chr10" 96156232 96156273 "+" 4436 "uORF" 96156234 3 1.66666666666667 "ATG"
"4437" "ENST00000316105.7" "chr5" 141187171 141187179 "+" 4437 "uORF" 141187173 3 -1.5 "ATG"
"4442" "ENST00000316355.10" "chr4" 77157328 77157345 "+" 4442 "uORF" 77157330 3 1.83333333333333 "ATG"
"4443" "ENST00000316355.10" "chr4" 77157380 77157403 "+" 4443 "uORF" 77157382 3 1.5 "ATG"
"4452" "ENST00000316433.9" "chr19" 37594954 37595031 "+" 4452 "uORF" 37594956 3 -1.66666666666667 "ATG"
"4453" "ENST00000316433.9" "chr19" 37595057 37598408 "+" 4453 "uORF" 37595059 3 0.5 "ATG"
"4454" "ENST00000316461.9" "chr11" 62728593 62728649 "+" 4454 "uORF" 62728595 3 0 "ATG"
"4455" "ENST00000316470.9" "chr2" 27123863 27123925 "+" 4455 "uORF" 27123865 3 0.5 "ATG"
"4457" "ENST00000316529.3" "chr11" 6107690 6107719 "+" 4457 "uORF" 6107692 3 0.333333333333333 "ATG"
"4459" "ENST00000316554.5" "chr12" 48183685 48183762 "+" 4459 "uORF" 48183687 3 -0.666666666666667 "ATG"
"4463" "ENST00000316754.8" "chr14" 63204466 63204501 "+" 4463 "uORF" 63204468 3 4 "ATG"
"4464" "ENST00000316754.8" "chr14" 63204487 63204501 "+" 4464 "uORF" 63204489 3 3.16666666666667 "ATG"
"4465" "ENST00000316754.8" "chr14" 63204610 63204624 "+" 4465 "uORF" 63204612 3 2.33333333333333 "ATG"
"4466" "ENST00000316754.8" "chr14" 63204698 63204772 "+" 4466 "uORF" 63204700 3 3.66666666666667 "ATG"
"4467" "ENST00000316754.8" "chr14" 63204732 63204743 "+" 4467 "uORF" 63204734 3 -0.166666666666667 "ATG"
"4468" "ENST00000316754.8" "chr14" 63204740 63204772 "+" 4468 "uORF" 63204742 3 0.333333333333333 "ATG"
"4497" "ENST00000317037.3" "chr11" 5809040 5820302 "+" 4497 "uORF" 5809042 3 0 "ATG"
"4507" "ENST00000317357.10" "chr6" 107490193 107490225 "+" 4507 "uORF" 107490195 3 1.5 "ATG"
"4508" "ENST00000317357.10" "chr6" 107490218 107490436 "+" 4508 "uORF" 107490220 3 2.5 "ATG"
"4509" "ENST00000317357.10" "chr6" 107490247 107490420 "+" 4509 "uORF" 107490249 3 1 "ATG"
"4516" "ENST00000317582.10" "chr22" 17638767 17638787 "+" 4516 "uORF" 17638769 3 3.33333333333333 "ATG"
"4517" "ENST00000317593.9" "chr5" 76870217 76870225 "+" 4517 "uORF" 76870219 3 0.5 "ATG"
"4518" "ENST00000317605.6" "chr4" 150582153 150582263 "+" 4518 "uORF" 150582155 3 2.66666666666667 "ATG"
"4519" "ENST00000317605.6" "chr4" 150582228 150582263 "+" 4519 "uORF" 150582230 3 4.33333333333333 "ATG"
"4520" "ENST00000317605.6" "chr4" 150582553 150582564 "+" 4520 "uORF" 150582555 3 1.83333333333333 "ATG"
"4521" "ENST00000317605.6" "chr4" 150582565 150582585 "+" 4521 "uORF" 150582567 3 1.83333333333333 "ATG"
"4522" "ENST00000317620.14" "chr2" 95274525 95274581 "+" 4522 "uORF" 95274527 3 -0.166666666666667 "ATG"
"4523" "ENST00000317633.14" "chr5" 70900684 70900797 "+" 4523 "uORF" 70900686 3 0.5 "ATG"
"4524" "ENST00000317658.5" "chr12" 18738144 18738179 "+" 4524 "uORF" 18738146 3 1 "ATG"
"4525" "ENST00000317658.5" "chr12" 18738173 18738187 "+" 4525 "uORF" 18738175 3 0.166666666666667 "ATG"
"4526" "ENST00000317658.5" "chr12" 18738203 18738226 "+" 4526 "uORF" 18738205 3 1 "ATG"
"4536" "ENST00000317716.14" "chr7" 105963283 105963309 "+" 4536 "uORF" 105963285 3 -0.833333333333333 "ATG"
"4537" "ENST00000317744.10" "chr17" 6070611 6080400 "+" 4537 "uORF" 6070613 3 0.5 "ATG"
"4538" "ENST00000317744.10" "chr17" 6080387 6080425 "+" 4538 "uORF" 6080389 3 0.166666666666667 "ATG"
"4539" "ENST00000317744.10" "chr17" 6080410 6080478 "+" 4539 "uORF" 6080412 3 2.5 "ATG"
"4540" "ENST00000317744.10" "chr17" 6080416 6080478 "+" 4540 "uORF" 6080418 3 -0.666666666666667 "ATG"
"4541" "ENST00000317744.10" "chr17" 6080478 6080522 "+" 4541 "uORF" 6080480 3 0.333333333333333 "ATG"
"4542" "ENST00000317744.10" "chr17" 6080562 6080573 "+" 4542 "uORF" 6080564 3 1.83333333333333 "ATG"
"4543" "ENST00000317744.10" "chr17" 6080570 6080614 "+" 4543 "uORF" 6080572 3 2.33333333333333 "ATG"
"4558" "ENST00000317811.6" "chr11" 35618516 35618602 "+" 4558 "uORF" 35618518 3 0.833333333333333 "ATG"
"4559" "ENST00000317868.9" "chr1" 62803749 62803784 "+" 4559 "uORF" 62803751 3 2.66666666666667 "ATG"
"4560" "ENST00000317907.9" "chr2" 32628117 32628137 "+" 4560 "uORF" 32628119 3 5 "ATG"
"4561" "ENST00000317907.9" "chr2" 32628147 32628158 "+" 4561 "uORF" 32628149 3 3.33333333333333 "ATG"
"4565" "ENST00000318010.13" "chr15" 42273268 42273342 "+" 4565 "uORF" 42273270 3 1.66666666666667 "ATG"
"4566" "ENST00000318010.13" "chr15" 42273361 42273378 "+" 4566 "uORF" 42273363 3 1.5 "ATG"
"4567" "ENST00000318010.13" "chr15" 42273638 42273679 "+" 4567 "uORF" 42273640 3 0.5 "ATG"
"4568" "ENST00000318010.13" "chr15" 42273763 42273858 "+" 4568 "uORF" 42273765 3 0.166666666666667 "ATG"
"4569" "ENST00000318010.13" "chr15" 42273955 42274023 "+" 4569 "uORF" 42273957 3 0.5 "ATG"
"4570" "ENST00000318010.13" "chr15" 42274096 42274167 "+" 4570 "uORF" 42274098 3 -0.166666666666667 "ATG"
"4571" "ENST00000318010.13" "chr15" 42274334 42274471 "+" 4571 "uORF" 42274336 3 -0.5 "ATG"
"4572" "ENST00000318010.13" "chr15" 42274374 42274391 "+" 4572 "uORF" 42274376 3 -0.5 "ATG"
"4585" "ENST00000318203.9" "chr19" 57668987 57668998 "+" 4585 "uORF" 57668989 3 0 "ATG"
"4586" "ENST00000318203.9" "chr19" 57668995 57669009 "+" 4586 "uORF" 57668997 3 0.333333333333333 "ATG"
"4587" "ENST00000318203.9" "chr19" 57670253 57670261 "+" 4587 "uORF" 57670255 3 -0.833333333333333 "ATG"
"4588" "ENST00000318203.9" "chr19" 57670279 57670482 "+" 4588 "uORF" 57670281 3 -0.166666666666667 "ATG"
"4589" "ENST00000318203.9" "chr19" 57670295 57670498 "+" 4589 "uORF" 57670297 3 0.166666666666667 "ATG"
"4590" "ENST00000318203.9" "chr19" 57670366 57670482 "+" 4590 "uORF" 57670368 3 -0.166666666666667 "ATG"
"4591" "ENST00000318203.9" "chr19" 57670382 57670498 "+" 4591 "uORF" 57670384 3 0.666666666666667 "ATG"
"4610" "ENST00000318244.4" "chr1" 247925015 247925062 "+" 4610 "uORF" 247925017 3 -0.166666666666667 "ATG"
"4611" "ENST00000318244.4" "chr1" 247925040 247925066 "+" 4611 "uORF" 247925042 3 -0.166666666666667 "ATG"
"4612" "ENST00000318244.4" "chr1" 247925068 247925091 "+" 4612 "uORF" 247925070 3 -0.666666666666667 "ATG"
"4613" "ENST00000318244.4" "chr1" 247925088 247925123 "+" 4613 "uORF" 247925090 3 -1.16666666666667 "ATG"
"4614" "ENST00000318244.4" "chr1" 247925145 247933758 "+" 4614 "uORF" 247925147 3 -0.166666666666667 "ATG"
"4615" "ENST00000318249.10" "chr1" 21440182 21440193 "+" 4615 "uORF" 21440184 3 -0.833333333333333 "ATG"
"4616" "ENST00000318249.10" "chr1" 21440311 21444996 "+" 4616 "uORF" 21440313 3 -0.333333333333333 "ATG"
"4631" "ENST00000318407.5" "chr2" 241558909 241558950 "+" 4631 "uORF" 241558911 3 0.333333333333333 "ATG"
"4633" "ENST00000318430.10" "chr17" 78131281 78131502 "+" 4633 "uORF" 78131283 3 -0.833333333333333 "ATG"
"4634" "ENST00000318522.10" "chr2" 42169563 42169583 "+" 4634 "uORF" 42169565 3 1.5 "ATG"
"4635" "ENST00000318560.6" "chr9" 130835297 130835329 "+" 4635 "uORF" 130835299 3 -0.166666666666667 "ATG"
"4638" "ENST00000318584.10" "chr19" 46746069 46748085 "+" 4638 "uORF" 46746071 3 0.5 "ATG"
"4639" "ENST00000318584.10" "chr19" 46755413 46755433 "+" 4639 "uORF" 46755415 3 1.5 "ATG"
"4641" "ENST00000318627.4" "chr11" 26994369 26994449 "+" 4641 "uORF" 26994371 3 2.33333333333333 "ATG"
"4642" "ENST00000318636.8" "chrX" 15738279 15738311 "+" 4642 "uORF" 15738281 3 0.5 "ATG"
"4643" "ENST00000318663.5" "chr16" 30949198 30949260 "+" 4643 "uORF" 30949200 3 0.833333333333333 "ATG"
"4644" "ENST00000318682.11" "chr5" 176630828 176642063 "+" 4644 "uORF" 176630830 3 -1 "ATG"
"4645" "ENST00000318682.11" "chr5" 176630857 176630883 "+" 4645 "uORF" 176630859 3 0 "ATG"
"4646" "ENST00000318682.11" "chr5" 176630873 176642063 "+" 4646 "uORF" 176630875 3 0 "ATG"
"4647" "ENST00000318682.11" "chr5" 176630964 176631026 "+" 4647 "uORF" 176630966 3 -1 "ATG"
"4648" "ENST00000318682.11" "chr5" 176642043 176642063 "+" 4648 "uORF" 176642045 3 -0.166666666666667 "ATG"
"4649" "ENST00000318682.11" "chr5" 176642060 176642131 "+" 4649 "uORF" 176642062 3 -0.833333333333333 "ATG"
"4650" "ENST00000318682.11" "chr5" 176642722 176642787 "+" 4650 "uORF" 176642724 3 -0.5 "ATG"
"4651" "ENST00000318709.9" "chr7" 32495523 32495615 "+" 4651 "uORF" 32495525 3 1.16666666666667 "ATG"
"4652" "ENST00000318709.9" "chr7" 32495598 32495615 "+" 4652 "uORF" 32495600 3 1.5 "ATG"
"4653" "ENST00000318782.9" "chr16" 2969559 2969594 "+" 4653 "uORF" 2969561 3 -2.16666666666667 "ATG"
"4654" "ENST00000318782.9" "chr16" 2969594 2969623 "+" 4654 "uORF" 2969596 3 0.666666666666667 "ATG"
"4655" "ENST00000318833.4" "chr17" 5078468 5078548 "+" 4655 "uORF" 5078470 3 0.333333333333333 "ATG"
"4656" "ENST00000318881.11" "chr11" 7252007 7252090 "+" 4656 "uORF" 7252009 3 1.33333333333333 "ATG"
"4663" "ENST00000318967.7" "chr1" 153728076 153728129 "+" 4663 "uORF" 153728078 3 3.33333333333333 "ATG"
"4675" "ENST00000319234.5" "chr4" 42397690 42397761 "+" 4675 "uORF" 42397692 3 0.5 "ATG"
"4676" "ENST00000319234.5" "chr4" 42397758 42397853 "+" 4676 "uORF" 42397760 3 1 "ATG"
"4677" "ENST00000319234.5" "chr4" 42397847 42397876 "+" 4677 "uORF" 42397849 3 1.16666666666667 "ATG"
"4678" "ENST00000319264.4" "chr9" 12775021 12775101 "+" 4678 "uORF" 12775023 3 1.66666666666667 "ATG"
"4679" "ENST00000319264.4" "chr9" 12775044 12775085 "+" 4679 "uORF" 12775046 3 1.5 "ATG"
"4680" "ENST00000319264.4" "chr9" 12775115 12775216 "+" 4680 "uORF" 12775117 3 0.666666666666667 "ATG"
"4681" "ENST00000319264.4" "chr9" 12775123 12775152 "+" 4681 "uORF" 12775125 3 -0.5 "ATG"
"4682" "ENST00000319264.4" "chr9" 12775202 12775216 "+" 4682 "uORF" 12775204 3 2 "ATG"
"4683" "ENST00000319264.4" "chr9" 12775213 12775266 "+" 4683 "uORF" 12775215 3 1.5 "ATG"
"4684" "ENST00000319264.4" "chr9" 12775273 12775287 "+" 4684 "uORF" 12775275 3 2.66666666666667 "ATG"
"4685" "ENST00000319264.4" "chr9" 12775461 12775475 "+" 4685 "uORF" 12775463 3 -0.166666666666667 "ATG"
"4686" "ENST00000319264.4" "chr9" 12775573 12775608 "+" 4686 "uORF" 12775575 3 1.66666666666667 "ATG"
"4688" "ENST00000319331.4" "chr3" 3844400 3844432 "+" 4688 "uORF" 3844402 3 0.166666666666667 "ATG"
"4689" "ENST00000319331.4" "chr3" 3844419 3844445 "+" 4689 "uORF" 3844421 3 0.5 "ATG"
"4690" "ENST00000319331.4" "chr3" 3844540 3844599 "+" 4690 "uORF" 3844542 3 2.33333333333333 "ATG"
"4691" "ENST00000319394.8" "chr1" 27234808 27234822 "+" 4691 "uORF" 27234810 3 1.66666666666667 "ATG"
"4692" "ENST00000319394.8" "chr1" 27234902 27234913 "+" 4692 "uORF" 27234904 3 0.5 "ATG"
"4693" "ENST00000319394.8" "chr1" 27260964 27261026 "+" 4693 "uORF" 27260966 3 2.33333333333333 "ATG"
"4694" "ENST00000319394.8" "chr1" 27260996 27261040 "+" 4694 "uORF" 27260998 3 5 "ATG"
"4699" "ENST00000319555.8" "chr16" 88453544 88453603 "+" 4699 "uORF" 88453546 3 0.666666666666667 "ATG"
"4700" "ENST00000319560.7" "chrX" 103710983 103711033 "+" 4700 "uORF" 103710985 3 0.666666666666667 "ATG"
"4701" "ENST00000319562.11" "chr13" 98143248 98143319 "+" 4701 "uORF" 98143250 3 -0.333333333333333 "ATG"
"4702" "ENST00000319562.11" "chr13" 98143319 98143390 "+" 4702 "uORF" 98143321 3 1.83333333333333 "ATG"
"4703" "ENST00000319595.7" "chr3" 87822025 87822051 "+" 4703 "uORF" 87822027 3 0.5 "ATG"
"4704" "ENST00000319595.7" "chr3" 87822048 87822092 "+" 4704 "uORF" 87822050 3 -0.5 "ATG"
"4705" "ENST00000319595.7" "chr3" 87822073 87990739 "+" 4705 "uORF" 87822075 3 1 "ATG"
"4706" "ENST00000319595.7" "chr3" 87822086 87990731 "+" 4706 "uORF" 87822088 3 0.333333333333333 "ATG"
"4707" "ENST00000319595.7" "chr3" 87822092 87990731 "+" 4707 "uORF" 87822094 3 0.5 "ATG"
"4708" "ENST00000319595.7" "chr3" 87822122 87990731 "+" 4708 "uORF" 87822124 3 0.333333333333333 "ATG"
"4709" "ENST00000319653.14" "chr1" 240091929 240092012 "+" 4709 "uORF" 240091931 3 1.33333333333333 "ATG"
"4710" "ENST00000319653.14" "chr1" 240091946 240092071 "+" 4710 "uORF" 240091948 3 2.66666666666667 "ATG"
"4711" "ENST00000319653.14" "chr1" 240092063 240092071 "+" 4711 "uORF" 240092065 3 6.66666666666667 "ATG"
"4712" "ENST00000319669.5" "chr15" 37935267 37935299 "+" 4712 "uORF" 37935269 3 3 "ATG"
"4713" "ENST00000319694.3" "chr7" 29563913 29563966 "+" 4713 "uORF" 29563915 3 1.5 "ATG"
"4714" "ENST00000319694.3" "chr7" 29563953 29564255 "+" 4714 "uORF" 29563955 3 0.166666666666667 "ATG"
"4715" "ENST00000319694.3" "chr7" 29564035 29564049 "+" 4715 "uORF" 29564037 3 -0.166666666666667 "ATG"
"4716" "ENST00000319715.10" "chr16" 24540229 24540240 "+" 4716 "uORF" 24540231 3 3.66666666666667 "ATG"
"4717" "ENST00000319715.10" "chr16" 24540328 24540354 "+" 4717 "uORF" 24540330 3 3.66666666666667 "ATG"
"4718" "ENST00000319715.10" "chr16" 24540418 24540426 "+" 4718 "uORF" 24540420 3 2 "ATG"
"4728" "ENST00000319933.7" "chr5" 103265935 103265976 "+" 4728 "uORF" 103265937 3 3.33333333333333 "ATG"
"4729" "ENST00000320095.12" "chr17" 83079666 83079710 "+" 4729 "uORF" 83079668 3 -0.5 "ATG"
"4736" "ENST00000320241.5" "chr16" 86578564 86578671 "+" 4736 "uORF" 86578566 3 4.33333333333333 "ATG"
"4737" "ENST00000320248.4" "chr8" 1973869 2000301 "+" 4737 "uORF" 1973871 3 0.5 "ATG"
"4738" "ENST00000320248.4" "chr8" 2000428 2000529 "+" 4738 "uORF" 2000430 3 -0.5 "ATG"
"4739" "ENST00000320248.4" "chr8" 2000440 2000529 "+" 4739 "uORF" 2000442 3 -1 "ATG"
"4740" "ENST00000320248.4" "chr8" 2000454 2000480 "+" 4740 "uORF" 2000456 3 -0.833333333333333 "ATG"
"4741" "ENST00000320248.4" "chr8" 2000658 2000684 "+" 4741 "uORF" 2000660 3 -0.166666666666667 "ATG"
"4742" "ENST00000320248.4" "chr8" 2000864 2001121 "+" 4742 "uORF" 2000866 3 -0.666666666666667 "ATG"
"4743" "ENST00000320270.4" "chr8" 66429052 66429081 "+" 4743 "uORF" 66429054 3 -0.833333333333333 "ATG"
"4750" "ENST00000320493.10" "chr1" 196819757 196819819 "+" 4750 "uORF" 196819759 3 -0.666666666666667 "ATG"
"4751" "ENST00000320493.10" "chr1" 196819773 196819808 "+" 4751 "uORF" 196819775 3 -0.166666666666667 "ATG"
"4753" "ENST00000320578.3" "chr11" 107928460 107928498 "+" 4753 "uORF" 107928462 3 0.666666666666667 "ATG"
"4754" "ENST00000320650.9" "chr4" 141636743 141656251 "+" 4754 "uORF" 141636745 3 1.33333333333333 "ATG"
"4755" "ENST00000320650.9" "chr4" 141656201 141656251 "+" 4755 "uORF" 141656203 3 -0.333333333333333 "ATG"
"4756" "ENST00000320650.9" "chr4" 141656207 141656251 "+" 4756 "uORF" 141656209 3 -0.5 "ATG"
"4757" "ENST00000320650.9" "chr4" 141656225 141656251 "+" 4757 "uORF" 141656227 3 0.166666666666667 "ATG"
"4758" "ENST00000320650.9" "chr4" 141656235 141656288 "+" 4758 "uORF" 141656237 3 1.33333333333333 "ATG"
"4759" "ENST00000320650.9" "chr4" 141656242 141719377 "+" 4759 "uORF" 141656244 3 0 "ATG"
"4760" "ENST00000320650.9" "chr4" 141656258 141656281 "+" 4760 "uORF" 141656260 3 0.333333333333333 "ATG"
"4761" "ENST00000320650.9" "chr4" 141656275 141719377 "+" 4761 "uORF" 141656277 3 0 "ATG"
"4762" "ENST00000320650.9" "chr4" 141719390 141719461 "+" 4762 "uORF" 141719392 3 2 "ATG"
"4763" "ENST00000320650.9" "chr4" 141719394 141719420 "+" 4763 "uORF" 141719396 3 1.5 "ATG"
"4765" "ENST00000320767.4" "chr3" 160677209 160677322 "+" 4765 "uORF" 160677211 3 0 "ATG"
"4766" "ENST00000320785.10" "chr17" 4999897 5000223 "+" 4766 "uORF" 4999899 3 3 "ATG"
"4769" "ENST00000320892.11" "chr2" 6940974 6941051 "+" 4769 "uORF" 6940976 3 -2.16666666666667 "ATG"
"4770" "ENST00000320892.11" "chr2" 6941040 6941051 "+" 4770 "uORF" 6941042 3 -1.33333333333333 "ATG"
"4789" "ENST00000321196.8" "chr12" 82687020 82687232 "+" 4789 "uORF" 82687022 3 1.66666666666667 "ATG"
"4790" "ENST00000321196.8" "chr12" 82687249 82687257 "+" 4790 "uORF" 82687251 3 2.16666666666667 "ATG"
"4791" "ENST00000321196.8" "chr12" 82687351 82687368 "+" 4791 "uORF" 82687353 3 2.5 "ATG"
"4792" "ENST00000321337.12" "chr17" 7562196 7562213 "+" 4792 "uORF" 7562198 3 1.83333333333333 "ATG"
"4795" "ENST00000321464.7" "chr3" 141368673 141368720 "+" 4795 "uORF" 141368675 3 1.33333333333333 "ATG"
"4796" "ENST00000321464.7" "chr3" 141368696 141368707 "+" 4796 "uORF" 141368698 3 3 "ATG"
"4797" "ENST00000321464.7" "chr3" 141369927 141369935 "+" 4797 "uORF" 141369929 3 -0.333333333333333 "ATG"
"4798" "ENST00000321464.7" "chr3" 141386896 141386919 "+" 4798 "uORF" 141386898 3 3 "ATG"
"4799" "ENST00000321464.7" "chr3" 141386901 141386936 "+" 4799 "uORF" 141386903 3 6 "ATG"
"4800" "ENST00000321464.7" "chr3" 141403933 141404010 "+" 4800 "uORF" 141403935 3 0.833333333333333 "ATG"
"4801" "ENST00000321464.7" "chr3" 141403944 141403976 "+" 4801 "uORF" 141403946 3 2.66666666666667 "ATG"
"4803" "ENST00000321545.5" "chr19" 57320571 57320633 "+" 4803 "uORF" 57320573 3 -0.5 "ATG"
"4807" "ENST00000321660.2" "chr10" 35605361 35605474 "+" 4807 "uORF" 35605363 3 0.166666666666667 "ATG"
"4808" "ENST00000321662.11" "chr14" 52552857 52552877 "+" 4808 "uORF" 52552859 3 2.83333333333333 "ATG"
"4810" "ENST00000321854.13" "chr17" 45135848 45135859 "+" 4810 "uORF" 45135850 3 -0.166666666666667 "ATG"
"4811" "ENST00000321867.6" "chr12" 131894850 131894945 "+" 4811 "uORF" 131894852 3 0.5 "ATG"
"4812" "ENST00000321867.6" "chr12" 131894871 131894945 "+" 4812 "uORF" 131894873 3 -0.166666666666667 "ATG"
"4813" "ENST00000321870.3" "chr8" 64580401 64580421 "+" 4813 "uORF" 64580403 3 4.66666666666667 "ATG"
"4814" "ENST00000321870.3" "chr8" 64580524 64580547 "+" 4814 "uORF" 64580526 3 3.66666666666667 "ATG"
"4815" "ENST00000321870.3" "chr8" 64580541 64580723 "+" 4815 "uORF" 64580543 3 1.33333333333333 "ATG"
"4816" "ENST00000321871.11" "chr3" 133045929 133045940 "+" 4816 "uORF" 133045931 3 2.83333333333333 "ATG"
"4817" "ENST00000321871.11" "chr3" 133045937 133045951 "+" 4817 "uORF" 133045939 3 0.5 "ATG"
"4818" "ENST00000321871.11" "chr3" 133045941 133045985 "+" 4818 "uORF" 133045943 3 0.333333333333333 "ATG"
"4819" "ENST00000321871.11" "chr3" 133045967 133229277 "+" 4819 "uORF" 133045969 3 1.83333333333333 "ATG"
"4820" "ENST00000321871.11" "chr3" 133045974 133045985 "+" 4820 "uORF" 133045976 3 -0.166666666666667 "ATG"
"4822" "ENST00000321990.5" "chr17" 30832279 30832320 "+" 4822 "uORF" 30832281 3 3.16666666666667 "ATG"
"4823" "ENST00000322019.14" "chr15" 83107648 83107656 "+" 4823 "uORF" 83107650 3 2.5 "ATG"
"4824" "ENST00000322054.10" "chr2" 31234162 31234206 "+" 4824 "uORF" 31234164 3 1 "ATG"
"4825" "ENST00000322054.10" "chr2" 31234412 31234471 "+" 4825 "uORF" 31234414 3 0.333333333333333 "ATG"
"4826" "ENST00000322054.10" "chr2" 31234487 31234516 "+" 4826 "uORF" 31234489 3 0.833333333333333 "ATG"
"4827" "ENST00000322110.8" "chr11" 4821346 4821393 "+" 4827 "uORF" 4821348 3 -0.5 "ATG"
"4828" "ENST00000322110.8" "chr11" 4821365 4821385 "+" 4828 "uORF" 4821367 3 -0.166666666666667 "ATG"
"4829" "ENST00000322110.8" "chr11" 4821372 4821389 "+" 4829 "uORF" 4821374 3 -0.5 "ATG"
"4830" "ENST00000322110.8" "chr11" 4821379 4821393 "+" 4830 "uORF" 4821381 3 -1.5 "ATG"
"4832" "ENST00000322241.6" "chr3" 51955465 51955533 "+" 4832 "uORF" 51955467 3 1.83333333333333 "ATG"
"4833" "ENST00000322241.6" "chr3" 51955491 51955538 "+" 4833 "uORF" 51955493 3 0.333333333333333 "ATG"
"4834" "ENST00000322241.6" "chr3" 51955530 51955538 "+" 4834 "uORF" 51955532 3 0.5 "ATG"
"4835" "ENST00000322241.6" "chr3" 51955581 51955601 "+" 4835 "uORF" 51955583 3 0.833333333333333 "ATG"
"4837" "ENST00000322428.10" "chr8" 144104625 144104747 "+" 4837 "uORF" 144104627 3 2.66666666666667 "ATG"
"4838" "ENST00000322428.10" "chr8" 144104645 144104668 "+" 4838 "uORF" 144104647 3 0.333333333333333 "ATG"
"4843" "ENST00000322536.8" "chr11" 108665080 108665094 "+" 4843 "uORF" 108665082 3 1.33333333333333 "ATG"
"4846" "ENST00000322734.2" "chr3" 44584988 44586123 "+" 4846 "uORF" 44584990 3 -0.666666666666667 "ATG"
"4847" "ENST00000322734.2" "chr3" 44586210 44594063 "+" 4847 "uORF" 44586212 3 -0.166666666666667 "ATG"
"4848" "ENST00000322734.2" "chr3" 44594014 44594043 "+" 4848 "uORF" 44594016 3 0.333333333333333 "ATG"
"4849" "ENST00000322776.11" "chr11" 67606964 67606981 "+" 4849 "uORF" 67606966 3 1.83333333333333 "ATG"
"4856" "ENST00000322945.11" "chr16" 29806586 29806672 "+" 4856 "uORF" 29806588 3 0.666666666666667 "ATG"
"4858" "ENST00000323037.5" "chr7" 30284932 30285066 "+" 4858 "uORF" 30284934 3 1.33333333333333 "ATG"
"4865" "ENST00000323116.10" "chr3" 182793508 182793579 "+" 4865 "uORF" 182793510 3 1.5 "ATG"
"4866" "ENST00000323116.10" "chr3" 182793602 182793625 "+" 4866 "uORF" 182793604 3 0.833333333333333 "ATG"
"4867" "ENST00000323146.8" "chr5" 140564844 140566762 "+" 4867 "uORF" 140564846 3 7.66666666666667 "ATG"
"4868" "ENST00000323146.8" "chr5" 140564851 140565942 "+" 4868 "uORF" 140564853 3 5.33333333333333 "ATG"
"4869" "ENST00000323146.8" "chr5" 140566566 140566631 "+" 4869 "uORF" 140566568 3 3.83333333333333 "ATG"
"4870" "ENST00000323146.8" "chr5" 140566614 140566631 "+" 4870 "uORF" 140566616 3 4.5 "ATG"
"4871" "ENST00000323146.8" "chr5" 140566680 140566724 "+" 4871 "uORF" 140566682 3 2.83333333333333 "ATG"
"4872" "ENST00000323146.8" "chr5" 140566695 140566724 "+" 4872 "uORF" 140566697 3 3.66666666666667 "ATG"
"4873" "ENST00000323146.8" "chr5" 140566774 140566791 "+" 4873 "uORF" 140566776 3 0.666666666666667 "ATG"
